,dates,heads,topic_rep
28,2017-12-23,"Issue of caretaker Sindh CM may go to parliamentary committee
",0.959004104
29,2017-12-30,"Bill on Fata merger sent to president
",0.958162725
30,2018-05-04,Parliamentary panel approves draft bill for delimitation of constituencies,0.957892895
31,2017-07-26,"Delimitation bill becomes law with president's approval, paving way for timely elections",0.9576610329999999
32,2017-12-24,"ECP convenes meeting of parliamentary parties on May 31 to finalise code of conduct for 2018 polls
",0.957601547
33,2017-12-24,"Two names ‘finalised’ for Punjab caretaker CM
",0.957335055
34,2018-05-08,Parliamentary panel undecided over applicability of new accountability law on provinces,0.956551015
35,2018-01-29,‘All PML-N MPAs back Hamza for CM slot’,0.9562091229999999
36,2017-07-10,PM to approach PPP in last-ditch effort to sway stance on delimitation bill,0.955982685
37,2018-03-05,Imran to address rally in Lahore on Friday,0.9557442070000001
38,2018-02-13,Sardar Yaqoob Nasir to take over as PML-N's interim president: reports,0.954737782
39,2017-12-21,"Fata-KP merger bill to be tabled in NA tomorrow
",0.954657495
40,2018-02-18,ECP takes notice of alleged misuse of public funds for NA-120 election,0.9545965190000001
41,2017-09-26,"Maryam, Hamza unlikely to head party in Punjab",0.953898728
42,2017-10-27,"Opposition to head 20 Senate committees out of 39
",0.953766882
43,2017-11-25,"ECP to announce poll schedule by end of month, says official
",0.952890158
44,2017-12-17,"Opposition, Fata leaders meet on Fata merger bill
",0.949043691
45,2017-10-09,"For a change, NA speaker stages walkout",0.9490152000000001
46,2018-03-23,Way paved for Nawaz Sharif to again head PML-N,0.948576272
47,2018-05-08,NA fails to reach consensus over bill seeking delimitation of constituencies,0.94856751
48,2017-12-03,"Govt, allies fail to agree on Fata reforms timeline
",0.945392668
49,2018-02-20,ECP seeks reply on PML-N's alleged use of state machinery in NA-120 campaign,0.945232332
50,2018-05-02,Parliamentary leaders propose reducing number of Punjab seats in National Assembly,0.943908691
51,2018-04-16,PTI to seek govt stance on Khatm-i-Nabuwat,0.9436753990000001
52,2017-10-05,Zardari criticises Rabbani for siding with Nawaz and not resisting his 'anti-democratic' moves,0.943637133
53,2017-11-05,"Outgoing govt has no right to present budget for next financial year, Shah tells PM Abbasi
",0.943500042
54,2018-03-22,Senate passes Election Bill 2017,0.942664504
55,2018-03-21,Chairpersons of seven National Assembly bodies elected,0.942559123
56,2017-10-12,NA panel-ECP tug of war over delimitation continues,0.9424286479999999
57,2017-09-02,PTI to finalise candidates for  Senate polls today,0.9419699909999999
58,2017-12-15,"PTI parliamentary party demands KP-Fata merger without delay
",0.9407125709999999
59,2018-04-20,Govt urged to speed up delimitation process,0.940475583
60,2018-01-25,Differences over uplift funds rock relations between KP CM and two ministers,0.9386069770000001
61,2017-09-26,PML-N to elect its interim chief today,0.9368556140000001
62,2017-10-12,PTI made no alliance with PPP for Senate polls: Qureshi,0.9361101390000001
63,2018-04-20,Senate body approves bill to amend Article 63A,0.935278773
64,2018-05-07,PML-N huddle to deliberate on key issues today,0.934296548
65,2018-03-25,"Shah rejects PTI's call for early polls, says govt must complete its term",0.9340748190000001
66,2018-04-10,Senate adopts resolution against disqualified persons holding party office,0.9321182370000001
67,2017-12-14,"PM Abbasi asks PML-N legislators to ensure presence in NA
",0.931296885
68,2018-05-15,CCI breaks deadlock on delimitation,0.9312151670000001
69,2018-03-28,PTI changes tack over opposition leader move,0.93085295
70,2017-12-24,"PML-N, opposition fail to reach consensus on caretaker prime minister
",0.9299179909999999
71,2018-01-04,"Rabbani to meet CMs for linkage between Senate, provincial assemblies",0.9294592740000001
72,2018-01-31,"'Cabinet to take oath in one or two days,' PM Abbasi says",0.929142833
73,2018-03-19,Provinces threaten to move SC over NFC award,0.9286323790000001
74,2017-11-14,"PM Abbasi and Nawaz discuss caretaker government during London meeting
",0.928027272
75,2018-02-14,Five National Assembly standing committees without heads,0.9242610929999999
76,2018-05-09,All parties oppose delay in 2018 elections,0.923841
77,2018-05-10,"Parliamentary leaders fail, once again, to agree on delimitation",0.923345447
78,2017-12-07,"Uncertainty looms over Fata-KP merger before May 31
",0.92279011
79,2017-12-23,"Efforts on to convene KP Assembly for Fata Reforms Bill passage
",0.92217344
80,2018-02-14,"Portfolios allocated to PM’s advisers, special assistants",0.920797467
81,2018-02-01,PML-N fails to decide on NA-120 contender,0.919528604
82,2017-12-29,"No consensus between Murad, Izhar on caretaker set-up in Sindh
",0.9194329379999999
83,2017-10-20,"ECP-lawmakers’ rift over delimitation deepens
",0.9191852209999999
84,2017-09-09,PML-N strategises to sail through Senate,0.91787082
85,2018-05-04,NA fails to pass bill seeking delimitation of constituencies,0.916803479
86,2018-04-12,PML-N probe committee on Khatm-i-Nabuwwat oath issue finalises report,0.916312695
87,2017-10-20,"PTI asks PM to apologise over Senate chairman remarks
",0.9160466190000001
88,2018-04-12,"PTI, MQM scuttle consensus on new accountability law",0.915398002
89,2017-07-22,Sharif reluctant to publicly name Shahbaz as party’s PM candidate,0.9151292440000001
90,2018-01-20,CM Sindh briefs opposition leaders on proposed provincial accountability law,0.9144150609999999
91,2017-12-25,"Crucial KP assembly session on Fata bill tomorrow
",0.913856268
92,2017-12-21,"Still no consensus on a name for caretaker PM, says Shah
",0.913842797
93,2017-12-27,"Nasir Khosa nominated Punjab caretaker chief minister
",0.91279465
94,2018-03-15,Senate panel passes election bill with amendments,0.9124394659999999
95,2017-12-16,"Caretaker PM’s name to be announced on Tuesday, says Shah
",0.911281765
96,2017-12-20,"Abbasi, Shah may announce caretaker PM’s name today
",0.9107325079999999
97,2017-11-12,"Rabbani urges consensus among parties on caretaker prime minister
",0.9104787109999999
98,2018-03-24,PTI starts lobbying to get opposition leader’s slot,0.909092844
99,2017-12-26,"Next election to be held on July 25
",0.909080744
100,2017-11-12,"Opposition leader presents new demands to the ECP
",0.908547461
101,2017-11-16,"Imran assails PPP, PML-N over charter of democracy
",0.9076383109999999
102,2018-05-23,"NFC award has to be finalised within five years, Senate chairman rules",0.9069026109999999
103,2018-04-04,NA passes bill to restore Khatm-i-Naboowat declaration to original form in Elections Act 2017,0.906813025
104,2017-11-29,"‘Aliens’ to conduct elections: PM Abbasi
",0.9066663979999999
105,2018-04-03,Opposition protests absence of ministers in NA,0.9063234929999999
106,2017-12-14,"Decision on Fata merger with Khyber Pakhtunkhwa left to next government
",0.905932307
107,2017-07-05,ECP issues directions for revision of electoral rolls,0.9054400920000001
108,2017-07-20,Opposition stages walkout in NA again over absence of Fata reforms bill from agenda,0.905330718
109,2018-03-23,PTI to challenge Election Bill 2017 in court: Shah Mahmood,0.905143976
110,2017-07-19,ECP to complete delimitation process by May 20,0.9049649240000001
111,2017-10-07,Parties cagey about top Senate posts nominees,0.9046733379999999
112,2017-07-12,Govt again fails to maintain quorum in NA,0.904492915
113,2017-07-10,Uproar in National Assembly as government holds back Fata reforms bill,0.904382765
114,2017-09-05,PML-N set to become largest party in Senate after 18 years,0.903058171
115,2018-05-01,Party heads to discuss fresh delimitation issue today,0.90302527
116,2017-07-17,Senate passes crucial amendment bill on delimitation,0.900516152
117,2017-07-18,Polls delay threat averted as Senate passes delimitation bill,0.90034014
118,2018-03-08,ECP warns PML-N ministers to 'refrain' from participating in Kulsoom's NA-120 campaign,0.9003105159999999
119,2017-12-31,"ECP to bar parties from accepting money from prospective candidates
",0.89887774
120,2018-04-25,PTI’s objections to new accountability law to be discussed today,0.897150278
121,2017-10-18,"PTI to form 'independent opposition group' to rival PPP in Senate, says Azam Swati
",0.897076964
122,2017-10-18,"Nisar can’t contest polls on PML-N ticket: Pervaiz Rashid
",0.89676249
123,2017-10-10,PPP criticises PML-N for crying foul over Senate polls,0.896204948
124,2017-08-02,PML-N move to prop up govt in Balochistan,0.895764947
125,2017-10-07,Balochistan independent Sadiq Sanjrani emerges as top contender for Senate chairman,0.89550972
126,2017-12-30,"PTI does about-turn on nomination of Nasir Khosa as Punjab caretaker CM
",0.893886685
127,2017-09-26,Name of caretaker PM to be finalised within a month: Khursheed,0.893385887
128,2017-08-28,Senate elections to take place on March 3: ECP,0.89322269
129,2018-04-02,"Abbasi, Shah discuss NAB chief’s appointment",0.8929921390000001
130,2018-02-26,ECP seeks early release of census results to initiate delimitation process,0.892798245
131,2018-02-05,Sadiq okays NA body on harassment charges,0.8923246859999999
132,2017-10-03,NP-PkMAP alliance eyes top offices of Senate,0.8920077679999999
133,2018-05-18,National Assembly legislation paves way for timely elections,0.891720831
134,2017-10-29,"ECP warns against controversy over delimitation
",0.891460478
135,2017-09-29,133 in contest for 52 Senate seats today,0.891106188
136,2017-12-27,"Murad, Izhar meet today to exchange names for caretaker chief minister in Sindh
",0.890966892
137,2018-05-11,Changing stance on accountability law flies in the face of consensus claims,0.890662253
138,2017-07-13,"PM accepts PPP's demands, Senate to pass delimitation bill on Dec 19: reports",0.890488446
139,2018-02-08,Quorum issue mars National Assembly session for second straight day,0.8900020120000001
140,2017-09-06,Dar among PML-N candidates for Senate polls,0.888836622
141,2017-09-07,Senate polls on Fata seats scheduled for March 3,0.8875309229999999
142,2017-10-22,"KP opposition asks CM, ministers to resign over graft inquiries
",0.887514591
143,2018-02-08,Flag-hoisting event to be held at Parliament House,0.8872981670000001
144,2017-12-31,"National Assembly stands dissolved as second successive democratic government completes five-year term
",0.886928976
145,2017-12-17,"Govt not to be dictated by two allies over Fata-KP merger
",0.886847734
146,2018-03-30,PPP accuses PTI of creating division in opposition ranks,0.8864619140000001
147,2017-11-06,"PTI govt not to present KP budget  for next fiscal year
",0.886279881
148,2017-09-12,"PTI, PML-Q strike a deal for Senate poll in Punjab",0.886028349
149,2018-03-14,Govt again fails to secure passage of right to information bill,0.885747671
150,2017-10-11,"PPP, PTI eyeing opposition leader office in Senate",0.883819342
151,2018-05-18,National Assembly passes bill to enable fresh delimitation of constituencies,0.883734107
152,2017-10-05,Jockeying for top Senate posts intensifies,0.8831250070000001
153,2018-01-30,Opposition mulls action if Shahbaz retains chief minister post,0.883044422
154,2017-12-01,"Names for caretaker set-up to be kept under wraps
",0.882513165
155,2017-07-03,Governor asked  to resign after getting PML-N slot,0.88212949
156,2017-10-04,"Zardari scorns consensus, ditches Rabbani",0.881288886
157,2018-02-14,Punjab gets lion’s share in reconstituted CCI,0.8812259440000001
158,2017-07-10,Five PML-N legislators to hand in resignations today,0.880678773
159,2017-12-31,"PTI faces backlash after going back on CM nominee
",0.8802978990000001
160,2017-11-11,"Number game in assembly stops PTI from presenting budget in KP
",0.8794932959999999
161,2017-09-17,PTI trying to win at least one Senate seat from Punjab,0.87948066
162,2017-12-14,"President to announce election date next week
",0.879040658
163,2018-04-03,'Clerical error' that affected Khatm-i-Naboowat laws to be fixed: Ayaz Sadiq,0.8784496190000001
164,2018-01-25,Ruling party’s ‘assurance’ to Nisar,0.877936602
165,2017-08-02,Balochistan CM sacks special assistant on excise and taxation,0.877648592
166,2017-12-07,"ECP asks political parties to file for party symbols starting May 15
",0.877341211
167,2017-07-09,Senate meets today as standoff over delimitation bill persists,0.87705195
168,2018-01-19,"Three years on, parliamentary panel passes poll reforms bill",0.876540005
169,2018-05-17,Parliamentary leaders make headway on delimitation based on provisional census data,0.8762361999999999
170,2018-02-12,PML-N mulls over options for new party chief,0.8759915229999999
171,2017-11-11,"PPP, PTI quibble over leaking of PM nominees’ names
",0.875683665
172,2017-11-16,"PTI challenges Jamaat to quit KP coalition govt
",0.875667572
173,2017-11-29,"PPP MPAs submit no-confidence motion against KP Assembly speaker
",0.874859035
174,2018-05-17,National Assembly set to pass fresh delimitation bill today,0.87479943
175,2017-11-22,"Opposition to participate in budget debate in NA, Senate
",0.874397874
176,2017-10-09,What went wrong for ruling alliance?,0.873973668
177,2017-09-26,Senate  body calls privatisation law into question,0.873599529
178,2017-12-25,"Shah shuts door on caretaker set-up talks with PM
",0.872810125
179,2018-01-27,PTI to push for PM candidate unanimously supported by opposition,0.8725572229999999
180,2018-02-20,"Govt reveals plans to amend Articles 62, 63",0.872537076
181,2017-10-20,"Hashmi says Nisar, PML-N tiff not a good omen
",0.872392595
182,2017-10-16,"Unsought defence of Sanjrani by Swati surprises many
",0.8721385
183,2017-10-12,Ahsan spars with predecessor over ECL issue,0.871753454
184,2017-08-05,Bilawal flays PML-N for crisis in Balochistan,0.8703553079999999
185,2017-11-20,"Opposition ‘plans’ protest during NA, Senate budget sessions today
",0.8687756659999999
186,2018-03-24,PTI asks senator to explain absence during crucial vote,0.868762732
187,2018-04-26,"JI rejects bill bringing generals, judges under accountability net",0.868231297
188,2018-02-17,PPP alleges use of state resources in NA-120,0.868031859
189,2017-10-04,PTI claims another PML-N lawmaker has joined party,0.867997468
190,2018-02-01,ECP bars Shahbaz from his own election campaign,0.867352962
191,2018-01-24,Sindh Assembly passes resolution demanding PM's resignation,0.8662386540000001
192,2017-10-11,ECP stops parliamentary body from ‘interfering’ in mandate,0.865844429
193,2018-04-24,"Senate amends Elections Act 2017, bars disqualified persons from political activities",0.8656141759999999
194,2017-12-09,"SECP gets new chairman
",0.8651399609999999
195,2017-07-01,"Maryam, Hamza get role in newly-formed PML-N body",0.863904893
196,2017-09-19,Govt under fire in assembly over KPEC adhocism,0.863862097
197,2017-11-08,"PTI predicts one-sided poll contest
",0.863738656
198,2017-10-04,"Nawaz backs PPP's Rabbani in race for Senate chairman, Zardari rejects idea",0.863397181
199,2018-02-03,Asif seeks details of salaries drawn by PTI lawmakers during 2014 sit-in,0.861654878
200,2017-10-27,"Shahbaz meets Nisar to 'address reservations'
",0.861558974
201,2017-11-07,"PPP leads first walkout against Sanjrani in Senate
",0.860719621
202,2018-02-25,Ex-PTI minister Ziaullah Afridi joins PPP,0.8605793709999999
203,2018-02-28,"I preferred projects to becoming prime minister, says Shahbaz",0.86053586
204,2017-11-29,"Pressure mounts on KP CM for fresh trust vote
",0.859995246
205,2018-05-28,Sargodha-based spiritual leader to decide political future of 14 PML-N legislators,0.859891713
206,2018-02-12,PM Abbasi appoints five new special assistants,0.8597155209999999
207,2017-09-28,Senate elections: Shahbaz takes loyalty pledge from party MPAs,0.8594498629999999
208,2017-12-05,"JI ministers yet to resign after quitting govt
",0.8586587309999999
209,2017-11-21,"PM expands cabinet hours before budget amid criticism
",0.85859865
210,2018-05-15,"Early polls, minus-Sharif formula not acceptable to PML-N",0.857516348
211,2017-07-21,ECP says delimitation of constituencies to begin on Jan 15,0.85719502
212,2017-12-28,"All major parties allotted their desired election symbols
",0.857179224
213,2018-01-26,Elections Bill 2017 calls for imprisonment of lawmakers submitting incorrect asset details,0.8566468359999999
214,2018-04-07,Federal Law Minister Zahid Hamid meets Shahbaz,0.8564819690000001
215,2018-04-01,Govt bulldozes controversial Election Bill 2017 through National Assembly,0.85602963
216,2017-11-30,"PTI rules out post-poll alliance with PPP
",0.8542557359999999
217,2017-09-21,SC verdict leaves PML-N in a quandary,0.8535371420000001
218,2017-07-27,ECP invokes Article 220 to seek help in delimitation,0.853504479
219,2018-01-29,"Khaqan Abbasi, Khursheed Shah, Sheikh Rashid to run for PM office",0.8528277870000001
220,2017-08-27,"PML-N sets sights on Senate seats in Sindh, KP, Balochistan",0.85249424
221,2017-08-22,Commotion in Peshawar Assembly over Imran’s diatribe against parliament,0.8514715429999999
222,2017-08-11,"MQM, PML-F among 284 political parties de-listed by ECP for not complying with new regulations",0.850889206
223,2018-01-28,President calls NA session for election of interim PM on Aug 1,0.8505850429999999
224,2017-12-29,"PPP interviews KP poll candidates today
",0.850229204
225,2018-02-14,Sardar Yaqoob Nasar appointed interim chairman of PML-N: sources,0.849718869
226,2017-11-24,"Chaudhry Nisar to contest elections from NA-59
",0.84956193
227,2018-05-24,"Disagreements, but no forward bloc in PML-N",0.849467933
228,2018-02-01,Shahbaz might not run for PM after all,0.8488901259999999
229,2018-05-05,Dr Qibla Ayaz appointed new chairman of Council of Islamic Ideology,0.847521365
230,2017-10-02,Rabbani issued 78 rulings in three years as Senate chairman,0.847138882
231,2017-12-31,"President signs KP-Fata merger bill into law
",0.846674383
232,2018-02-22,Govt employees to get salaries on 28th,0.846472025
233,2018-04-29,ECP seeks amendment to delimitation law in a week,0.846053183
234,2017-07-20,PM tasked to forge consensus on Fata reforms bill,0.845442593
235,2018-02-14,"PTI accuses govt of not taking electoral reforms seriously, calls for autonomy of ECP",0.8448147770000001
236,2017-08-21,PPP unlikely to retain its strength in Senate after election,0.844424188
237,2017-12-23,"The caretaker government: Why do we have one and what purpose does it fulfil?
",0.8441944720000001
238,2017-08-10,Dissidents nominate Abdul Quddus Bizenjo as new Balochistan chief minister,0.844079494
239,2018-02-08,Four new ministers take oath at President House,0.843954623
240,2017-09-08,Hamza acting as PML-N focal person for Senate poll,0.8433988090000001
241,2017-07-19,Milli Muslim League approaches ECP for suspension of political parties' registration,0.841823161
242,2017-12-16,"PML-N MNA Jaffar Leghari joins PTI
",0.8410087820000001
243,2018-01-30,Nawaz seat: Election in NA-120 to take place on September 17,0.840735197
244,2017-07-11,PM to allay lawmakers’ concerns over Fata law,0.8395804170000001
245,2017-12-19,"CM-Khwaja talks on caretaker set-up enter final stage
",0.839455485
246,2017-09-22,Sharif nominees to be independent candidates: ECP,0.839297473
247,2018-04-19,"2018 elections will be held without utilising final census results, PBS tells Senate",0.839153707
248,2017-10-16,"Initial voters list to be displayed on March 26
",0.839035988
249,2017-08-29,PPP sets sights on six Senate seats from Balochistan,0.83882314
250,2018-05-01,PTI submits adjournment motion in NA to discuss PM's London visit,0.838378847
251,2018-01-27,Cabinet Division issues flurry of notifications following Nawaz Sharif's departure,0.836596489
252,2017-12-27,"Five-year tenure of Sindh, KP assemblies ends today
",0.8364740009999999
253,2017-11-20,"Miftah Ismail takes oath as new finance minister hours ahead of budget unveiling
",0.836342514
254,2018-04-07,Justice (retd) Javed Iqbal appointed NAB chairman,0.835954726
255,2017-10-22,"All eyes on party being launched in Balochistan today
",0.835890472
256,2017-11-17,"JI reviewing its role in KP govt, says Sirajul Haq
",0.8345711229999999
257,2018-02-20,ECP meeting: Opp candidates allege use of state resources in Kulsoom’s campaign,0.8345179559999999
258,2018-04-12,PPP moves bill in Senate to amend new election law,0.83390528
259,2018-01-14,Cracks emerge in opposition front against PM,0.833850503
260,2018-02-18,PPP submits adjournment motion to discuss reconstitution of CCI,0.833439171
261,2018-02-05,"Kulsoom, Maryam top list of PML-N nominees for NA-120",0.833150685
262,2018-04-20,Cabinet allows delimitation on basis of provisional census data,0.833046257
263,2018-04-18,84 lawmakers barred from entering Punjab Assembly after ECP suspension,0.832600832
264,2017-12-15,"Fata merger bill set to be tabled in NA today
",0.8321190479999999
265,2018-03-30,"Will NAB extend to judges, army men?",0.831715643
266,2017-08-29,Shahbaz forms committee to probe into Sanaullah's 'controversial' remarks,0.83082813
267,2017-12-23,"National Assembly green-lights Fata-KP merger by passing 'historic' bill
",0.8302124740000001
268,2018-02-19,"Govt decides to amend Articles 62, 63 to reduce duration of disqualification",0.829432547
269,2017-10-06,"Ignoring 'dual nationals', ECP notifies new Senators-elect",0.828784108
270,2017-09-08,Upcoming Senate elections: 144 nomination forms submitted against 52 seats,0.8280479909999999
271,2017-07-05,Multi-party moot demands Fata-KP merger,0.827585936
272,2017-12-28,"Opposition rejects move in NA to increase president’s salary
",0.8270795940000001
273,2018-05-16,Fafen highlights seat disparity in delimitation bill,0.8261980409999999
274,2017-10-11,PPP’s nominee set to become opposition leader in Senate,0.826033294
275,2018-01-12,"PPP's Moazzam Jatoi, Amir Yar Waran join PTI",0.825779796
276,2017-09-30,Fata MNAs split over names of candidates for Senate polls,0.824492514
277,2018-01-22,Rumours swirl as Nisar breaks his silence today,0.823976457
278,2017-12-30,"Rabbani wants Senate to discuss ECP secretary’s statement
",0.823865414
279,2018-05-19,Senators’ absence delays passage of 24th amendment,0.8232894540000001
280,2018-04-22,PTI forms committee to pick candidates in Sindh,0.8232784870000001
281,2017-07-19,No headway in govt-jirga talks on Fata reforms,0.82167089
282,2017-12-31,"Nasir Khosa recuses himself from Punjab caretaker CM post; PTI tables new names
",0.8212127690000001
283,2017-10-01,Shahbaz ‘grills’ son Hamza over loss to PTI,0.8210875990000001
284,2017-10-27,"PA deputy Opp leader, six MPAs may join PTI
",0.821032405
285,2017-07-18,PM calls CCI meeting to address energy concerns of provinces,0.820894063
286,2017-10-04,Farhatullah Babar 'removed' as PPP spokesperson after critical farewell speech: sources,0.820738733
287,2017-07-17,"Federal Budget 2018-19 to be presented in May 2018
",0.82056731
288,2017-09-25,"Parties air reservations over delimitation, voter lists revision",0.820346177
289,2017-10-11,ECP refuses to follow committee’s guidelines on delimitation,0.81980747
290,2018-01-30,Here's how the prime minister of Pakistan is elected,0.819479823
291,2018-03-18,NA adjourned due to lack of quorum for fifth day in a row,0.81945926
292,2017-08-06,Balochistan Assembly dissolution won’t hit Senate polls,0.819341779
293,2017-09-13,MQM-P rift: PIB group approaches ECP with fresh arguments,0.819221258
294,2017-07-10,5 PML-N lawmakers formally submit resignations over inaction against Sanaullah,0.817967474
295,2018-02-07,Daniyal Aziz among four new ministers,0.8178293109999999
296,2017-11-19,"Three ‘rebel’ PTI MPAs join PPP
",0.8171880840000001
297,2018-05-27,ECP gives final notice to parties for meeting Elections Act requirements,0.816738605
298,2017-08-01,Opposition submits no-confidence motion against CM Balochistan Sanaullah Zehri,0.8159040209999999
299,2017-10-01,PTI claims winning over angry PML-N legislators in Punjab,0.815742016
300,2017-10-28,"ECP bars public office-holders from self-projection using state money
",0.8151825070000001
301,2018-05-23,PML-N defeats Nawaz-specific amendment to election law,0.814638913
302,2017-09-25,"PML-N to announce new party president on Tuesday, Shahbaz likely to take charge",0.814552307
303,2017-09-30,"Buoyed by win, Sharif’s party eyes top Senate post",0.814174175
304,2018-04-05,Lawmakers affected by IB 'terrorism list' demand clarification by government,0.814148962
305,2017-10-11,"Fazl, Nawaz discuss ‘defeat in Senate polls’",0.8137694000000001
306,2017-10-08,"PkMAP, NP urged to support Sanjrani",0.8135780690000001
307,2018-02-06,PTI rejects 'biased' NA committee set to probe Gulalai's harassment allegations,0.813557029
308,2017-12-23,"In rare assembly appearance, Imran votes for Fata bill
",0.81336087
309,2017-08-08,Sanaullah Zehri resigns as Balochistan chief minister amid political crisis,0.8116438979999999
310,2017-10-12,Balochistan Assembly calls for increase in number of provincial constituencies,0.810991585
311,2017-11-24,"Another U-turn as PTI govt decides not to present budget
",0.810952008
312,2017-09-30,Polling time ends for Senate elections for 52 seats,0.8108024
313,2017-11-29,"After JI exit, Khattak claims he’ll stay put as CM
",0.810659349
314,2018-02-15,"Upset with PML-N ‘advisers’, Nisar plays devil’s advocate",0.810184717
315,2018-03-30,PPP challenges other opposition parties to ‘show numbers’,0.810144007
316,2017-10-10,PPP nominates Sherry Rehman as Senate opposition leader,0.810142696
317,2018-03-09,Minister seeks inquiry into draft of anti-press law,0.809905946
318,2017-10-20,"Polls not possible before November, says Sheikh Rashid
",0.808621347
319,2017-11-05,"ECP bans recruitment of public servants ahead of elections
",0.808359742
320,2017-08-23,"PTI, PML-N trade curses in NA over Imran’s diatribe",0.807606459
321,2018-02-06,Shahbaz likely to head PML-N after ECP asks Nawaz Sharif to step down from party position,0.807379305
322,2017-09-20,Imran warns Nawaz not to use parliament against judiciary,0.806756437
323,2018-05-07,"Policy soon to resolve party rifts, Sharif tells aides",0.8065800670000001
324,2017-07-03,"PML-N to take disciplinary action against Jamali, Harraj",0.806260645
325,2017-09-19,"Sharif, Zehri discuss Senate poll strategy",0.805135012
326,2017-07-22,PTI to launch movement for Fata-KP merger,0.805034757
327,2018-01-22,Chaudhry Nisar postpones press conference due to 'extreme backache',0.804874718
328,2017-12-31,"Law experts don’t see eye to eye on PTI’s backtracking
",0.80482769
329,2017-08-09,Opposition not be part of new govt set-up in Balochistan,0.804776132
330,2018-03-28,Case for Milli Muslim League's registration pending: ECP,0.804774463
331,2018-04-11,"Three NA panel heads, two state ministers and 11 parliamentary secretaries appointed",0.8046089409999999
332,2018-04-03,"House divided over bringing judges, generals under ambit of new accountability law",0.804422498
333,2017-07-16,Senate committee shelves bill to amend oath taken by non-Muslim lawmakers,0.804048955
334,2017-11-12,"Named and shamed PTI lawmakers 'should grab Imran Khan by the collar': Rana Sanaullah
",0.8037691709999999
335,2017-10-18,"Delayed bills to be taken up by National Assembly body again
",0.803093493
336,2017-12-25,"Neither with nor against establishment: Zardari
",0.8027508259999999
337,2018-01-17,PTI to contest NA 260 election result with 'undeniable evidence of election rigging',0.80238682
338,2018-03-26,QWP to support PML-N in Peshawar by-poll,0.802108347
339,2017-12-30,"PPP gets ‘sword’ as election symbol after 41 years
",0.802007437
340,2018-03-24,Nawaz’s re-election as party head: Exultation in PML-N after removal of hurdle,0.800554812
341,2018-01-26,PM's adviser Asif Kirmani elected Senator without much resistance,0.800052106
342,2018-03-02,Speaker sends ECP Gulalai disqualification reference,0.799664915
343,2018-05-15,"Proposed constitutional amendment on census deviates from constitutional framework, Fafen warns",0.7993798259999999
344,2018-05-03,"Parliamentary Committee agrees to leave judiciary, military out of new accountability law",0.798988342
345,2017-11-25,"‘Delimitation of constituencies to be complete by May 3’
",0.798594356
346,2018-02-12,Retired bureaucrat appointed Auditor General of Pakistan,0.798317611
347,2018-05-18,NA passes Elections (Amendment) Bill 2017 to 'strengthen' Khatm-i-Nabuwwat clauses,0.798062921
348,2018-04-15,Zardari stops raise for Sindh legislators,0.797851682
349,2018-05-21,"PML-N paid 'political bribes' to ministers, is guilty of pre-poll rigging, says PTI",0.797705531
