,dates,heads,topic_rep
7288,2017-08-12,Jahangir Tareen files review petition against SC disqualification verdict,0.011795982
7289,2017-12-17,"Nishan-i-Imtiaz conferred on China’s top military official
",0.011794863000000001
7290,2017-07-30,A new year,0.011789814
7291,2018-05-12,Kapco puts Hubco share acquisition on hold,0.011789206000000002
7292,2017-08-05,FICTION: WOMEN ON THE VERGE,0.011787938000000001
7293,2018-05-18,UNHCR expects ‘modest’ return of Afghan refugees in 2018,0.011785213999999999
7294,2018-01-30,"50,000 ‘flawed’ protective gowns supplied to hospitals",0.011784256000000002
7295,2018-05-28,Railways agrees to Sindh’s right of way demand for KCR revival,0.011779326000000001
7296,2017-07-11,The exciting truth-tellers of sport,0.011774981
7297,2018-01-23,"In Ayubia National Park: A story of women, leopards, and climate change",0.011769244
7298,2018-03-27,‘Schoolchildren not learning much’,0.011768243999999999
7299,2017-12-01,"US Navy reactivates Cold War era fleet for Atlantic
",0.011757733000000001
7300,2017-08-06,"Trump rejects author’s accusations, calls himself ‘stable genius’",0.011757693
7301,2017-08-01,These Pakistani startups have the potential to go big in 2018,0.011756951000000002
7302,2017-10-03,Pakistan lagging behind rivals in textile competitiveness,0.011755706000000001
7303,2017-10-20,"CJP sets up complaints cell at SC registry
",0.011745737
7304,2018-05-11,Life of the party: How Altaf Hussain maintains support in Karachi,0.011743344
7305,2017-12-03,"SC gives govt one week to determine what action will be taken in Asghar Khan case
",0.011742708000000001
7306,2017-09-04,"Public-private partnerships take root in Sindh, Punjab",0.011740381000000001
7307,2018-02-26,"German nurse murdered at least 90 people, say police",0.011730957
7308,2018-01-24,Kushner says he has ‘nothing to hide’ over contacts with Russians,0.011729429
7309,2018-03-16,Mamnoon urges timely completion of Tapi gas project,0.011716539
7310,2017-08-19,"Longtime stalwart supporter of Israel, Pence makes his fifth visit to the country",0.011700037
7311,2017-12-19,"A national opinion poll before general polling
",0.011698372
7312,2018-01-17,Murad says no justification for PM to stay in power after JIT report,0.011689628
7313,2017-11-08,"Wrestler Inam reveals the psychological master plan that helped him defeat Indian rival
",0.011684666000000002
7314,2017-07-20,Sindh CM promises a historic PSL final in Karachi,0.011682383999999999
7315,2018-05-29,The 2018 Grammy nominations are out now,0.011674063
7316,2017-08-23,Centre should exercise authority jointly with provinces: Rabbani,0.011653108999999998
7317,2017-07-18,"ECP asks PPP, PML-N to submit replies to PTI's foreign funding allegations",0.011650408000000001
7318,2017-07-30,Punjab launches its very own Folk Studio,0.011644686000000001
7319,2017-10-22,"Abbasi opens gas processing plant in Kohat
",0.011639519
7320,2017-12-15,"Financial over-reliance on India a weakness, says ICC report
",0.011621187
7321,2017-12-07,"Trump welcomes freed Korean-Americans' return to US
",0.011620964
7322,2017-07-31,Kulbhushan Jadhav not alone,0.011617488999999998
7323,2017-08-15,Minister for ‘ruthlessly candid dialogue’ with US,0.011615173999999999
7324,2017-07-08,Anushka Sharma and Virat Kohli are reportedly tying the knot this month,0.011612601
7325,2017-07-30,"Despite a few naysayers, industry mostly buoyant",0.011605346
7326,2018-05-16,PSX loses weight in MSCI review,0.011602485
7327,2017-10-27,"Malnutrition and its consequences for KP’s children
",0.011590563
7328,2017-11-16,"Pakistan doesn't have democracy but 'worst kind of dictatorship' under CJP Nisar: Nawaz
",0.011566578000000001
7329,2018-03-01,"Dr Qadeer told me army group was against N-tests, says Hashmi",0.01156459
7330,2017-07-27,Imran Farooq murder: Interior Ministry approves FIA's request for red warrants of suspects,0.011552005
7331,2018-03-24,COLUMN: WHAT IS ‘WORLD LITERATURE’ ANYWAY?,0.011526868999999999
7332,2017-08-24,Zainab’s father claims credit for arrest of ‘serial killer’,0.011525242
7333,2017-11-07,"Amendments passed by MNAs stand in their way: Justice Saeed
",0.011522008
7334,2017-10-17,"How Sindh is struggling to respond to climate change challenges
",0.011519845
7335,2017-07-30,OVER AND UNDER 2017,0.011515355
7336,2017-07-05,"Bring on Messi, says Iceland’s Gudmundsson",0.011511513000000001
7337,2018-03-20,"COAS, Afghan envoy discuss steps to boost ties",0.011509951000000001
7338,2017-07-13,ECP asks Arshad Vohra to reply to MQM-P's petition to remove him as deputy mayor,0.011507645
7339,2017-08-15,NAB claims Dar is playing hide and seek with courts,0.01146741
7340,2018-04-15,"Imran threatens to hold 'massive' rally if PML-N continues to 'malign judiciary, army'",0.011466951999999999
7341,2018-04-14,Iranians mock 'ridiculous' Trump speech,0.011456978999999999
7342,2017-10-07,"Three women, suspect dead in California hostage standoff",0.011455755
7343,2018-02-13,Man gets bail in fund raising for banned outfit case,0.011455226
7344,2018-03-21,Sindh CM assures industrialists of provincial economic council,0.011449583000000001
7345,2018-04-07,KP seeks Asian Development Bank's help for health sector reforms,0.011433595
7346,2018-01-01,"Zardari claims credit for empowering parliament, trade ties with China",0.011431036
7347,2017-12-06,"Road accidents in Abbottabad claim 13 lives
",0.011425272
7348,2017-08-12,UN diplomats see Nikki Haley as an ambassador catering to domestic audience,0.011423616000000001
7349,2017-09-24,Sridevi: the rough diamond who transformed into India’s  first female superstar,0.011419351999999999
7350,2017-07-17,Tehreema Mitha: Dancing amid the dharna,0.011411184
7351,2017-10-03,Ex-Russian spy critically ill in UK after mysterious exposure,0.011403238000000001
7352,2018-02-24,Walking a tightrope,0.011387317
7353,2018-02-13,Two customs officials booked in antiques smuggling case,0.011386818
7354,2018-03-31,Saudi Arabia back in recession,0.011384233
7355,2017-08-20,Snap poll is PML-N’s best bet,0.011381563
7356,2017-10-18,"How will the women from Mianwali who do not have CNICs vote in the upcoming election?
",0.011378511000000001
7357,2017-09-02,NON-FICTION: INTEGRITY ABOVE ALL,0.011358271999999999
7358,2017-11-16,"Govt may empty its pockets to encourage PSX listings
",0.011345461999999999
7359,2018-01-01,"Movie makeup tips: Forget making an actor look good, focus on the character",0.011343269
7360,2017-12-30,"ECP’s unwarranted remarks
",0.011341433
7361,2017-09-05,London to host inaugural Athletics World Cup this year,0.011336701000000001
7362,2018-01-05,Modi begins first ever Israel visit by an Indian PM,0.011317221
7363,2017-12-02,"View from abroad: A diversionary war against Iran?
",0.01130847
7364,2017-08-25,World XI tour heralds new dawn for Pakistan hockey,0.011308116000000002
7365,2017-07-26,Absurd to suggest mystery chip planted in Kulbhushan's wife's shoes: Sushma Swaraj,0.011297348
7366,2018-01-11,Falsified documents used to mislead SC on Mayfair apartments: JIT report,0.011292838999999999
7367,2018-04-30,Gritty Sri Lankans return to make history,0.011290547
7368,2017-08-08,Jadhav affair tests the media,0.011288401000000002
7369,2018-02-03,Unnecessary petitions hampering dispensation of justice in capital,0.011287587
7370,2017-08-08,Jamil Naqsh Museum in Karachi is the antidote to antiquity,0.011268475
7371,2018-04-15,NARRATIVE ARC: CROSSING CULTURAL DIVIDES,0.011260005
7372,2017-10-05,Pacts signed for two coal projects,0.011256583999999998
7373,2017-10-19,"Opec’s crude balancing act amid Iran-Saudi tug of war
",0.011249715
7374,2017-11-13,"SC-appointed JIT holds Rao Anwar responsible for Naqeebullah's murder, say sources
",0.01124825
7375,2018-04-30,"Equities lost almost 1,000 points in a week",0.011239288
7376,2017-09-12,Six injured in Indian shelling from across LoC,0.011219281000000001
7377,2018-01-08,Napa will be holding a workshop on qawwali,0.011211385
7378,2017-11-12,"Woman dies after engine explodes on US flight
",0.011203824
7379,2017-07-25,China lashes out at Germany for claiming it's dodging cyber security talks,0.011189711000000001
7380,2017-11-26,"Myanmar judge refuses to throw out whistleblower’s testimony in Reuters journalists' trial
",0.011177915
7381,2018-03-13,SECP under fire for failing to probe Multan metro graft charge,0.011168408000000001
7382,2018-05-08,Paradise Papers reveal how the wealthy are hiding their money,0.011159973
7383,2017-11-15,"Nawaz, Maryam set to appear in accountability court tomorrow upon return from UK
",0.01114483
7384,2018-01-28,Putin shows off Russia's naval might with major parade,0.011142633
7385,2017-11-15,"Nawaz set to return from UK as court exemption denied
",0.011133218
7386,2017-11-14,"Nawaz set to return from UK as court exemption denied
",0.011132951
7387,2018-03-31,IMAGINATION IS A DANGEROUS BEAST,0.011116676
7388,2018-05-28,Autopsy finds free-will couple strangled,0.0111146
7389,2017-11-08,"Giant wind turbines start to pay off and investors want more
",0.011106177
7390,2017-10-24,"Australia look for redemption in last South Africa Test after week of crying shame
",0.011103353
7391,2017-08-01,"Terror, murder sections added to constable killing case in Lahore",0.011102675
7392,2017-10-08,An unflinching idealist,0.011094161000000002
7393,2017-07-19,Virat Kohli overtakes Shah Rukh Khan as the most valuable celeb in India,0.011066336999999999
7394,2018-05-27,Non-textile exports grew 13.6pc in July-October,0.011034223999999999
7395,2017-12-30,"Facts and fiction
",0.011029997
7396,2017-07-31,SC to hear pleas against poll law with Sharif-specific amendment,0.011028537
7397,2017-11-23,"There are no laws to protect your data in Pakistan. So how can we minimise breaches like the Careem hack?
",0.011027806999999999
7398,2017-10-27,"SC orders govt to submit report on inmates in 11 internment centres in KP
",0.011026276000000002
7399,2018-01-16,Stock market plumbs year’s lowest level as political turmoil persists,0.011017927
7400,2017-11-12,"Coercing the media
",0.011004245
7401,2018-05-02,Witchcraft helped us win Test series: Chandimal,0.011002885
7402,2017-12-10,"700 women handed over bike keys under Women on Wheels
",0.011001671000000001
7403,2018-04-17,Day 2 at PLBW was a very pretty flashback,0.010997746000000001
7404,2017-10-12,"Is the Nokia 8 worth a shot?
",0.010985826
7405,2017-08-11,"Larkana DIG says TTP group has joined hands with BRA, JSMM",0.010983706000000001
7406,2018-05-13,Iran tells France nuclear deal 'not negotiable',0.010971358
7407,2017-09-18,Punjab cabinet approves witness protection bill,0.010955088
7408,2017-12-05,"Automakers fear curb on non-filers to hurt sales
",0.010955023000000001
7409,2017-08-25,Terminally ill and on death row in Indonesia — Pakistani national Zulfiqar Ali requests to be sent home,0.010949924
7410,2018-05-17,Mohammad Hafeez handed third suspension from bowling in international cricket,0.010939144
7411,2017-11-30,"Ex-MI official rejects Imran’s claim of army help for PML-N
",0.010928667
7412,2017-10-22,"Judicial commission asks mayor, heads of civic bodies for plan to clear storm-water drains in Karachi
",0.010924828999999999
7413,2018-04-12,What you should know about the Harvey Weinstein scandal,0.010918108000000001
7414,2017-07-18,"Qadri wants Shahbaz, Sana to step down by 31st",0.010897354
7415,2017-07-11,Will Sunny Leone be cast in a film inspired by Meena Kumari's life?,0.010891838999999999
7416,2017-09-21,We don't have any agenda or politics behind the books we promote: LLF founder Razi Ahmed,0.01088918
7417,2017-11-03,"President's promulgation of economic reforms ordinances 'illegal': Raza Rabbani
",0.010886735
7418,2018-04-12,No other govt has served south Punjab the way PML-N has: Shahbaz,0.010882183
7419,2017-11-23,"Over 30 lawyers booked for ‘manhandling’ police
",0.010837245
7420,2017-11-17,"Textile exports increase to $9.9bn
",0.010831368999999999
7421,2018-01-12,JIT says PM couldn’t ‘satisfactorily answer most of the questions’,0.010813794
7422,2018-02-09,Why not call a snap election?,0.010795237
7423,2017-09-13,Power sector could see ‘market operator’ under new reforms,0.010792722
7424,2017-07-12,"Punjab ranks third, KP fifth in Alif Ailaan's education rankings",0.010788498
7425,2018-01-10,I love how Pakistani actors use language and vocalise their dialogues: Indian filmmaker Onir,0.010787608999999998
7426,2018-01-10,"SC receives JIT report, orders action against alleged record tampering by SECP",0.010780873
7427,2017-11-26,"Labour Day celebrations at Lok Virsa dedicated to Mashal Khan
",0.01077798
7428,2018-05-06,Stocks recover in a roller-coaster week,0.010776336000000001
7429,2017-08-21,NON-FICTION: THE HOUSE OF INTRIGUES,0.010768342
7430,2017-10-12,Sattar invites rival group to jointly observe MQM’s foundation day,0.010757416
7431,2018-04-23,Sugar mills’ relocation divides farmers in Punjab,0.010740203
7432,2018-04-12,No shortcut to salvation,0.010736043999999998
7433,2018-01-19,"JIT didn’t prove PM owned London flats, counsel tells SC",0.010731661000000002
7434,2017-08-27,Batshuayi brace leads Chelsea past Newcastle in FA Cup,0.01072881
7435,2018-01-08,Govt urged to reverse decision on regulatory bodies,0.010726823
7436,2018-01-04,Britain misses out as global manufacturing surges,0.010724461000000001
7437,2017-09-06,Nawaz tells court will not be party to case on disqualification under Article 62(1)(f),0.010715512
7438,2017-08-07,Australia's Marsh siblings almost pay for emotional celebrations,0.010710515
7439,2017-09-28,Interim charge sheet filed against Rao Anwar in Naqeeb murder case,0.010706933
7440,2018-01-03,Italy urges EU ports to take migrants as pressure builds,0.01070514
7441,2017-12-07,"Three suspected gangsters killed in ‘encounter’ after attack on PML-N leader
",0.010703621000000002
7442,2017-10-05,Zardari criticises Rabbani for siding with Nawaz and not resisting his 'anti-democratic' moves,0.010686377
7443,2017-08-05,Ex-constable found murdered in Islamabad,0.010677365
7444,2018-01-20,Ed Sheeran denies deleting Twitter account after Game of Thrones backlash,0.010666772
7445,2018-03-24,Cotton prices steady,0.010653658
7446,2018-05-08,The Supreme Court still has some damning things to say regarding Panamagate,0.010650796
7447,2017-08-04,Air Marshal Asghar Khan passes away in Islamabad,0.010644961000000001
7448,2017-08-29,How to do landscape photography like a professional,0.010641523
7449,2017-08-06,Golden Globes 2018 winners: Big Little Lies and The Handmaid's Tale win big,0.010635903
7450,2018-05-25,Government's 'final warning' to Islamabad protesters lapses without breakthrough,0.010617153999999998
7451,2018-04-27,Govt asked to develop long-term vision for Thar,0.010604815
7452,2017-12-19,"Effects of political turmoil evident in Balochistan
",0.010597933
7453,2018-04-02,Goodwill after Pak-Afghan meeting?,0.010591449
7454,2017-10-28,"US undermines MML effort to register as political party
",0.010590226999999999
7455,2017-10-28,"US undermines MML effort to register as political party
",0.010589515
7456,2017-12-08,"NASA program to track greenhouse gas canceled by Trump admin
",0.01058665
7457,2017-08-16,"Property tax collection to be devolved to local govt once officials trained, Sindh PA told",0.010584784
7458,2018-02-14,Pakistan Navy takes over command of multi-national maritime security force from France,0.010583667
7459,2017-07-09,England tourists branded as masquerading cricketers by Australian media,0.010575606999999999
7460,2017-12-20,"Pakistan's textile exports jump 8pc
",0.01056707
7461,2017-09-05,Atletico close gap on Barca after Espanyol draw,0.010563722
7462,2018-03-19,Dried parts of 68 freshwater turtles confiscated,0.010562095
7463,2017-11-11,"Number game in assembly stops PTI from presenting budget in KP
",0.010558504
7464,2018-01-09,"Yalghaar fared better than Mehrunisa V Lub U over Eid, say cinema owners",0.010546238000000001
7465,2018-03-15,KP Govt withdraws order on extra austerity steps within days,0.010537538999999999
7466,2018-01-02,PML-N against ‘populist decision’,0.010537187
7467,2017-09-09,MeToo activist Rose McGowan's ex-manager commits suicide,0.010531696
7468,2017-09-10,Naqeeb murder case: Police to provide protection to two witnesses following court's order,0.010519793000000001
7469,2017-08-07,CJP takes notice of delay in Tayyaba torture case,0.010518793
7470,2018-01-08,EU parliament calls for suspending Turkey accession talks,0.010516153
7471,2018-03-16,Cotton prices fall on slack demand,0.010507395
7472,2018-01-31,All in the family,0.010483972
7473,2017-10-12,Solidarity march in AJK today for Indian firing victims,0.010463919
7474,2018-05-15,PM Abbasi announces 10-year 'mega project' for Balochistan,0.010463186999999999
7475,2017-09-01,"Girls at Karachi govt school showcase artistic flair, science projects",0.010461396999999999
7476,2017-08-22,"From Aziz Ansari to professors and activists, how men use feminism for self gain",0.010459007
7477,2017-09-23,Sixth edition of LLF begins today,0.010454467
7478,2017-08-30,At first I was afraid but now I can say that I am a proud Punjabi speaker,0.010446986
7479,2017-12-30,"ICC opts for tradition, saves toss in Tests
",0.010445879
7480,2017-08-31,Kava soothes stress of New York millennials,0.010440368
7481,2017-08-22,"‘PSF is providing best, equal opportunities to all players’",0.010436051
7482,2017-09-09,PML-N strategises to sail through Senate,0.010428187
7483,2018-04-23,"PTI, PML-N have polluted politics, claims Bilawal",0.010427449
7484,2017-08-28,Zainab’s murder: how will the prosecution build its case?,0.010425508
7485,2017-08-21,"Pakistan, World XI play out thrilling 3-3 draw at hockey stadium in Lahore",0.010423036
7486,2018-04-16,"Rooney rides to Everton’s rescue, Gabbiadini saves Saints",0.010421594000000001
7487,2017-10-29,"Fazl, Durrani grabbed land meant for Kargil martyrs: PTI
",0.01042052
7488,2017-12-19,"Government gives up on 5pc post-census third-party validation
",0.010419383
7489,2017-09-24,Democrats release Russia probe memo defending FBI surveillance,0.010416686999999999
7490,2017-10-07,Cautious times ahead for shale,0.010415100000000002
7491,2017-07-14,Mailbox,0.010414261
7492,2017-07-28,Mailbox,0.010414171
7493,2017-07-06,Mailbox,0.010414162
7494,2018-05-31,Mailbox,0.010414118
7495,2017-10-24,"Being an activist in Pakistan is hard but when I met Malala my work seemed validated
",0.010413687
7496,2018-05-20,Breakthrough in sight after talks with Islamabad protesters,0.010406408
7497,2018-05-27,"JI, PTI lambast federal govt for failing to maintain its writ",0.010399734
7498,2017-11-17,"Chinese ambassador invites Pakistanis to take advantage of CPEC and Chinese expertise
",0.010398787
7499,2017-09-18,Multan Sultans' inexperience no major disadvantage: Peshawar Zalmi coach,0.01039772
7500,2017-11-02,"Nadal to face Zverev with Spain fate in his hands
",0.010368159
7501,2018-02-05,5 reasons why Coke Studio's national anthem didn't win us over,0.010364693000000001
7502,2018-01-08,EU ministers pledge steps to tackle migrant flood,0.010349917
7503,2017-12-01,"SMOKERS’ CORNER: GATECRASHING DEMOCRACY
",0.010346395
7504,2017-07-17,Govt urges businessmen to make use of Gwadar port,0.01034556
7505,2017-12-31,"Malik Riaz's alleged frontman arrested by Anti Corruption Circle in Rawalpindi
",0.010311854
7506,2017-10-15,"Contractors, assemblers lock horns over used vehicle imports",0.01030653
7507,2017-08-15,Lawmakers pledge support to journalist,0.010306097
7508,2018-04-15,"IMF, WB push back against globalisation’s detractors",0.010261104
7509,2018-03-04,Lending to small farmers needs more than token agreements,0.010257385
7510,2017-10-05,JIT head says report on NAB references can’t be read in parts,0.010250699
7511,2017-11-18,"Imran avoids party gathering at Bhati Chowk for ‘security threat’
",0.010241611999999999
7512,2017-08-01,Door open to yuan-based trade with China: SBP,0.010227347
7513,2018-01-22,"US to keep special representative’s office, at least for now",0.010226470999999999
7514,2018-01-29,"Aussie pay dispute horrible for game, says Clarke",0.010222667
7515,2017-07-04,Karachi reports second polio case in three months,0.01021987
7516,2017-09-14,Former Lux ambassadors will take the stage at LSA 2018,0.010205659
7517,2018-05-13,FESTIVAL: BREAKING OUT OF THE ‘REGIONAL’ TAG,0.010205275
7518,2017-11-29,"NA witnesses lacklustre debate on budget
",0.010202606999999999
7519,2017-09-30,Rise of T20 leaves cricket facing testing questions,0.010200245
7520,2018-03-22,Film hated by Israel culture minister gets nominated for Oscars,0.010199696
7521,2017-09-17,"Matter of putting Sharifs on ECL to be decided on merit, says Ahsan",0.010194924000000001
7522,2018-04-06,Strong demand for cotton keeps prices firm,0.010175712
7523,2017-10-23,"NAB team quizzes railways minister for two hours
",0.010166927
7524,2017-12-08,"All creative works should be free of ideology: renowned poet Yasmeen Hameed
",0.010161771
7525,2017-08-07,Pak US relations: Businesses in the hot seat,0.010160876
7526,2017-07-04,Many under-achievers from Asia Cup retained in U-19 World Cup squad,0.010151635
7527,2017-09-07,"JUI-F workers in Mardan protest Mashal Khan case verdict, welcome acquitted 'heroes'",0.010146463
7528,2018-04-18,"As Xi ascends, will economic reforms finally take off?",0.010131567
7529,2017-11-02,"Myanmar not ready for return of Rohingya refugees: UN official
",0.010128946
7530,2017-08-03,America suspends entire security aid to Pakistan,0.010127486
7531,2017-11-16,"Experts predict the next budget
",0.010122434
7532,2017-11-22,"People to vote on performance basis, says PM
",0.010120912
7533,2017-08-01,Top 5 smartphones to check out this season,0.010119491999999999
7534,2018-03-19,Ileana D’Cruz opens up about battling depression and body dysmorphic disorder for 15 years,0.010117736
7535,2018-01-15,Jimmy Khan goes electric with new song Madame,0.010115792
7536,2017-10-14,Imran Khan welcomes Amir Liaquat Hussain into PTI,0.010114389
7537,2017-10-16,Canada withdraws 5.5pc duty on PET resin,0.010113704
7538,2018-01-03,"PM’s daughter, sons set to face JIT this week",0.010111933
7539,2018-02-05,Iran regards Pakistan’s security as its own: Rouhani,0.010102481
7540,2018-05-01,"Catalan leaders to be tried for rebellion, says Spain state prosecutor",0.010091943
7541,2018-03-17,"Water quality in Sindh bad, report tells Supreme Court",0.010086481
7542,2017-12-21,"Karachi braves yet another hot day in grip of continental winds
",0.010085492
7543,2017-10-16,"Efforts to retrieve sunken containers begin at Karachi port
",0.010064013
7544,2017-10-26,"Stocks winning streak enters third week
",0.010062571999999999
7545,2017-07-09,Communist parties win majority in Nepal vote,0.010061922
7546,2018-05-30,Pakistan Stock Exchange's benchmark index closes above key 40k level,0.01006089
7547,2018-03-15,"Punjab bans treatment abroad, foreign visits at govt’s expense",0.01005045
7548,2018-04-07,"Trump says North Korea diplomacy has failed, 'only one thing will work'",0.010048782
7549,2018-02-24,The 2017 VMAs will honour activism with a 'Best Fight Against the System' Award,0.010048114
7550,2017-07-04,ECP ruling on PTI’s intra-party polls postponed to 13th,0.010042209
7551,2017-12-27,"Journalists among injured as JUI-F workers clash with police
",0.010032906
7552,2017-07-03,JI set to march on Islamabad for Fata-KP merger,0.010031994
7553,2018-01-14,Public Accounts Committee clears Navy’s luxury vehicles worth $1.5m,0.01003162
7554,2017-10-20,"Tractor makers seek cut in input tax rate
",0.01003133
7555,2017-11-20,"All promises made with people fulfilled, says CM
",0.010023469
7556,2017-12-23,"Akshay Kumar, Suniel Shetty and Paresh Rawal reunite for Hera Pheri 3
",0.010017225
7557,2017-11-02,"Uzbekistan whip Pakistan 4-1 in Davis Cup
",0.010002083
7558,2018-01-01,IHK: questionable US action,0.0
7559,2018-01-01,China puts its military might on display during Xi’s visit to HK,0.0
7560,2018-01-01,Le Pen charged over EU funding scandal,0.0
7561,2018-01-01,TV hosts targeted by Trump question his ‘unmoored behaviour’,0.0
7562,2018-01-01,What is EU doing about unaccompanied refugee children?,0.0
7563,2018-01-01,"Rains expose deficiencies in city’s municipal, power supply systems",0.0
7564,2018-01-01,Zardari describes Nawaz as ‘ungrateful’,0.0
7565,2018-01-01,Cabinet approves repeal of accountability law’s applicability in Sindh,0.0
7566,2018-01-01,Rain brings back joy to drought-hit Tharis,0.0
7567,2018-01-01,Liver transplant at SZH: High-level probe sought into donor’s death,0.0
7568,2018-01-01,Sikh community to protest at Wagah Border,0.0
7569,2018-01-01,ECP to launch awareness drive on women’s vote,0.0
7570,2018-01-01,JIT a fixed match: Qadri,0.0
7571,2018-01-01,Bolt seeks quick fix for back issue with German doctor,0.0
7572,2018-01-01,Tour de France favourites expect exciting battle,0.0
7573,2018-01-01,SECP chief distances himself from possible record tampering,0.0
7574,2018-01-01,Nine killed in Lasbela flash flood,0.0
7575,2018-01-01,"No change in Kashmir policy, says US",0.0
7576,2018-01-01,Sharifs to confront ‘evidence’ given to JIT by FIA’s ex-official,0.0
7577,2018-01-01,North Waziristan trade route reopens on Monday,0.0
7578,2018-01-01,Sadequain’s doodle makes art lovers feel proud,0.0
7579,2018-01-01,"Fiscal, C/A balances must be kept at sustainable levels: SBP",0.0
7580,2018-01-01,SRB collection jumps 28pc to Rs78bn,0.0
7581,2018-01-01,"Rain slows down trade, industrial activities in Karachi",0.0
7582,2018-01-01,"PHF secretary Shahbaz blasts hockey team for lack of temperament, intellect",0.0
7583,2018-01-01,"Jadhav, Dhoni steer India to 251-4",0.0
7584,2018-01-01,"Tribunal snubs Khalid’s lawyer, Nasir’s counsel fails to submit brief",0.0
7585,2018-01-01,"Federer, Murray drawn to potentially face off with Djokovic, Nadal in semis",0.0
7586,2018-01-01,4G licence formally handed over to Jazz Pakistan,0.0
7587,2018-01-01,Swat rights activist says survived armed attack,0.0
7588,2018-01-01,Bid to blow up Jaffar Express foiled,0.0
7589,2018-01-01,"Security official, three civilians killed in mine blast in Khyber Agency",0.0
7590,2018-01-01,Stars gather as Messi ties the knot with childhood sweetheart,0.0
7591,2018-01-01,US decision will not affect legitimate struggle for Kashmir's freedom: Syed Salahuddin,0.0
7592,2018-01-01,Balochistan health department suspends 22 absentee doctors,0.0
7593,2018-01-01,US decision will not affect legitimate struggle for Kashmir's freedom: Syed Salahuddin,0.0
7594,2018-01-01,US decision will not affect legitimate struggle for Kashmir's freedom: Syed Salahuddin,0.0
7595,2018-01-01,Four dead as bus falls into ravine in Murree,0.0
7596,2018-01-01,Two foreign climbers missing on 'Killer Mountain' presumed dead,0.0
7597,2018-01-01,"Panama Papers JIT probe enters crucial, concluding stage",0.0
7598,2018-01-02,Islamabad provides list of 546 Indian prisoners to New Delhi,0.0
7599,2018-01-02,7 fitness tips to curb your binge-eating now that Eid's over,0.0
7600,2018-01-02,World Cup encounter: Pakistan women face uphill task against experienced India,0.0
7601,2018-01-02,While people have reservations India launches national tax,0.0
7602,2018-01-02,Crazy ice cream flavours to tantalise your taste buds,0.0
7603,2018-01-02,Mailbox,0.0
7604,2018-01-02,Chilling facts to blow your mind!,0.0
7605,2018-01-02,Cook-it-yourself : Cherry mug cake,0.0
7606,2018-01-02,Treats from the ocean!,0.0
7607,2018-01-02,The weekly weird,0.0
7608,2018-01-02,Spot light,0.0
7609,2018-01-02,Experience: Goodbye FSc!,0.0
7610,2018-01-02,Website review: Music roamer,0.0
7611,2018-01-02,Word of the week,0.0
7612,2018-01-02,Story Time: Things that matter!,0.0
7613,2018-01-02,JIT and PM’s daughter,0.0
7614,2018-01-02,Lahore Arts Council's ghazal festival will be a start to revive the art form,0.0
7615,2018-01-02,Minister says Qatar to comply with new US airline security measures,0.0
7616,2018-01-02,British Airways cabin crew go on 2-week strike in pay dispute,0.0
7617,2018-01-02,LHC gets reports: Judicial officers too find no evidence of torture of Dasti,0.0
7618,2018-01-02,Opposition in Sindh rejects PPP’s anti-NAB bill,0.0
7619,2018-01-02,India renews demand for consular access to Jadhav,0.0
7620,2018-01-02,COLUMN: STORIES WITHIN STORIES,0.0
7621,2018-01-02,NON-FICTION: YET ANOTHER WAY TO DISCRIMINATE,0.0
7622,2018-01-02,FICTION: REMEMBRANCE OF DREAMS PAST,0.0
7623,2018-01-02,NON-FICTION: THE ECONOMIC GROWTH OF ASIA,0.0
7624,2018-01-02,FIA team wraps up SECP probe,0.0
7625,2018-01-02,Trump escalates personal feud with TV hosts,0.0
7626,2018-01-02,IMF to participate for ‘last time’ in Greek bailout,0.0
7627,2018-01-02,FIFA will start disciplinary proceedings if Russian doping is proved: Infantino,0.0
7628,2018-01-02,US investors wary of inconsistent policies,0.0
7629,2018-01-02,"PSX, Asia’s best stock market last year, humbled in first half",0.0
7630,2018-01-02,Bank profits dealt a blow on low bond yields,0.0
7631,2018-01-02,The strangest plot,0.0
7632,2018-01-02,‘Cornered’ PML-N warns rivals not to derail democracy,0.0
7633,2018-01-02,"AAE-1 submarine internet cable linking Asia, Africa and Europe starts operations",0.0
7634,2018-01-02,5 dead in Multan as LPG cylinder explodes in vehicle,0.0
7635,2018-01-02,PM's cousin Tariq Shafi makes second appearance before Panama JIT,0.0
7636,2018-01-02,US decision will not affect legitimate struggle for Kashmir's freedom: Syed Salahuddin,0.0
7637,2018-01-02,Guy Ritchie will cast Indian actors as Aladdin and Jasmin after facing backlash,0.0
7638,2018-01-02,China taps 'combustible ice' for growing energy needs,0.0
7639,2018-01-02,"Trump to speak with Xi, Abe as North Korea, steel issues loom",0.0
7640,2018-01-02,"Delegation of US Senators meets Sartaj, highlight Pakistan's regional importance",0.0
7641,2018-01-02,"Armeena Khan stands up for Pakistani female actors, fights against online abuse",0.0
7642,2018-01-02,Pakistan denies India consular access to Jadhav again,0.0
7643,2018-01-02,Imran urges Pakistanis to read Davis’ book,0.0
7644,2018-01-02,5 arrested for ‘beating up’ army officer,0.0
7645,2018-01-02,Zardari slams Sharif for staying away from NA sessions,0.0
7646,2018-01-02,AJK surgical strikes planned after success in Myanmar: Parrikar,0.0
7647,2018-01-02,Fireworks likely in Sindh PA over anti-NAB bill today,0.0
