,head,topic_rep,"0.63: Qandeel murder case, sexual harrasment, child abuse reports"
1695,Huge crowds protest as Spain moves to sack Catalan govt,0,
1696,US failed to stave off Iraq’s advance on the Kurds,0,
1698,Crime down but misery persists one year since ‘Jungle’ camp evacuation,0,
1702,A list of who won what at the Hum Style Awards,0,
1703,Rohingya crisis: China says foreign interference doesn’t work,0,
1706,‘Fata-KP merger will not be allowed against people’s wishes’,0,
1707,30 couples married in mass wedding,0,
1710,Three Swabi brothers prefer hard labour to education,0,
1711,Spanner in Sindh’s tax reforms,0,
1712,‘Co-living’ project takes on London,0,
1713,Switching to climate-smart agriculture,0,
1714,Government’s new plan to ward off crisis,0,
1715,Swiss investment enters construction chemical sector,0,
1716,Sugar mills’ relocation divides farmers in Punjab,0,
1717,Modi’s big economic changes have hit India’s small businesses,0,
1718,Have we seen this story before? Black Monday 30 years later,0,
1719,More factories go dark  as China’s expansion hangs in the balance,0,
1720,Dar’s difficulties,0,
1722,Winds of change in Pakistan,0,
1723,MQM-P to resign from parliament if poaching of its lawmakers continues: Sattar,0,
1724,Senate to take up Elections (Amendment) Bill 2017,0,
1727,Centre’s help sought for recovery of Steel Mills land,0,
1729,"US, Pakistan re-engage in diplomatic, defence talks",0,
1730,"Returning Rohingya will not be able to reclaim land, suggest officials",0,
1731,"Experts urge US, Pakistan to readjust their stances",0,
1734,Pakistan eye ODI clean sweep of Sri Lanka,0,
1735,"Afghanistan to play Ireland, Zimbabwe in Sharjah",0,
1736,Jordan’s king endorses Palestinian reconciliation deal,0,
1739,Tillerson woos Gulf allies in push to reduce Iran’s influence,0,
1740,US-backed forces take Syria’s largest oil field from IS,0,
1742,Catalan separatists weigh options after Madrid raises the stakes,0,
1743,Italy’s two richest regions hold vote on more powers,0,
1745,"GDA to get registered with ECP, contest general election with full force",0,
1747,Fraught relations,0,
1748,Dreaming larger than life,0,
1750,"Pakistan has never seen a crisis worse than the one it is in today: Javed Hashmi
",0,
1752,NAB initiates probe against Shahbaz over graft allegations in Multan metro bus project,0,
1754,"Security consultant meets Sindh's CM, police chief as PCB seeks bringing PSL to Karachi",0,
1755,US Secretary of State Tillerson in surprise visit to Afghanistan,0,
1757,Jordan queen urges international community to 'do more' for Rohingya Muslims,0,
1759,Catalan separatists threaten Spanish government with 'mass civil disobedience',0,
1761,Faisal Mosque illuminated pink in solidarity with breast cancer patients,0,
1763,"Taliban kill 4 police, rockets hit Kabul",0,
1764,"Senate amends Elections Act 2017, bars disqualified persons from political activities",0,
1766,7 dead as roof of home collapses in Bajaur,0,
1767,Clampdown on free speech,0,
1769,Iraq’s Abadi — ‘hero’ who tackled mission impossible,0,
1770,Rangreza's trailer hints a more complicated story to the musical romance,0,
1771,'Did not ask Indira to take over PML-N': Pirzada doubles down on suggestion that Shahbaz lead party,0,
1772,'No more militants in Marawi': Philippines declares end to 5-month siege,0,
1773,"Bitcoin crosses $6,000 mark for the first time",0,
1774,India says Myanmar must take back Rohingya Muslims,0,
1776,"Trump tells Paris, Berlin to 'keep making money' via trade with Tehran",0,
1777,"No blood money for Makkah crane crash victims, rules Saudi court",0,
1778,Bangladesh detains activist accused of rallying Rohingya,0,
1779,65 bodies of civilians found in Syrian town taken from IS,0,
1780,Mostly foreigners among 11 killed in Malaysian landslide as toll rises,0,
1781,70 students arrested for defying Quaid-e-Azam University administration,0,
1782,Afghan president bans Pakistani trucks from entering Afghanistan,0,
1783,Japan's Abe targets North Korea after storming to 'super-majority' vote win,0,
1785,"Imran's request to change stance amounts to contempt, PML-N lawyer tells SC",0,
1786,Usman destroys SL as Pakistan sweep ODI series,0,
1787,Sindh govt signs MoU with Russia,0,
1788,PSO earns Rs5.03bn profit in first quarter,0,
1789,Zero water discharge halts power generation at Mangla dam,0,
1790,"Textile, clothing exports grow 8pc",0,
1791,HBL CEO Nauman K. Dar bows out,0,
1792,Nepra orders refund of Rs2.19 per unit for September,0,
1793,ICC-hired official visits NSK to assess security for 2018 PSL matches,0,
1794,Losing ground in Afghanistan,0,
1795,Neymar sees red but Cavani rescues PSG at Marseille,0,
1796,Hamilton on verge of fourth F1 title after US triumph,0,
1797,Bolt serious about football career,0,
1798,"Real, Atletico keep pressure on La Liga leaders",0,
1799,Varsities neglect signs of extremism,0,
1802,Punjab Assembly panel for cut in entrance test weightage to 10pc,0,
1803,CM assures Dickason of top-level security for PSL matches,0,
1805,"India in U-turn, ready to hold talks with Hurriyat on held Kashmir",0,
1807,"Abbasi says elections will be held on time, advises opponents to wait patiently",0,
1810,Tillerson urges Pakistan to step up action against terrorist 'safe havens',0,
1811,What makes Karachi’s beaches so dangerous,0,
1814,"‘Specific’ requests made to Pakistan to undermine militants, says Tillerson",0,
1815,Stakes high for PTI in NA-4 fight,0,
1817,PTI’s objections to new accountability law to be discussed today,0,
1818,IHC cancels plots allotted to the ‘privileged and influential’,0,
1821,Karachi included in World Monument Watch List for 2018,0,
1822,Minister tells Punjab Assembly: ‘No tomato import despite mafia’s manoeuvring’,0,
1823,CIA conducting ‘hunt-and-kill’ operations in Afghanistan: report,0,
1825,Saudi Arabia launches $500bn mega-zone on Red Sea,0,
1826,Tillerson in Pakistan with a tough message on 'safe havens',0,
1828,India's move to hold talks with Kashmiris not sincere: Foreign Office,0,
1829,Saudi crown prince promises 'a country of moderate Islam',0,
1830,"Forcibly converting Hindu girls after abduction is extremism not Islam, says Imran",0,
1831,"Abandoned Pakistani consulate building in Washington faces $70,000 in tax liabilities",0,
1833,"PTI raises objection over ECP chief's vehicle, seeks details of his assets",0,
1835,Indian man in heavy debt sets family on fire,0,
1836,"Trump's four-month refugee ban ends, new policy to be announced",0,
1837,"At least 11 dead, 37 injured in Chaghi road accident",0,
1839,Iraq rejects US call for Iran-backed forces to end operations,0,
1840,Salman Khan's next project Bharat announced for Eid 2019,0,
1841,"Trump comments concern judge, loom over US soldier's sentencing",0,
1842,"Senate chairman rejects Tillerson's statement, calls it 'unacceptable'",0,
1843,ECP's arrest warrants against Imran Khan suspended by IHC,0,
1846,Ayesha Gulalai to remain MNA as ECP rejects Imran's reference,0,
1847,PPP's Sharjeel Memon sent to jail on judicial remand until Nov 4,0,
1848,Judwaa 2 becomes Bollywood's second highest grossing movie of 2017,0,
1849,Jahangir Tareen case: SC asks whether Tareen used trust to hide assets,0,
1851,"Vintage cars, heavy bikes set off on CPEC route as part of Motor Rally",0,
1852,Sindh govt will not back off from its claim: CM Shah on Steel Mills' contested land,0,
1853,Justin Timberlake to headline Super Bowl halftime show,0,
1854,Court seeks govt's detailed response in petition seeking trial of Ehsanullah Ehsan,0,
1856,US weighing sanctions against Myanmar military over Rohingya violence,0,
1857,Ahsan Khan joins Mawra Hocane to star in period drama Aangan,0,
1860,‘Just about money’: Iran recruits Afghans for Syria fight,0,
1862,"Modi, Ghani resolve to end terror",0,
1863,"Xi joins Mao in Communist constitution, tightens grip on China",0,
1865,Qatar to fund new Palestinian govt HQ in Gaza,0,
1866,Iraqi Kurd parliament defers elections for eight months,0,
1867,Shipwreck hunter claims finding oldest astrolabe,0,
1868,Rohingya refugee crisis: tall task in hand,0,
1869,"Premier, army chief agree on Fata-KP merger, Khattak tells assembly",0,
1870,Amendment to law Nepra empowered to recommend three-year jail in overbilling case,0,
1871,"Many bigwigs from Punjab to join PPP, claims Zardari",0,
1873,Nawaz’s election as party chief challenged,0,
1874,Body to block blasphemous content on internet,0,
1875,Containers to cordon off Red Zone,0,
1876,PHC asks govt if clemency offered to ex-TTP spokesman,0,
1877,Fata registers no polio case in one year,0,
1878,Shapovalov fights back to advance,0,
1879,"Infrastructure of 4,524 schools across Sindh to be improved",0,
1880,Venus survives marathon as Pliskova races into semis,0,
1881,Tillerson asks Islamabad to step up fight against terrorists,0,
1882,Du Plessis to be fit for Boxing Day Test,0,
1883,"Govt to monitor social media, says interior minister",0,
1884,Saudi prince vows to turn kingdom into ‘moderate’ state,0,
1885,Nawaz Sharif challenges SC registrar’s order on petition,0,
1886,"JI rejects bill bringing generals, judges under accountability net",0,
1887,Balochistan to establish anti-terror elite force,0,
1889,Press freedom situation in Balochistan extremely bad: CPNE,0,
1890,Bishoo spins West Indies to victory,0,
1891,Teachers’ salaries crux of problems in Pakistan: Unesco,0,
1892,Power tariff increased by Rs1.52 per unit,0,
1893,"Need to revisit NFC award, says PM’s special assistant",0,
1894,We will never sell Pakistan Steel Mills’ land: Murad,0,
1895,"Stocks dive 192 points, extend overnight losses",0,
1896,Tokyo asked to start talks on early-harvest programme,0,
1897,India abstains from Saarc energy regulators’ moot,0,
1898,India embarks on $32.4bn state bank recapitalisation,0,
1899,"Club, school cricket have generated huge data of young players for PCB: Aizad Sayid",0,
1900,Old case returns to haunt cement makers,0,
1901,Call for political empowerment of transgender community,0,
1904,Trading at PSX suspended due to technical fault,0,
1907,"124 people dead in Madagascar plague, authorities say",0,
1908,Sindh govt to discuss 'replacement' of AD Khowaja in next cabinet meeting,0,
1911,Careem acquires Delivery Chacha as it looks to expand,0,
1913,"Former hockey captain announces retirement, accuses PHF of bias",0,
1914,Berlin security guards pushing refugees into prostitution: report,0,
1917,17 climbers dead after avalanche in Mongolia,0,
1921,PAC seeks record of payments in excess of Rs102m by Petroleum Ministry to Rangers,0,
1923,My fat cells have nothing to do with my talent: Hareem Farooq on her fitness transformation,0,
1924,SC asks how Jahangir Tareen's case is different from Panama Papers case,0,
1926,"1 dead, 14 workers injured in furnace unit explosion at steel mill in Haripur",0,
1927,A ray of hope for IHK,0,
1929,UAE govt ignoring requests for property buyers’ information,0,
1930,Terror groups threaten Pakistan's 'stability and security': Tillerson says in India,0,
1931,China's Xi secures second term with no heir in sight,0,
1932,"Sonam and Kareena's Veere Di Wedding will release on May 18, 2018",0,
1933,No to CPEC unless Pakistan provides trade access to India: President Ghani,0,
1936,'Appointment of Kashmir interlocuter will not affect army's operations',0,
1937,Iraq Kurds offer to freeze independence vote,0,
1938,Pakistan tops list of 'illegal overstayers' after Umrah: report,0,
1939,Newspapers not delivered in Balochistan amid threats,0,
1941,Agreement signed for intra-city and intercity bus projects in Sindh,0,
1943,Govt asked to develop long-term vision for Thar,0,
1944,India prevail in Pune to level NZ one-day series,0,
1945,‘A spellbinding Test series but no magic involved’,0,
1946,Pakistan aim to carry momentum into SL T20 series,0,
1947,"Zardari, Bilawal to visit each constituency",0,
1948,Shakib seeks Bangladesh turnaround in SA T20s,0,
1949,"Sharifs befooling masses again, says PTI",0,
1950,Peace car rally leaves for South Waziristan,0,
1951,"ECP, interior secretary issued notice on MML petition",0,
1952,Christian marriage bill to be sent to law ministry,0,
1953,Sikhs to arrive in Hassanbdal for 3-day pilgrimage,0,
1954,How the Gilgit River went from pure waters to a polluted stream,0,
1955,PTI leads race for Peshawar’s NA-4 as results pour in,0,
1956,Talking about the economy,0,
1957,Sustaining production of key food crops,0,
1959,"City scrape past Wolves, Arsenal rescued by teen",0,
1960,"Bilquis, Faisal Edhi claim 'influential figures' demolishing welfare centres in Sindh",0,
1961,"Smith, Warner oppose idea of four-day Tests",0,
1963,Walking the line in times of conflict,0,
1964,Cabinet approves fresh delimitation of constituencies,0,
1965,Long-term CPEC plan to be approved in Islamabad: minister,0,
1966,Nawaz Sharif holds ‘positive’ meeting with Saudi royals,0,
1967,FO wants UN observers to monitor LoC violations,0,
1968,US rejects suggestion of sanctions against Pakistan,0,
1969,Centre urged to give Balochistan its share in gas income,0,
1971,Dailies not distributed in Balochistan for the second day,0,
1972,"Earnings of MCB, Faysal, Meezan rise",0,
1973,Intra-Asian FDI reached $272bn in 2016,0,
1974,Large-scale manufacturing expands by 8.5pc,0,
1975,‘Technical fault’ disrupts shares trading at PSX,0,
1976,Stocks rally 304 points despite falling volume,0,
1977,Worldwide debt more than triple economic output,0,
1978,‘Top brands procuring goods from Sialkot’,0,
1979,Pakistan tennis trio off to Istanbul for friendly matches,0,
1980,"1,250MW RLNG-based power project for Jhang approved",0,
1982,Tillerson’s stopover,0,
1983,Senators express concern over enforced disappearances,0,
1984,47 killed as blaze tears through Indonesia fireworks factory,0,
1985,Crisis-hit Qatar signs military agreement with Russia,0,
1986,Senate forms committee to investigate Air Cdr Imran Akhtar in 'missing' PIA aircraft case,0,
1987,US-bound passengers face new security interviews at check-in,0,
1991,Upcoming film Maula Jatt's cast and crew accused of copyright violations,0,
1994,China releases activist who supported Hong Kong democracy,0,
1995,Sindh CM asks local administration to provide space for Edhi Foundation’s office in Thatta,0,
1996,Gen Bajwa praises PAF's role in fight against terrorism,0,
2002,Will Padmavati be Sanjay Leela Bhansali's first movie to be released in 3D?,0,
2003,Sarmad Khoosat's Manto is coming to television screens as a drama,0,
2004,‘Xi Dada’ casts a long shadow over China,0,
2008,Erdogan’s opponent launches political party,0,
2009,Qatar ‘to introduce’ minimum wage,0,
2011,Contempt petitions against Imran Khan dropped after ECP accepts apology,0,
2014,Swiss tourists suffer brutal attack while on holiday in India,0,
2015,Sindh home minister takes notice of Edhi's Thatta centre being sealed over property dispute,0,
2016,"Death of JuA chief Khorasani 'not confirmed', defence secretary says",0,
2018,"US crucial to beating IS in Philippines, says amabassador",0,
2019,North Korea's Kim wishes Xi 'great success',0,
2020,Scientists discover 150m-year-old marine reptile’s fossil in India,0,
2021,Hospitals move to boost security after receiving warning of attacks,0,
2025,Number of billionaires worldwide jumps 10pc: study,0,
2027,"Assad must go, says Tillerson",0,
2028,Zardari makes jibes at political rivals,0,
2032,Two of 16 injured factory workers from Haripur die in hospital,0,
2033,Business centre for Swat women,0,
2034,Lawyers’ body welcomes review of decision on extension of judges’ tenure,0,
2035,NAB chairman rejects claims of injustice in Sharjeel Memon case,0,
2036,Fafen estimates below 14pc women voters’ turnout in NA-4 by-poll,0,
2037,Imran unveils party manifesto for general elections,0,
2038,Canadian govt to pay $24m to falsely accused terror suspects,0,
2041,Abbasi defends LNG contract with Qatar,0,
2042,Eight injured in attack on newspaper agency office in Turbat,0,
2043,JUI-F chief vows to resist moves against national solidarity,0,
2045,Chinese firm to retain control of Saindak until 2022,0,
2046,Stocks lose 186 points amid unexciting results,0,
2047,Dar orders FBR to pay Rs13bn  ST refunds by 31st,0,
2048,US companies keen to invest in Pakistan: American Business Council survey,0,
2049,Asian Development Bank to fund IT park in Karachi,0,
2050,‘Pakistan best place for investment’,0,
2051,Venus stuns Muguruza to reach semis at WTA Finals,0,
2052,Lahore T20 to start an hour early,0,
2053,Sarfraz reveals being approached by alleged bookie,0,
2054,Broad plays down Ashes ‘war’,0,
2055,‘Players not paid full daily allowance during Asia Cup’,0,
2056,Hiroshima survivor to jointly receive Nobel Peace Prize with ICAN,0,
2057,Catalan leader declines to call poll to ease standoff with Madrid,0,
2058,Pressure on Pakistan,0,
2059,Rotten tomatoes,0,
2060,"Five injured in blast targeting passenger train in Bolan, Balochistan",0,
2062,Pakistan against US drone deal with India: FO,0,
2063,China accuses Xi rivals of vote rigging,0,
2064,Saudi Arabia to invest $1bn into Richard Branson’s space venture,0,
2065,Sri Lanka attack survivors bring top-level cricket back to Pakistan,0,
2066,Catalan parliament declares independence from Spain,0,
2068,Hamas security chief hurt in Gaza 'assassination bid',0,
2069,Army says has shot down 'Indian' drone 'spying' across LoC,0,
2070,Egypt police kill 13 'terrorists' in shootout,0,
2074,"NA-4 elections were rigged by PTI, claims PML-N's Amir Muqam",0,
2075,Sumbul Iqbal plays a top student in love in her next TV project,0,
2076,Afghanistan's Shia community under attack as IS seeks to stir up sectarian violence,0,
2077,"Local ANP leader, brother killed in blast in Balochistan's Harnai",0,
2079,Atif Aslam sings of lost love for Irrfan Khan's next film Qarib Qarib Singlle,0,
2080,Tillerson urges Myanmar army chief to help end Rohingya crisis,0,
2081,UN report blames gas attack on Syria's Assad regime,0,
2082,Ex-SECP chief Zafar Hijazi indicted for tampering record of Sharif family's mills,0,
2083,"US releases Kennedy assassination files, withholds some on 'national security grounds'",0,
2084,Saudi mega city to offer liberal lifestyle,0,
2085,Kenya counts votes and the cost of a violence-hit election,0,
2087,Mattis says US goal is 'not war' over North Korea,0,
2089,Justice Ejaz Afzal takes oath as acting CJP,0,
2090,"'UN has failed to stop violence in Kashmir,' says Raza Rabbani",0,
2091,Threat to journalists,0,
2093,Root ready for Ashes without Stokes,0,
2094,Joshua wants to be undisputed champion in 2018,0,
2096,"MQM-P leaders call on Ahsan Iqbal, remind him of PM’s promise",0,
2097,"No relief for consumers despite arrival of smuggled tomato, onion in Karachi market",0,
2098,New security units to be set up in Sindh for Chinese working on CPEC projects,0,
2100,"None of 29 colleges okayed by PTI govt established, KP Assembly told",0,
2101,Story Time: Saad’s plight,0,
2102,"FIFA Council empowers administration to resolve PFF crisis, confirms ban",0,
2103,CDA in a fix over approval for high-rise Saudi embassy building,0,
2104,Kapco to acquire stake in Hubco for Rs22bn,0,
2105,APNS urges govt to restore newspaper distribution in Balochistan,0,
2106,NBP profit rises to Rs14.7 billion,0,
2107,"SBP, Philippines’ central bank sign accord",0,
2108,Economic policies not moving in right direction: NA committee,0,
2109,Fears of a cement glut loom as capacity set to surge,0,
2110,PM Abbasi orders retirement of old power plants,0,
2111,"Wah, Sanjwal, Havelian to be part of ‘safe city’ project, Senate body told",0,
2113,CPEC bringing country towards prosperity: minister,0,
2114,"US will eradicate terrorism, with or without Pakistan: Tillerson",0,
2116,ECP seeks amendment to delimitation law in a week,0,
2117,Pakistan downs Indian spy drone in AJK,0,
2118,Global community rejects Catalan's independence declaration,0,
2119,Health Alert: Effects of video games,0,
2120,FBR asked to extend return filing date,0,
2121,Wonder Craft: Chameleon pencil topper,0,
2122,Sindh govt seeks appointment of Majeed Dasti as provincial police chief,0,
2123,Nisar rubbishes 'rumours' regarding formation of forward block in PML-N,0,
2124,"Magnitude 5.2 quake jolts Islamabad, Khyber Pakhtunkhwa",0,
2125,PAF chief vows air force 'ready as ever' for external challenges,0,
2126,Lahore gears up to host T20 between Sri Lanka and Pakistan,0,
2127,Thar Coal Block-II to start electricity production in June 2019,0,
2130,Afghan deputy governor 'abducted' from Peshawar,0,
2132,Aamir Khan's Secret Superstar is going to China,0,
2133,"Spain takes over Catalonia, fires defiant separatist leaders",0,
2134,Story Time: A mummy in the haunted house,0,
2135,Facts,0,
2136,Book review: Who is Muhammad Ali?,0,
2138,Senate seeks answers for forced repatriation of Turkish teachers,0,
2139,Senate body slams SECP for concealing details of Multan Metro Bus case,0,
2140,NAB chief orders inquiry into NTS question papers ‘leak’,0,
2141,The Kashmir ruse,0,
2142,Missing restraint,0,
2143,CPEC long-term plan,0,
2144,Inside the Swarovski shindig that brought Pakistani designers to Dubai to shine,0,
2145,ANP hints at formation of new province after Fata’s merger,0,
2146,Goal to develop ‘olive economy’ in rural areas,0,
2147,"Imran promises to reform FBR, NAB after coming to power",0,
2148,World Bank sees slight fall in agriculture prices,0,
2150,ANP chief calls for even-handed approach in NAB cases,0,
2152,Ahsan slams failed politicians for fuelling ‘standoff’ perception,0,
2155,Law allowing Sharif to head PML-N challenged by SCBA,0,
2157,"Mistakes in declaration can’t be forgiven, SC told",0,
2161,"For crude, a ‘wait and watch’ situation",0,
2163,Construction cost to rise by 12-15pc,0,
2165,"Equities lost almost 1,000 points in a week",0,
2166,A new Saudi Arabia?,0,
2169,Sports diary: Lahoris welcome Lankan team with open arms,0,
2171,Iraq sees ‘progress’ in talks on Kurdish peshmerga pullback,0,
2172,US probe into Russian election meddling gains pace,0,
2173,PTI working on draft textile policy,0,
2174,Axed Catalan leader urges resistance to Madrid rule,0,
2175,Mixed dancing at first Raqqa wedding since IS,0,
2176,Saudi promise of ‘moderate Islam’ shifts power,0,
2177,Gritty Sri Lankans return to make history,0,
2178,Kohli’s men aim to keep momentum in series decider,0,
2179,‘SL team’s visit to Lahore a great achievement for Pakistan cricket’,0,
2180,Dollar rate inching up again,0,
2181,"Imports of new, used motorcycles surge five times",0,
2184,Plea to extend proposed accountability law to include judiciary,0,
2186,Karachi Deputy Mayor Arshad Vohra leaves MQM-P for Mustafa Kamal's PSP,0,
2187,"Missing Russian chopper found on Arctic seabed, all 8 on board presumed dead",0,
2188,"PPP calls on Wapda, govt to address concerns regarding Neelum-Jhelum project",0,
2189,Pakistan welcomes end of isolation from international cricket,0,
2190,Akshay Kumar's next venture is about menstrual hygiene,0,
2191,Pakistan to host ACC Emerging Cup in April 2018: Sethi,0,
2192,Indian National Congress pitch for 'azaadi' in Kashmir an insult to soldiers: Modi,0,
2193,A government with no mandate cannot work: PM Abbasi,0,
2194,India starts trade route to Afghanistan via Iran,0,
2196,Pakistan frees 68 Indian fishermen held for trespassing,0,
2197,Iran to continue developing ballistic missiles: President Rouhani,0,
2198,Taliban kill 22 Afghan police in multiple attacks,0,
2201,"Somalia police end night-long siege of hotel, 23 dead",0,
2204,"Saudi 'giga projects': tall ambitions, high risks",0,
2205,Two 'militants' killed in clash with tribal militia near Pak-Afghan border,0,
2206,Shahbaz approves Rs19bn for Punjab's rural development plan,0,
2207,Climate change threatens existence of snow leopard,0,
2210,Final T20 in Lahore: Pakistan beat Sri Lanka by 36 runs to claim series,0,
2211,CRICKET: THE LEAGUE OF DISCARDED GENTLEMEN,0,
2214,Qatar's emir warns against military action in Gulf dispute,0,
2215,Brexit-driven pound depreciation speeds up AJK's economic break with Britain,0,
2216,Chinese president's former secretary gets top Shanghai job,0,
2217,Business leaders bow to Xi as Communist Party pushes in,0,
2218,VPN law latest step in Kremlin online crackdown,0,
2219,"I said no to marriage and dedicated my life to archaeology, says Dr Asma Ibrahim, curator of State Bank museum",0,
2220,This jalebi joint in Jhelum is a must-visit for all sweet lovers,0,
2221,Rupee largely stable against dollar,0,
2223,Five things that ail the Pakistan stock market,0,
2224,Sindh govt slammed for trying to remove Khowaja,0,
2225,‘Sharif’s clash with institutions dangerous for country’,0,
2226,Time to rethink WHT on banking transactions,0,
2227,"Chinese firm offers 2,000 electric buses for Karachi under $600m project",0,
2228,Local businesses lose big under CPEC,0,
2229,GDP’s evolutionary dynamics,0,
2230,Pakistan's economy races to a tipping point,0,
2231,Higher power tariffs as regulator is compromised,0,
2232,Non-tariff barriers hinder exports between China and Pakistan,0,
2233,Food trade deficit grows bigger and bigger,0,
2234,Dusk falls on sunflower cultivation in Sindh,0,
2235,China helps Pakistan develop hybrid rice varieties,0,
2236,Miller’s record T20 ton helps SA sweep Bangladesh series,0,
2237,India pip New Zealand in thriller to clinch ODI series,0,
2238,Forced devaluation of rupee: a recipe for disaster,0,
2239,Five-day anti-polio drive begins today,0,
2242,Celebrations all around as Sri Lanka return to play in Pakistan after 2009 attack,0,
2243,Unprecedented security steps for Lahore T20 fail to dampen passion for cricket,0,
2244,"Senate body to discuss attack on journalist Ahmad Noorani, says Rehman Malik",0,
2245,US senators seek sanctions against Pakistan,0,
2246,PML-N high command meets in London today,0,
2247,Sick PIA to get Rs13 billion bailout package,0,
2248,"Islamabad, Kabul must cooperate for regional peace, says Sherpao",0,
2250,Nadra likely to revive money transfer accord with Mastercard,0,
2251,Saudi Arabia accuses Iran of blocking Yemen peace efforts,0,
2252,Barzani to step down as leader of Iraq’s Kurds,0,
2253,View from abroad: A century after the October Revolution,0,
2254,Storm claims five lives in central Europe,0,
2255,Cuba terms sonic attacks ‘political manipulation’,0,
2256,Iceland’s scandal-hit PM wins re-election,0,
2257,US pressure delays Israel’s ‘Greater Jerusalem’ bill,0,
2259,NAB drops probe into alleged irregularities in KU affairs,0,
2261,Zimbabwe's Masakadza hits century on rain-hit day one,0,
2262,False promises and empty words,0,
2263,Pakistan protests 'deliberate targeting of civilians' in special hotline contact with India,0,
2265,UET Taxila students end protest after VC meets demands,0,
2266,Taliban kill 15 Afghan policemen in separate attacks: officials,0,
2267,Ex-Trump aide surrenders to federal authorities in Mueller's Russia probe,0,
2268,Senators debate ending punishment for those who attempt suicide,0,
2269,Just the best tweets from the Pakistan vs Sri Lanka T20 match in Lahore,0,
2271,"Catalan leaders to be tried for rebellion, says Spain state prosecutor",0,
2272,Concentration of CO2 in atmosphere hits record high: UN,0,
2273,Sindh govt moves apex court in bid to replace IGP Khawaja,0,
2275,Karachi's deputy mayor predicts more defections from MQM,0,
2278,PTI submits adjournment motion in NA to discuss PM's London visit,0,
2280,Islamabad confirms death of Chinese couple abducted from Quetta,0,
2281,'Hidden hands' pushing country towards democratic instability: Ahsan Iqbal,0,
2283,Asking China for help,0,
2284,Pummelling India’s democracy,0,
2286,May orders action after harassment allegations against minister,0,
2288,Qatar emir accuses blockade countries of wanting 'regime change',0,
2289,"Buddhist nationalists, supporters march to show solidarity with Myanmar army",0,
2290,Probe into Russia’s role in Trump win: first arrest near?,0,
2291,Saudi Airlines to operate first Baghdad flight in 27 years,0,
2293,Nato chief calls North Korea 'global threat' during Japan visit,0,
2294,The dragon in the room,0,
2295,FC personnel martyred in blast in South Waziristan's Sarokai area,0,
2296,Strings bids farewell to Coke Studio,0,
2297,"Terror groups like IS, Al Qaeda have no links to Islam: imam of Kaaba",0,
2298,"My clothes are an extension of my personality and I'm proud of looking my age, says Vidya Balan",0,
2299,Kohli reclaims top spot in ODI rankings,0,
2300,Direct rule takes hold in Catalonia as secessionists accept elections,0,
2301,Sri Lankan govt lauded for sending cricket squad,0,
2302,"Lahore Whites advance, Fata stun Karachi Whites",0,
2303,Six Palestinians killed as Israel destroys Gaza tunnel,0,
2304,Saudi women to be allowed into sports stadiums,0,
2305,Iran rejects Saudi accusation over Yemen,0,
2306,Mass trial of Turkey’s coup ringleaders resumes,0,
2307,Tehreek-i-Labaik Ya Rasool Allah protesters ordered to vacate Jinnah Avenue,0,
2309,America’s wars are spreading more chaos in Africa,0,
2310,"Study now, pay later: the rise of income sharing",0,
2312,"USAID contributes $241m to education, health and municipal services in Sindh",0,
2314,Baloch students prevent QAU buses from plying,0,
2315,Hamilton claims fourth F1 title despite collision,0,
2316,US pledges $60m to Sahel force,0,
2317,Sindh govt yet to notify indicative price for sugarcane,0,
2318,PML-N troika says no rifts within party,0,
2319,$1.5bn financing secured for coal power plants,0,
2321,Party heads to discuss fresh delimitation issue today,0,
2322,"Three-nation train link opens between China, Europe",0,
2323,Pakistan seeks new US deal after returning nine choppers,0,
2324,"Kidnapped US professor is seriously ill, say Taliban",0,
2325,Nisar asks Sharif to ‘stop worrying about himself’,0,
2326,Bill seeking to decriminalise suicide attempt put on hold,0,
2327,National Party challenges new elections law — for a different reason,0,
2328,Stocks plunge 781 points on lack of triggers,0,
2329,NAB chief vows to ascertain if ‘injustice’ done to PPP leaders,0,
2330,China may block Indian bid to blacklist Masood Azhar,0,
2331,PTI lambastes PML-N leaders for holding meeting in London,0,
2332,No pressure to revoke blasphemy laws: religious affairs minister,0,
2333,Nadeem named Mujahid Force’s Col Commandant,0,
2334,"FBR raids NTS office, seizes tax records, computers",0,
2335,ExxonMobil exit jolts Pakistan’s LNG plans,0,
2336,Gas imports saving exchequer $1.25bn: PM,0,
2337,"Standard & Poor’s sees stable economic, fiscal outlook for Pakistan",0,
2338,Ogra recommends Rs5.19 hike in HSD price,0,
2339,Shehzad Roy honoured to be appointed UN Goodwill Ambassador,0,
2342,Sri Lanka plan more Pakistan trips after T20 success,0,
2343,"I don't have to join politics to work for change in Pakistan, says Deepak Perwani",0,
2344,"COAS, Iranian ambassador discuss regional security",0,
2345,"Samsung Electronics posts record $10 billion profit in 3rd quarter, replaces CEOs",0,
2346,The glory of the Pak vs Sri Lanka T20 final in Lahore will forever remain etched in my memory,0,
2347,Singapore bans Islamic scholar Mufti Menk's entry into country for 'promoting religious discord',0,
2348,"PCB 'hopeful' Bangladesh, South Africa will tour next year",0,
2351,At least five killed as blast rocks Kabul's diplomatic zone,0,
2352,Parliamentary leaders propose reducing number of Punjab seats in National Assembly,0,
2355,Senators overwhelmingly condemn US policy on South Asia,0,
