UserName,FullName,Date,First Hashtags,Alt Hashtags,Tweet (Message Text),Retweets,Retweets (w/ Text),Likes,Likes (w/ Text),URL Path
@MonaAlamm @MonaAlamm @MonaAlamm @MonaAlamm @MonaAlamm,Mona Alam‏ @MonaAlamm,Apr 25,"#SaqibNisar,illegal,5YearsOfCPEC",#illegal,"Interior Minister Ahsan Iqbal asks the CJP #SaqibNisar for a charge sheet with full authority.
It's in context to the appointment of
Dr Uzma Qureshi, VC of Lahore College for Women University, who was removed from ths post as CJP termed her appointment #illegal 
#5YearsOfCPEC pic.twitter.com/MnLRlhTMjE",4 5 5 24 24,"Retweet
    
      
    5
  
  
    
      
      Retweeted
    
      
    5",,"Like
    
      
    24
  
  
    
      
      
      Liked
    
      
    24",/MonaAlamm/status/989211124829687810
@MehrMy @MehrMy @MehrMy @MehrMy @MehrMy @YaSiR___kHaN,profmehrkhanmughal‏ @MehrMy,Apr 30,,,@DrAyeshaNaveed @IN FACT IF you investigate his women at home listen the same dirty Language so he is INCORRIGIBLE.,,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/MehrMy/status/991032133853614082
@Rashid17Amjad @Rashid17Amjad @Rashid17Amjad @Rashid17Amjad @Rashid17Amjad @SenatorEB17,Amjad Rashid‏ @Rashid17Amjad,Apr 30,,,PMLN has no respect for women. All women members of PMLN must protest against the garbage vomited by Rana Sanaullah and Abid SherAli.,,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/Rashid17Amjad/status/991010065841876993
@MonaAlamm @MonaAlamm @MonaAlamm @MonaAlamm @MonaAlamm @sheenaabidashah,Mona Alam‏ @MonaAlamm Lifetime Disqualified Punjabi @sheenaabidashah,Apr 30,"#Larkana,daughters,Pakistan,JusticeForSaima",#daughters,"Another daughter of Eve. Another saga of cold blooded rape murder & torture in #Larkana this time going unnoticed.
We are sacrificing #daughters of #Pakistan because despite Suo Moto & culprit caught of Zainab, he's yet to be assassinated by the State.
#JusticeForSaimahttps://twitter.com/sheenaabidashah/status/990177923880583169 … 9 year old girl was kidnapped , gang raped, murdered in Pakistani province #Sindh , while media , civil society , politicians are mute spectators , their criminal silence is heart broken.  #JusticeForSaimaJarwar pic.twitter.com/CZG7wbDmWG",7 20 20 22 22,"Retweet
    
      
    20
  
  
    
      
      Retweeted
    
      
    20",,"Like
    
      
    22
  
  
    
      
      
      Liked
    
      
    22",/MonaAlamm/status/990910238328016896
@MianHar22261255 @MianHar22261255 @MianHar22261255 @MianHar22261255 @MianHar22261255 @betterpakistan,Mian Haris‏ @MianHar22261255,Apr 30,,,It was a long speech bt why did not the nasty Khan mention the present conditions of kpk hospitals educational institutions and tourism deparment and women condition in kpk it was total blackout for his provinces conditions.@MaryamNSharif @sheikhsafina @SakiaMMSS @Bintanveer4387,1 1,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    1
  
  
    
      
      
      Liked
    
      
    1",/MianHar22261255/status/990887157408714753
@meher_zaidi @meher_zaidi @meher_zaidi @meher_zaidi @meher_zaidi,Meher Zaidi‏ @meher_zaidi,Apr 30,"#education,Pakistan,KhatoonHealthServices,Islamabad,BaniGala",#Pakistan,Donate for girl child #education &#health in #Pakistan  #KhatoonHealthServices #Islamabad #BaniGala pic.twitter.com/eEIehZT6IR,1 1,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    1
  
  
    
      
      
      Liked
    
      
    1",/meher_zaidi/status/990848586366758913
@pgl_larka @pgl_larka @pgl_larka @pgl_larka @pgl_larka,آلو کا پکوڑا  🤤  🍪‏ @pgl_larka,Apr 29,,,"If you're a man who has something negative to say about women, write it down, go home and give it to your mother.....",,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/pgl_larka/status/990769916226793472
@ShakeelUNDP @ShakeelUNDP @ShakeelUNDP @ShakeelUNDP @ShakeelUNDP @sophiaahmed @UNDP_Pakistan,Shakeel Ahmad‏ @ShakeelUNDP,Apr 29,,,In one of our projects we just convinced the industry to provide pick and drop facility’s to women workers and it made a big difference on women participation,1 1 1 1 1,"Retweet
    
      
    1
  
  
    
      
      Retweeted
    
      
    1",,"Like
    
      
    1
  
  
    
      
      
      Liked
    
      
    1",/ShakeelUNDP/status/990658303964442625
@AbuMJeAli4 @AbuMJeAli4 @AbuMJeAli4 @AbuMJeAli4 @AbuMJeAli4 @Humakanwal11,Darulmawadat online Quran Acadmey‏ @AbuMJeAli4,Apr 29,,,"Salam i hope u are fine if u want make your children or your relatives' children learn the holy Quran on skype at your home so join our online Quran academy
wasalam.... pic.twitter.com/LCPLvLJevW",1 1,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    1
  
  
    
      
      
      Liked
    
      
    1",/AbuMJeAli4/status/990618338022903810
@SafeerButt4 @SafeerButt4 @SafeerButt4 @SafeerButt4 @SafeerButt4 @Alya40801876,Safeer Butt‏ @SafeerButt4,Apr 28,,,"Its a great pleasure an honor for me.
Best of luck for you.",1 1 1 4 4,"Retweet
    
      
    1
  
  
    
      
      Retweeted
    
      
    1",,"Like
    
      
    4
  
  
    
      
      
      Liked
    
      
    4",/SafeerButt4/status/990199125642760192
@SafeerButt4 @SafeerButt4 @SafeerButt4 @SafeerButt4 @SafeerButt4 @Alya40801876,Safeer Butt‏ @SafeerButt4,Apr 28,,,"HOnor for me as well.
Best wishes for your work.
keep it up.",1 1 1 2 2,"Retweet
    
      
    1
  
  
    
      
      Retweeted
    
      
    1",,"Like
    
      
    2
  
  
    
      
      
      Liked
    
      
    2",/SafeerButt4/status/990195549633572864
@marvisirmed @marvisirmed @marvisirmed @marvisirmed @marvisirmed @ImaanZHazir,Marvi Sirmed‏Verified account @marvisirmed ایمان زینب @ImaanZHazir,Apr 27,,,"South Asian dilemma. We consider our children as our chattel. They should never think independently, critically and never go in a different direction than their parents. My difference of opinion with Shireen Mazari on a thousand issues aside, I'm so proud she rebelled that trend. https://twitter.com/ImaanZHazir/status/989754981401022464 … There is perhaps no clearer illustration of social control over women & patriarchal & misogynistic values in Pakistan than the fact that a female politician is constantly asked about (& held accountable for) the independent opinions of her 24-year-old female offspring. https://twitter.com/i_aliarif/status/989745961827119104 …",4 11 11 37 37,"Retweet
    
      
    11
  
  
    
      
      Retweeted
    
      
    11",,"Like
    
      
    37
  
  
    
      
      
      Liked
    
      
    37",/marvisirmed/status/990106551460474880
@Muhamma91175154 @Muhamma91175154 @Muhamma91175154 @Muhamma91175154 @Muhamma91175154,R M Ashraf Kayani‏ @Muhamma91175154,Apr 27,,,BUDGET 2018-2019 JUNE TO JUNE HAS BEEN PRESENTED BEFORE NATIONAL ASSEMBLY MIFTAH ISMAIL PRESENTED IT I HAVE LISTENED AND VIEWED PRESENTATION A GREATER PART OF BUDGET IT SEEMED A WELFARE BUDGET AWWAM DOST BUDGET AN EXCELLENT  BUDGET IT SERVED CHILDREN   BY PROGRAMMES 100 100 100,1 1,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    1
  
  
    
      
      
      Liked
    
      
    1",/Muhamma91175154/status/989869348616622082
@SuhairNadaan @SuhairNadaan @SuhairNadaan @SuhairNadaan @SuhairNadaan @mjdawar @rafiullahkakar,Suhair Hassan‏ @SuhairNadaan,Apr 27,#pashtoonlongmarch2swat,,Its afer shocks after every military operations its most common in FATA and PATA . After military operation in Swat dozens of Aman Commatie Members were killed in target killing and not even a single culprit arrested after killing #pashtoonlongmarch2swat,1 1 1 1,"Retweet
    
      
    1
  
  
    
      
      Retweeted
    
      
    1",,"Like
    
      
    1
  
  
    
      
      
      Liked
    
      
    1",/SuhairNadaan/status/989864604229611520
@AlkhidmatOrg @AlkhidmatOrg @AlkhidmatOrg @AlkhidmatOrg @AlkhidmatOrg,Alkhidmat Foundation‏Verified account @AlkhidmatOrg,Apr 27,"#Alkhidmat,Foundation,Women,Wing,Pakistan,Together,Towards,Tomorrow",#Foundation,"#Alkhidmat #Foundation #Women #Wing #Pakistan arranged a Workshop on #Together, #Towards, #Tomorrow has been started in Lahore and being attended by many participants and volunteers. pic.twitter.com/aP8DABsjiQ",1 1 4 4,"Retweet
    
      
    1
  
  
    
      
      Retweeted
    
      
    1",,"Like
    
      
    4
  
  
    
      
      
      Liked
    
      
    4",/AlkhidmatOrg/status/989831383613833216
@RoshanehZafar @RoshanehZafar @RoshanehZafar @RoshanehZafar @RoshanehZafar @KashfFoundation,Roshaneh Zafar‏ @RoshanehZafar Kashf Foundation @KashfFoundation,Apr 26,,,"It is indeed gratifying that our child sexual abuse prevention training has created awareness amongst 300 schools in Kasur. Teachers have been equipped with tools and a better understanding of how to combat this menace. @Ahsankhanuk @KashfFoundationhttps://twitter.com/kashffoundation/status/989435981995630592 … Catherine Van Ouytsel, Executive Manager Inclusive Finance Network Luxembourg conducting focus group with students and teachers at low cost private schools in Gujranwala #Kashf pic.twitter.com/l8r6ks02q7",1 2 2 4 4,"Retweet
    
      
    2
  
  
    
      
      Retweeted
    
      
    2",,"Like
    
      
    4
  
  
    
      
      
      Liked
    
      
    4",/RoshanehZafar/status/989706011324727296
@womendevdeptt @womendevdeptt @womendevdeptt @womendevdeptt @womendevdeptt,WomenDev Dept Punjab‏Verified account @womendevdeptt,Apr 26,,,"Deputy Secretary, women development department Punjab addressing participants in training on gender sensitization at railway police academy. It is one of the sessions among series of capacity building programs of WDD amd UNWOMEN to provide the awareness to provide safety to women pic.twitter.com/NljSVQbvej",1 1 2 2,"Retweet
    
      
    1
  
  
    
      
      Retweeted
    
      
    1",,"Like
    
      
    2
  
  
    
      
      
      Liked
    
      
    2",/womendevdeptt/status/989484440530407426
@wwmngt @wwmngt @wwmngt @wwmngt @wwmngt,WONDER WORLD‏ @wwmngt,Apr 26,"#RawalInternationalExpo2018,WonderWorldMngt,SaraRazaKhan,CulturalDances,EventManagement",#WonderWorldMngt,"WONDER WORLD is a professional event management company, which addresses the Physical, Emotional and Entertainment needs of children, youth and families.
#RawalInternationalExpo2018
#WonderWorldMngt
#SaraRazaKhan
#CulturalDances
#EventManagement
http://www.facebook.com/wwmngt  pic.twitter.com/HJFf1hwxKO",1 1 1 1,"Retweet
    
      
    1
  
  
    
      
      Retweeted
    
      
    1",,"Like
    
      
    1
  
  
    
      
      
      Liked
    
      
    1",/wwmngt/status/989439311304159232
@AlkhidmatOrg @AlkhidmatOrg @AlkhidmatOrg @AlkhidmatOrg @AlkhidmatOrg,Alkhidmat Foundation‏Verified account @AlkhidmatOrg,Apr 25,"#Alkhidmat,Foundation,Women,Wing,Pakistan",#Foundation,#Alkhidmat #Foundation #Women #Wing #Pakistan organized a program in Latifabad in which central and provincial members reviewed their performance of Hyderabad and finalize tasks for Ramadan. In the end Regional incharge Najma Irahad distributed Cheque under Mawakhat Program. pic.twitter.com/xxxUqioVcM,1 1 5 5,"Retweet
    
      
    1
  
  
    
      
      Retweeted
    
      
    1",,"Like
    
      
    5
  
  
    
      
      
      Liked
    
      
    5",/AlkhidmatOrg/status/989373355429154816
@AmalHussainKha4 @AmalHussainKha4 @AmalHussainKha4 @AmalHussainKha4 @AmalHussainKha4,Amal Hussain Khan‏ @AmalHussainKha4,Apr 21,,,"A child learns to walk
and falls down 50 times
He never thinks to himself
Maybe this is no for me۔",3 3,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    3
  
  
    
      
      
      Liked
    
      
    3",/AmalHussainKha4/status/987850775211757568
@sheikh_afiya @sheikh_afiya @sheikh_afiya @sheikh_afiya @sheikh_afiya @PaisaNashaPyarr @MeenalKiTweets,afia mufti‏ @sheikh_afiya,Apr 21,,,Offcourse! I'm proud of you... and your ignorance about such men and women infact...,1   1 1,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    1
  
  
    
      
      
      Liked
    
      
    1",/sheikh_afiya/status/987767055461036032
@DrErfanOmar @DrErfanOmar @DrErfanOmar @DrErfanOmar @DrErfanOmar,Erfan Omar Khichi ♡  🌐‏ @DrErfanOmar,Apr 29,#PTIMinarePakistanJalsa,,"Have a look at Naya Pakistan 
1. Education
2. Healthcare
3. Tax Reform
4. Corruption Control
5. Economy
6. Employment/Industry
7. Tourism/Environment
8. Agriculture/Samall farmer
9. Strong Federation(S Punjab)
10.Justice(Police)
11.Women 
@PTIofficial 
#PTIMinarePakistanJalsa",2 2,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    2
  
  
    
      
      
      Liked
    
      
    2",/DrErfanOmar/status/990817243255705606
@Sid_huma @Sid_huma @Sid_huma @Sid_huma @Sid_huma @FariehaAziz,sidra humayun‏ @Sid_huma Farieha AzizVerified account @FariehaAziz,Apr 29,#MeToo,,"We raise boys and girls on different grounds and upon complaints we blame girl only. Then we call ourselves ""ghiratmand"", then we murder girl and our ""ghirat"" ends up only on committing crime and protecting another male bcoz we consider girl/women 'payir ki jooti"". #MeToohttps://twitter.com/FariehaAziz/status/990523645423505408 … ""Why didn't she refuse or say no,"" many ask. Yet they condition girls to be soft-spoken, polite, not to challenge but submit, doubt themselves & their responses, stay quiet, be patient, forgive & forget. And when they deviate, they are tez & badtameez. And tell boys no means yes.",3 3,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    3
  
  
    
      
      
      Liked
    
      
    3",/Sid_huma/status/990803150188793856
@DrIkramulHaq @DrIkramulHaq @DrIkramulHaq @DrIkramulHaq @DrIkramulHaq,Dr. Ikramul Haq‏ @DrIkramulHaq,Apr 29,,,"Middle-class children will not go back to government schools and poor children cannot afford private education. If we can provide the basic ingredients of a school to children, we will be able to say that one Pakistan is not ripping off the other.
https://www.thenews.com.pk/print/310725-one-pakistan …",2 2 5 5,"Retweet
    
      
    2
  
  
    
      
      Retweeted
    
      
    2",,"Like
    
      
    5
  
  
    
      
      
      Liked
    
      
    5",/DrIkramulHaq/status/990762204289994752
@waqas174 @waqas174 @waqas174 @waqas174 @waqas174 @Pashtoonkhan @marvisirmed,Waqas‏ @waqas174,Apr 29,,,U have crossed the limits when u disregarded our honor our flag.,1   1 1,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    1
  
  
    
      
      
      Liked
    
      
    1",/waqas174/status/990621526973132802
@sairaarshad44 @sairaarshad44 @sairaarshad44 @sairaarshad44 @sairaarshad44,sairaarshad‏ @sairaarshad44,Apr 29,,,"religious story 
awsome concept 
best show on zeetv 
Islam  urge on that thing gavve respect and gave all rights to women",,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/sairaarshad44/status/990523977570443264
@asifwali13_dr @asifwali13_dr @asifwali13_dr @asifwali13_dr @asifwali13_dr @DirojayKhan1 @PTI_ki_cheeti,Dr. Wali‏ @asifwali13_dr,Apr 29,,,"Coz Maa g pta ha Pechlay jalsoo me jo harassment k cases itnay huway hn , Say thanks to your mom",1,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/asifwali13_dr/status/990518138914697221
@Saeed_Minhas122 @Saeed_Minhas122 @Saeed_Minhas122 @Saeed_Minhas122 @Saeed_Minhas122 @wickjohn638,"wtsThereInName,,‏ @Saeed_Minhas122",Apr 28,,,Child lock k sath,1 1,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    1
  
  
    
      
      
      Liked
    
      
    1",/Saeed_Minhas122/status/990365990436397056
@GulHass01881792 @GulHass01881792 @GulHass01881792 @GulHass01881792 @GulHass01881792,Gulrukh Hassan‏ @GulHass01881792,Apr 28,,,"If women could read minds  ...
Every second man will get slapped",,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/GulHass01881792/status/990267193249222656
@DaniyalArijo @DaniyalArijo @DaniyalArijo @DaniyalArijo @DaniyalArijo,Daniyal Arijo‏ @DaniyalArijo,Apr 25,,,Hearts are dying for 9 year old girl Saima. She has been raped and killd in Larkana. She was just 9 years old little angel. Please Chief Justice of Pakistan take Sou motu notice of this brutal killing and give her justice. She was a cute and little soul.  pic.twitter.com/e2SmJUuWIW,,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/DaniyalArijo/status/989256604762738688
@faikarana @faikarana @faikarana @faikarana @faikarana @bubbss__,faiqa bayan‏ @faikarana خان صاحب @bubbss__,Apr 25,,,"Ok revealing clothes mustn't be wore but why would the fucking guy touch her? Why ? Like whatever she wears you're not to touch a girl ,a random girl on the road! Also the guys don't care about the clothes ,they may touch a women in chadar , I've seen it! https://twitter.com/bubbss__/status/989035265992863745 … dont come to us crying about how he touched you or harassed you because that was your CHOICE of wearing revealing clothes. ek to samajh nai ati har kaam tum larkion ko karna hai aur larkey uski hi wajah se kuch karen to rone bhi baith jati ho? So fucking egoistic! https://twitter.com/starryskiesxx/status/989034554424987649 …",2 2 4 4,"Retweet
    
      
    2
  
  
    
      
      Retweeted
    
      
    2",,"Like
    
      
    4
  
  
    
      
      
      Liked
    
      
    4",/faikarana/status/989135148724695044
@EhsanElahiCh @EhsanElahiCh @EhsanElahiCh @EhsanElahiCh @EhsanElahiCh,Double_E 🔥‏ @EhsanElahiCh,Apr 25,,,When you marry a feminist  pic.twitter.com/iiXTpW6XO1,3 3,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    3
  
  
    
      
      
      Liked
    
      
    3",/EhsanElahiCh/status/989056783279951872
@SafeerButt4 @SafeerButt4 @SafeerButt4 @SafeerButt4 @SafeerButt4 @Alya40801876 @GualcoJodie,Safeer Butt‏ @SafeerButt4,Apr 24,,,"Its an honor for me.
 pic.twitter.com/9BekE7khWs",2 2 3 3,"Retweet
    
      
    2
  
  
    
      
      Retweeted
    
      
    2",,"Like
    
      
    3
  
  
    
      
      
      Liked
    
      
    3",/SafeerButt4/status/989021922825572352
@SpyAdvice @SpyAdvice @SpyAdvice @SpyAdvice @SpyAdvice,SpyAdvice‏ @SpyAdvice,Apr 24,,,"The FCC's Bullshit Order Killing Net Neutrality Hasn't Actually Gone Into Effect—Yet
https://gizmodo.com/the-fccs-bullshit-order-killing-net-neutrality-hasnt-ac-1825486181 … pic.twitter.com/qNeyYgfLrF",,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/SpyAdvice/status/988760326211624961
@MonaAlamm @MonaAlamm @MonaAlamm @MonaAlamm @MonaAlamm,Mona Alam‏ @MonaAlamm,Apr 24,"#taxpayer,PMAbbasi",#PMAbbasi,"About 10 days ago Khwaja Sohail Mansoor who was bestowed with a civil honour for the highest #taxpayer ,shunned the Tax Amnesty Scheme by #PMAbbasi as a discouragement to genuine tax payers on the floor of the National Assembly pic.twitter.com/Brfcj1SugD",4 5 5 35 35,"Retweet
    
      
    5
  
  
    
      
      Retweeted
    
      
    5",,"Like
    
      
    35
  
  
    
      
      
      Liked
    
      
    35",/MonaAlamm/status/988684973623402496
@iamaz18 @iamaz18 @iamaz18 @iamaz18 @iamaz18,Ahmad Ibrahim  ☺️‏ @iamaz18,Apr 23,,,"My Name Is Ahmad Ibrahim. 
I Am Not A God ,
I am a man...
And I’m a Man Who Still Believes 
In Respect...
In Honor...
And In Hard Work  .
And My Message, My Message 
Is Clear This Day...:
No Matter What The Fight...
No Matter How Tough The Arms...But 
YOU NEVER GIVE UP.",1 1 3 3,"Retweet
    
      
    1
  
  
    
      
      Retweeted
    
      
    1",,"Like
    
      
    3
  
  
    
      
      
      Liked
    
      
    3",/iamaz18/status/988664300091912192
@NBEFP @NBEFP @NBEFP @NBEFP @NBEFP,Need Based Education Foundation‏ @NBEFP,Apr 23,"#VicePresident,NBEF,NBEF,RSSS,BhartayChalo,SuccessNothingLess",#NBEF,"Meet Ayesha Batool Senior #VicePresident Pattoki Team.
She is Humble & Passionate & she participated actively in all the activities of #NBEF. She wants to stop child labor.
We wish her all the best.
NBEF بڑھتے چلو
#NBEF #RSSS #BhartayChalo #SuccessNothingLess pic.twitter.com/sUI1xtp9yy",2 2,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    2
  
  
    
      
      
      Liked
    
      
    2",/NBEFP/status/988626778762735617
@MonaAlamm @MonaAlamm @MonaAlamm @MonaAlamm @MonaAlamm,Mona Alam‏ @MonaAlamm,Apr 22,"#ADMINISTRATION,government,PashtunLongMarch2Lahore,KhadimRizvi,TLYRA,Islamabad",#government,"#ADMINISTRATION & #government have all the audacity to use force upon even women protestors of #PashtunLongMarch2Lahore 
But do they have the heart to tear off these campaign posters of absconder #KhadimRizvi & #TLYRA which have flooded all of the
#Islamabad Expressway/Highway? pic.twitter.com/Zz74gWhCAC",10 4 4 31 31,"Retweet
    
      
    4
  
  
    
      
      Retweeted
    
      
    4",,"Like
    
      
    31
  
  
    
      
      
      Liked
    
      
    31",/MonaAlamm/status/988113152192720896
@UsmanSultanPak @UsmanSultanPak @UsmanSultanPak @UsmanSultanPak @UsmanSultanPak @reema_omer,Ch.Usman Sultan(Adv)‏ @UsmanSultanPak,Apr 21,,,"What’s wrong I said.?
Should harassment be used as weapon by anyone?
Can a man harass a lady who claim herself as powerful lady at that time",1   1 1,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    1
  
  
    
      
      
      Liked
    
      
    1",/UsmanSultanPak/status/987789364594921472
@Muhamma03909553 @Muhamma03909553 @Muhamma03909553 @Muhamma03909553 @Muhamma03909553 @ArmeenaRK,Muhammad Mohsin‏ @Muhamma03909553,Apr 21,,,Women should respond at the spot so that we the police can take action.,1 1,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    1
  
  
    
      
      
      Liked
    
      
    1",/Muhamma03909553/status/987743495543762944
@msaeedbohar @msaeedbohar @msaeedbohar @msaeedbohar @msaeedbohar @HillaryClinton,Msaeedbohar Bohar‏ @msaeedbohar,Apr 28,,,Hillary Clinton a brave and honorable women,,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/msaeedbohar/status/990251380958027777
@MallagoriAftab @MallagoriAftab @MallagoriAftab @MallagoriAftab @MallagoriAftab,Aftab Mallagori‏ @MallagoriAftab,Apr 27,#PashtunLongMarch2Swat,,"Collateral Damage is not a justification for Human Killings in FATA, Pakistan. Both, military  and militants involved in killing of ordinary people and looting villages and markets should be punished for their war crimes. #PashtunLongMarch2Swat 
@hrw @UNHumanRights  @bbcpashto",,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/MallagoriAftab/status/990096690916089856
@javerriaawan @javerriaawan @javerriaawan @javerriaawan @javerriaawan @IbadJohiya,Spirited Wanderer of Pakistan‏ @javerriaawan,Apr 27,,,And also with the change of mindset where people do not objectify women.,,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/javerriaawan/status/990045020500701184
@javerriaawan @javerriaawan @javerriaawan @javerriaawan @javerriaawan @IbadJohiya,Spirited Wanderer of Pakistan‏ @javerriaawan,Apr 27,,,"Also, it might be a complete city for you. For a woman, it is not. We do not have public transportation. We get harassed when we drive on roads. We can not walk on roads as someone might harass us. It is not safe to travel alone.",1 1 1,"Retweet
    
      
    1
  
  
    
      
      Retweeted
    
      
    1",,"Like
    
      
    
  
  
    
      
      
      Liked",/javerriaawan/status/989975135586279424
@PervezI05130532 @PervezI05130532 @PervezI05130532 @PervezI05130532 @PervezI05130532 @NJLahori,Pervez Iqbal‏ @PervezI05130532,Apr 27,,,Bill Cosby case is a good example for our women and courts to follow.,,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/PervezI05130532/status/989897739319304193
@AbdHK3235 @AbdHK3235 @AbdHK3235 @AbdHK3235 @AbdHK3235 @dawn_com,عبد الحنان‏ @AbdHK3235 Dawn.comVerified account @dawn_com,Apr 27,,,"Children will use metro and orange train to reach school so govt. will built those first... https://twitter.com/dawn_com/status/989436423211106305 … #Pakistan stands second in the world ranking of out-of-school children with only #Nigeria ahead of it, while #Punjab is on the top among the provinces in this regard.
http://dawn.com/news/1403887/  pic.twitter.com/4WXHASyP8l",,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/AbdHK3235/status/989830100681220096
@Piyare_l_o_g @Piyare_l_o_g @Piyare_l_o_g @Piyare_l_o_g @Piyare_l_o_g @Abidhu9480 @Zainab_Arif123,Phuphi Di Lachi  ⏲️  😂  🙏 💕-Dani‏ @Piyare_l_o_g,Apr 27,,,"wow bro u won congrats u won 
here i syour Award @MaryamNSharif",1   2 2,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    2
  
  
    
      
      
      Liked
    
      
    2",/Piyare_l_o_g/status/989781977116049408
@MalikBa58279863 @MalikBa58279863 @MalikBa58279863 @MalikBa58279863 @MalikBa58279863 @waplog,Malik Bashir‏ @MalikBa58279863,Apr 26,,,"I want to marry a woman,,,,
Netherlands country
Poland country
Latvia country
Women",,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/MalikBa58279863/status/989485501055995906
@AlkhidmatOrg @AlkhidmatOrg @AlkhidmatOrg @AlkhidmatOrg @AlkhidmatOrg,Alkhidmat Foundation‏Verified account @AlkhidmatOrg,Apr 26,"#Alkhidmat,Foundation,Women,Wing,Pakistan,Lahore,workshop,Together,Towards,Tomorrow",#Foundation,"#Alkhidmat #Foundation #Women #Wing #Pakistan #Lahore chapter arranged #workshop on #Together, #Towards, #Tomorrow. A large number of locals are expected to attend the workshop. pic.twitter.com/fGagyyABvR",2 2,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    2
  
  
    
      
      
      Liked
    
      
    2",/AlkhidmatOrg/status/989442101447413761
@sheikh_afiya @sheikh_afiya @sheikh_afiya @sheikh_afiya @sheikh_afiya @PaisaNashaPyarr @HamidMirPAK @Lafanga_,afia mufti‏ @sheikh_afiya,Apr 25,,,"i agree with resham and your point of view as well... strong, independent women are difficult to get harass... men fear from such women ...",1   2 2,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    2
  
  
    
      
      
      Liked
    
      
    2",/sheikh_afiya/status/989161304974819328
@Iam_MalikUsman @Iam_MalikUsman @Iam_MalikUsman @Iam_MalikUsman @Iam_MalikUsman @stfubaby_,Bearded Guy  🔥‏ @Iam_MalikUsman xviii. @stfubaby_,Apr 24,,,"Men break bones, women destroy hearts. https://twitter.com/stfubaby_/status/829045696242266112 … men break hearts, women destroy souls.",1 1 2 2,"Retweet
    
      
    1
  
  
    
      
      Retweeted
    
      
    1",,"Like
    
      
    2
  
  
    
      
      
      Liked
    
      
    2",/Iam_MalikUsman/status/988779262294585346
@Hopeofsuffering @Hopeofsuffering @Hopeofsuffering @Hopeofsuffering @Hopeofsuffering,Hope Ministries‏ @Hopeofsuffering,Apr 24,,,"Every child deserves love!
We were all born to thrive. We each have God’s unique stamp of approval on our lives, complete with a plan and a purpose. Sadly, many children have never heard this message. Many children don’t know that they matter; that anyone cares about them. pic.twitter.com/nl0Fn3mU2a",1   2 2,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    2
  
  
    
      
      
      Liked
    
      
    2",/Hopeofsuffering/status/988766879752826880
