,head,topic_rep
80,Negotiating with N. Korea's 'Little Rocket Man' a waste of time: Trump,0.0
81,"Pakistan throws support behind Iraq govt, opposes Kurdish referendum",0.0
82,Calls for Spain PM to resign over dozens injured in Catalonia,0.0
83,"Nawaz to face indictment on Oct 9; court issues arrest warrants for sons, son-in-law",0.0
84,"1 dead, 5 injured in cross-border firing in AJK",0.0
85,"1 dead, 2 injured in Swat blast",0.0
86,Canadian Sikh politician is new leader of federal New Democrat Party,0.0
87,'Whose orders is Rangers following?' Ahsan Iqbal lashes out at force for blocking entry to court,0.0
88,Austria's ban on full-face covering comes into force,0.0
89,How the story of Niazi Qawwals turned from song to struggle,0.10241535305976868
90,Editors and their policies,0.4721967279911041
91,The nuclear dimension,0.1998179405927658
92,TRAVEL: THE MAJESTY OF DEOSAI,0.9688283801078796
93,Why Punjab is outsourcing its public schools,0.0
94,"Pakistani musicians get too caught up in what the audience want to hear, says Zoe Viccaji",0.5166553258895874
95,"58 dead, 515 injured in Las Vegas concert shooting",0.03573993593454361
96,Marseille stabbing suspect released from custody day before attack,0.0
97,First Test: Pakistan lose to Sri Lanka by 21 runs,0.0
98,Low-caste man killed in India for watching dance performance,0.01656370609998703
99,2 policemen suspended for using abusive language against citizen in Karachi,0.0
100,"Five civilians killed in Yemen air raid, says govt official",0.0
101,At least 11 dead in Damascus bomb attack: monitor,0.0
102,Google launches new policy to boost news organisations' subscriptions,0.0
103,"In first, Saudi king set for Russia visit",0.09068412333726883
104,FIA registers case against Altaf Hussain for terror financing,0.0
105,'Myanmar ready to take back Rohingya refugees',0.0
106,Pakistani-American actor Faran Tahir to appear in 'Scandal',0.47851303219795227
107,LHC seeks reply from parties on Model Town report case,0.0
108,PTI invites opposition to block Elections Bill 2017,0.0
109,Govt bulldozes controversial Election Bill 2017 through National Assembly,0.0
110,Palestinian PM in Gaza for major reconciliation effort,0.12600024044513702
111,India announces Rs0.1m reward for anyone who reunites Geeta with her parents,0.04818345233798027
112,Dar challenges accountability court indictment in Islamabad High Court,0.0
113,Saudi court acquits 13 accused in Makkah crane crash case: report,0.0
114,Petition on accountability of judges and generals based on 'mala fide intent': SC objects,0.0
115,Will PFDC L’Oreal Paris Bridal Week help designers exit their comfort zones?,0.6395608186721802
116,Sustainable Development: How far has Pakistan come and how far do we have to go?,0.0
117,Nawaz to be re-elected PML-N chief after party clears way for reinstatement,0.0
118,Chinese ambassador calls on National Security Adviser in farewell meeting,0.0
119,3 Americans win Nobel medicine prize for body rhythm work,0.0
120,Senator Babar draws interior minister's attention towards disappearance of Turkish family,0.0
121,Cinemas expected to open in Saudi Arabia before end of 2017,0.016550643369555473
122,Chinese scientists make breakthrough in replacing WiFi with LiFi,0.12342474609613419
123,Iran foreign minister visits Qatar amid diplomatic standoff,0.0
124,"Doubling down on new foreign policy direction, Asif terms Narendra Modi a 'terrorist'",0.0
125,IHC dismisses Dar's petition challenging indictment in assets reference,0.0
126,Aamir Khan says Secret Superstar will be a bigger film than Dangal,0.31864094734191895
127,"Analysts, opponents weigh in on Nawaz's re-election to PML-N presidency",0.0
128,It remains to be seen where money for Imran's London flat came from: SC,0.0
129,Rohingya militants in Bangladesh camps eager to fight,0.04175322502851486
130,"Muslim advocates, legal org file suits over travel ban",0.0
131,"Are Trump, Tillerson 'good cop,' 'bad cop' to North Korea?",0.0
132,Mahira Khan is out for revenge in Verna's first teaser,0.0
133,Footprints: rage against the machine,0.038612473756074905
134,US trio wins physics Nobel for detection of waves from black hole collisions,0.12832584977149963
135,"10,000 Rohingya at border as exodus swells again: Myanmar media",0.0
136,Vice Admiral Zafar Mahmood Abbasi to be new Chief of the Naval Staff,0.1681927591562271
137,Saudi Arabia carries out 100th execution this year,0.0
138,Disney and Universal team up for M. Night Shyamalan's next film 'Glass',0.0767970085144043
139,Notices issued on Gazain’s detention,0.0
140,Allama Iqbal Open University announces free education for transgenders,0.0
141,"Law minister rejects objections to Election Act 2017, calls it a unanimous decision",0.0
142,"Cross-border attack in Khyber Agency claims life of security official, says ISPR",0.0
143,Mansha Pasha's latest PSA encourages men to be better partners in parenting,0.4460432529449463
144,"Trump labels Las Vegas shooter 'sick, demented'",0.0
145,Petition challenging Election Act 2017 submitted in Supreme Court,0.0
146,US-led strike kills 18 civilians in Syria's Raqa: monitor,0.0
147,Netanyahu rejects Palestinian reconciliation unless Hamas disarms,0.0
148,Court rejects Gazeen Marri's request for production order ahead of Oct 5 hearing,0.0
149,Geo News fined Rs1m for 'institutional corruption' comments against army,0.0
150,Bears dominate at PSX as benchmark index plunges 900 points,0.0
151,Karachi University assistant professor goes missing,0.0
152,Appointment of PIA CEO challenged,0.0
153,"1 soldier, 3 suspected militants killed in Indian Kashmir base camp attack",0.0
154,Schoolteacher suspended after nine-year-old student’s eyes damaged,0.0
155,Police still clueless about ‘knifeman’ behind attacks,0.0
156,Cuba and Bolivia to remember ‘Che’ 50 years after death,0.14113646745681763
157,Biological clock discoveries by three Americans earn Nobel prize,0.043219126760959625
158,Ranks of world’s refugees swell as asylum space shrinks: UN,0.07093074172735214
159,Palestinian PM visits Gaza in reconciliation move with Hamas,0.09912446141242981
160,Timeline of worst mass shootings in recent US history,0.0
161,Las Vegas gunman was looking forward to retirement,0.0
162,World condemns Las Vegas tragedy as ‘act of terror’,0.0
163,Moeen braced for bouncer war Down Under,0.6197038888931274
164,"Barca, Real triumph on troubled day in Spain",0.08339681476354599
165,Clinical South Africa whip Bangladesh in first Test,0.0
166,Herath magic makes dull and dreary Test go Sri Lanka way,0.27259892225265503
167,Herath’s record 400th wicket sends Pakistan to dramatic defeat,0.0
168,SC rejects Mushtaq Raisani's bail plea,0.0
169,Imran Khan threatens ‘street movement’ over passage of election law,0.0
170,"Abbasi, Shah discuss NAB chief’s appointment",0.0
171,Obituary: Artist Tasadduq Sohail passes away,0.9965404272079468
172,Taj Mahal struck off tourism list by Uttar Pradesh govt,0.0
173,PTI to challenge SC registrar’s decision of returning petitions,0.0
174,Provinces oppose the way Centre divides gas firms,0.0
175,"ADB raises growth forecasts for Pakistan, but with a caveat",0.0
176,How ghost employees plague Balochistan’s government departments,0.0
177,17 dead after protests in Cameroon English-speaking areas,0.0
178,Police arrest six suspects to investigate Karachi knife attacks,0.0
179,"After Las Vegas massacre, Trump silent on gun control",0.053331159055233
180,"PTI, MQM-P join hands to challenge electoral reforms law in SHC",0.0
181,"Tomato, onion imports bring no relief to consumers",0.0
182,Brother of man who attacked French Jews goes on trial,0.0
183,"Accountability court episode: Nisar too faced such situations but dared not protest, says Sana",0.0
184,"Vegas gunman Stephen Paddock: retired accountant, heavy gambler",0.07784171402454376
185,Rocker Tom Petty dead after cardiac arrest,0.0
186,"'I've been removed repeatedly but you keep bringing me back,' says re-elected PML-N head Nawaz",0.02399107813835144
187,Another symbol of resilience from Swat valley,0.14825206995010376
188,At least 17 dead as suicide bombings hit Damascus police station,0.0
189,Goodwill after Pak-Afghan meeting?,0.0
190,PPP raises question over Rangers’ takeover of court security on Nawaz’s appearance,0.0
191,The wretched of the earth,0.03511054068803787
192,7 celebrities whose street style is on point,0.4927924871444702
193,A multitude of reasons for the fall in exports,0.04559329152107239
194,Senate body passes protection of whistleblowers’ bill,0.0
195,"Islamabad admin, police ‘in the dark’ over Rangers’ deployment at court",0.0
196,Effective politicking is expensive business,0.0
197,Oil falls more than 2pc on higher output,0.0
198,I thought Postpartum Depression would never happen to me; I was wrong,0.42698177695274353
199,Govt stopped from deporting Turkish family,0.0
200,Model Town inquiry report: LHC seeks summary of lawyer’s posting as private counsel for govt,0.0
201,How electric cars can create the biggest disruption since iPhone,0.031195450574159622
202,The rise and fall of vegetable prices in Pakistan,0.018838897347450256
203,A new challenge for banks: retirees,0.0
204,Devaluation of rupee is not the answer if the root cause persists,0.0
205,Rupee trades firm against euro,0.0
206,Bank borrowings fall by 1.20pc,0.0
207,Pakistani apparel makers need to get creative: IAF chief,0.021048011258244514
208,Development schemes get more money as elections loom closer,0.0
209,Banks to facilitate tax payment via ATMs,0.0
210,"New ‘walls’ now divide Germany, says president",0.08570820093154907
211,Kurdish leader and ex-Iraqi president Jalal Talabani dies,0.0
212,‘Occupation forces out’: hundreds of thousands protest in Barcelona,0.025092201307415962
213,Afghanistan pullout would be ‘to our ultimate peril’: Mattis,0.0
214,US expels 15 Cuban diplomats following mysterious attacks,0.0
215,Colosseum to open its top levels to public,0.0
216,Keeping tensions at bay in Rohingya tent city,0.05537847429513931
217,Punjab Rangers chief told to explain court takeover: Ahsan Iqbal,0.02765287086367607
218,Govt tells court in plea against verdict Bench misled into getting Najafi report release order,0.0
219,I hope Baaghi teaches people to empathise with women and their struggles: Osman Khalid Butt,0.612442135810852
220,Behind Saudi Arabia,0.10431753098964691
221,Eroding democratic values,0.0
222,3 terrorists convicted by military courts executed in KP: ISPR,0.0
223,"England set to lose Ashes, with or without Stokes: Blewett",0.9211465716362
224,COAS Bajwa chairs ‘seven-hour’ huddle at General Headquarters,0.0
225,Poll law shenanigans,0.0
226,South African players oppose idea of 4-day Tests,0.30128782987594604
227,Abu Dhabi sells first 30-year bond,0.0
228,"There can’t be two verdicts in identical cases, SC told",0.0
229,Pentagon says Trump's Afghan troop boost to cost $1 billion,0.0
230,Pros and cons of a law aimed at evicting NAB from Sindh,0.0
231,"US will try to work with Pakistan ‘one more time’, says Mattis",0.0
232,FM Asif meets Tillerson in Washington today,0.0
233,Admiral Abbasi named navy chief; Zakaullah to retire on 7th,0.0
234,"Three CMs, lawmakers fail to file statements of assets",0.0
235,"PM, Shah discuss six names for NAB chief’s post",0.0
236,US firm lobbied for and against Pakistan over F-16s,0.0
237,Pakistan among top 10 economies in terms of its internet users,0.0708271935582161
238,"Discos, KE inflict Rs132bn hit on exchequer",0.0
239,Cement sales set quarterly record of 10m tonnes,0.0
240,Power Division asked to finalise 600MW plant deal with Russia,0.0
241,ADB okays two debt financing projects worth $210m,0.0
242,Urea makers demand revised export policy,0.0
243,Nadal survives major scare at China Open,0.3059331774711609
244,Upcoming play 'Mushk' will be remembered for a long time: Sania Saeed,0.274352490901947
245,Anushka Sharma launches her own clothing line,0.5591346621513367
246,Trump tells Puerto Rico storm survivors to be 'proud' of low death toll,0.04007589817047119
247,'NA-120 victory a golden page in history': Nawaz thanks supporters,0.0
248,How I travelled to 20 countries in four years on a Pakistani passport,0.5957508683204651
249,"House divided over bringing judges, generals under ambit of new accountability law",0.0
250,Turkey sentences 34 to life in jail over Erdogan murder plot,0.0
251,"Sidharth, Sonakshi and Akshaye Khanna will star in this Bollywood remake",0.32019197940826416
252,'Missing' Karachi University professor returns home,0.0
253,"Las Vegas shooter's girlfriend back in US, FBI to question her",0.0676819235086441
254,"US-based MQM leader financed targeted killing of party worker, Rangers claim",0.0
255,TRAVEL: BEYOND THE EYES OF A PILGRIM,0.3564786911010742
256,National Party leader escapes attempt on life in Kech district,0.0
257,"4 more women attacked by 'knifeman' in Karachi, say police",0.0
258,"3 Indian soldiers killed, 5 injured in 'retaliatory firing' across LoC, ISPR claims",0.0
259,Want to see if public office holders engage in corrupt practices: SC during Jahangir Tareen case,0.0
260,What qualifies as anti-judiciary speech?,0.14165429770946503
261,Erdogan visits Iran as ties warm amid shared fears,0.0
262,"'Trump was not criticising Tillerson, but pressuring Kim Jong-Un's regime'",0.0
263,Jared Leto set to play Playboy mogul Hugh Hefner in upcoming biopic,0.3273208737373352
264,Sharif's cousin forms political party,0.0
265,Dar accountability case: Prosecution presents first witness in court,0.0
266,"Vegas gunman transferred $100K, set up cameras at hotel room",0.0
267,Former chief justice's political party files contempt petition against Nawaz in SC,0.0
268,'Clerical error' that affected Khatm-i-Naboowat laws to be fixed: Ayaz Sadiq,0.0
269,Las Vegas shooter had device that made guns automatic,0.0
270,"How much is Ishaq Dar worth, in his own assessment?",0.0
271,10 expert tips on how to take the perfect food picture,0.62114018201828
272,Opposition requisitions Senate session to discuss 'conflict between institutions',0.0
273,4 Turkish troops killed in attack blamed on Kurd rebels,0.0
274,Nobel Chemistry Prize honors electron microscopy,0.0
275,What's this new T-10 cricket league and why are Pakistani celebs flocking to it?,0.7434266209602356
276,"Germany cruising, France on thin ice as 2018 qualifiers near climax",0.0
277,Poll shows disapproval for Trump’s Puerto Rico response,0.0
278,Argentina’s World Cup hopes on line in crucial Peru clash,0.0
279,West Indies unchanged for Zimbabwe Tests,0.23570403456687927
280,Karzai slams new US policy on Afghanistan,0.05968347191810608
281,"Iran, Turkey vow to halt Iraqi Kurds’ secession bid",0.0
282,CIA official terms N. Korean supremo rational actor,0.04307134822010994
283,Halep dumps Sharapova out of Beijing,0.121738962829113
284,Turkish court finds 42 soldiers guilty of trying to kill Erdogan,0.0
285,Hamza Shahbaz returns from short ‘exile’,0.0
286,Google unit forms ethics body for artificial intelligence,0.7460562586784363
287,Independence or bust: Catalan leader boxed in by his own angry base,0.0
288,Sputnik — the tiny sphere that launched the space race,0.8939967751502991
289,Reports of ‘recruitment’ of prisoners in Karachi jail by IS rejected,0.0
290,Sindh police’s jailbreak probe body recommends removal of IG prisons,0.0
291,Woman kills son to ‘exorcise evil’,0.0
292,Dar’s lawyer questions relevance of first prosecution witness,0.0
293,Female umpire set for historic debut in men’s cricket,0.526688814163208
294,"Salman in Russia, to meet Putin today",0.0
295,Stress fracture rules Pattinson out of Ashes,0.8938090801239014
296,Minister behind change of Khatm-i-Nabuwwat oath be ousted: Shahbaz,0.0
297,"India’s central bank holds rates, cuts growth outlook amid slowdown",0.0
298,What’s up with the exchange rate?,0.19982478022575378
299,A historiographical account of Mughal India,0.10501408576965332
300,US voices concern about stability of Pakistan government,0.0
301,Rangers withdraw personnel from parliament,0.0
302,Opposition protests absence of ministers in NA,0.0
303,"No consensus on accountability of judges, generals",0.0
304,Provinces demand for census financing rejected,0.0
305,Bajwa’s visit to Kabul presages new chapter in resolving Afghan conflict: Mattis,0.0
306,War-torn Syria target historic World Cup qualification,0.22554945945739746
307,PTI to stay away from NAB chief’s appointment process,0.0
308,Court decision clouds NBP’s plan to open China branch,0.0
309,"Govt allows sugar export, sets conditions for subsidy",0.0
310,Motorcycle prices revved up,0.05714654549956322
311,‘Loadshedding cut by 52pc in 4 years’,0.0
312,Stocks plunge to 11-month low,0.0
313,"Abbasi seeks govt, private sector input for agri policy",0.0
314,Petroleum sales rise 3pc to 2.16m tonnes,0.0
315,N. Korea tension threat to Asian growth: WB,0.036112528294324875
316,Senate body on devolution says Centre ‘usurping’ provinces’ rights,0.0
317,Masterchef winner Saliha Mahmood is writing a cookbook inspired by Mughal cuisine,0.8293964862823486
318,Pakistan Railways develops IT-based train accident reducing systems,0.12426680326461792
319,Wanting everything,0.6032947897911072
320,British novelist Kazuo Ishiguro wins the Nobel prize in literature,0.9679010510444641
321,"Glaciers, avalanches, and spectacular lakes: My trip to Haramosh Valley",0.408247172832489
322,"20 killed in suicide bombing targeting shrine in Jhal Magsi, Balochistan",0.0
323,PSX flat as benchmark index closes with 7-point gain,0.0
324,Ittefaq's bone-chilling trailer is out now,0.23438392579555511
325,17-year-old Pakistani student's visual presentation of 'electric honeycomb' garners international praise,0.0
326,Iraq forces retake IS bastion Hawija,0.0
327,"SC notes discrepancies in Jahangir Tareen's income on tax returns, nomination papers",0.0
328,"US, Pakistan have much to gain by working together, stresses Asif",0.02321680635213852
329,Indonesian president urges military to stay out of politics,0.0
330,"Saudi Arabia to buy Russian S-400 defence systems, other arms",0.0
331,"PAF's Thunder, UK's Red Arrows' joint airshow enthrals spectators",0.05876675993204117
332,"28-year-old woman becomes victim of elusive 'knifeman' in Karachi, say police",0.0
333,Hamas appoints military chief as deputy leader,0.0
334,"Rohingya started new Rakhine fires, claims Myanmar army",0.0
335,"Police, IB kill one 'LeJ terrorist' in Karachi, 2 others flee",0.0
336,Watch Zaid Ali T talk about his dupatta obsession on Knorr Noodles Boriyat Busters!,0.6044976115226746
337,"ISPR discusses security, civil-military relations and regional policy in wide-ranging press conference",0.023095816373825073
338,Writers in Peshawar celebrate 100 years of Pashto fiction,0.0
339,FO rejects Gen Dunford's 'baseless' allegations of ISI's links with terrorists,0.0
340,Waiting for Godot,0.5776001811027527
341,No room for the truth,0.2304585725069046
342,"Under fire Tillerson denies rift with Trump over 'moron' comment, vows to remain in post",0.07141608744859695
343,Las Vegas shooter's girlfriend denies knowledge of planned carnage,0.04177737981081009
344,Claims of responsibility for terror attacks by IS 'fake news'?,0.0
345,"Generation celebrates feminism again, this time with illustrator Shehzil Malik",0.7948591709136963
346,Nawaz Sharif departs for London to see ailing wife,0.0
347,NA passes bill to restore Khatm-i-Naboowat declaration to original form in Elections Act 2017,0.0
348,US gun laws,0.0
349,Transgender activist Kami Sid looks unstoppable in the new 'Rani' trailer,0.27040329575538635
350,Gujarat High Court rejects last appeal in 2002 riot case against Modi,0.010551097802817822
351,KP rights activist wins Anna Politkovskaya Award,0.0
352,Macron offers to mediate between Iraqi government and Kurds,0.0
353,"Hrithik Roshan breaks silence on Kangana Ranaut spat: ""I have never met the lady one on one in my life""",0.1328500509262085
354,Suu Kyi to be stripped of Oxford honorary title for response to Rohingya crisis,0.0
355,Special report: The making of an HIV catastrophe,0.0
356,Key suspect among 16 arrested in Karachi 'knife attacks': police,0.0
357,"US to ask Nato allies to spare 1,000 troops for Afghanistan",0.0
358,Authorities probe gunman’s weapons stockpiling,0.0
359,"Chances of two-front war are low, says India’s air chief",0.0
360,Reward and punishment policy paying off in schools: CM,0.0
361,Libyans flee by boat amid ‘terrible’ violence,0.0
362,Spanish court pressures Catalans in tense independence standoff,0.0
363,Catalan standoff touches hearts beyond Spain,0.0
364,Technology crammed into cars worsens driver distraction,0.38327744603157043
365,Sultan of bling: Brunei monarch marks golden jubilee in style,0.0
366,Accountability court episode: PML-N ‘confrontational mode’ riles Shahbaz,0.0
367,IHC refuses to transfer Dr Farooq’s murder case to sessions court,0.0
368,"LJ militant killed in ‘encounter’, major acts of terrorism in city averted",0.0
369,"Red Arrows, PAF jets entertain crowd at Seaview beach",0.2694447338581085
370,ISPR chief justifies Rangers’ deployment at courts,0.0
371,LHC suspends police officers’ convictions in Benazir murder case,0.0
372,‘Issue of missing Turkish family needs parliamentary intervention’,0.0
373,FIA arrests own official in extortion case,0.0
374,‘England focused on Ashes despite Stokes’ absence’,0.5841116905212402
375,"Saudi king, Putin clinch billion-dollar energy, arms deals",0.0
376,FIFA rates  Russia’s World Cup preparations ‘good’,0.4553188383579254
377,Govt left red-faced by outbursts of allies in National Assembly,0.0
378,"PSL franchises retain nine players each, Multan to pick on 10th",0.161911278963089
379,Fata legislators hold sit-in near Parliament House,0.0
380,PTI nominates three for NAB chief’s post,0.0
381,SC receives more pleas against election law,0.0
382,Pakistan warns India against targeting its N-installations,0.0
383,Bill authorising parliament to appoint judges ready,0.0
384,Economic Coordination Committee to consider deregulating diesel price today,0.0
385,Cotton production grows by 50 per cent,0.0
386,Punjab seeks Rs7.10 reference tariff for LNG power plant,0.0
387,Four more testify in Mashal case,0.0
388,Stocks finish flat as volatility persists,0.0
389,Dar directs FBR to focus on broadening tax base,0.0
390,Nepra accused of delaying power sector reform bill,0.0
391,Pakistan seeks PTA with Vietnam,0.0
392,EM fund managers go for exotic currencies,0.0
393,"Saudi unemployment up, economy stagnant despite reforms: IMF",0.11234641075134277
394,Sri Lanka seek to end Pakistan’s impressive record in UAE,0.14311249554157257
395,Gunathilaka suspended for six matches over misconduct,0.0
396,Late penalty keeps Syria’s World Cup dream alive,0.08174788951873779
397,Crucial second Test weighs heavily on Sarfraz’s mind,0.44905439019203186
398,Sri Lanka  axe Malinga for Pakistan ODIs,0.08590035885572433
399,"Mr President, how can you hang a man who cannot even stand?",0.034889668226242065
400,SBP’s reserves drop to two-year low,0.0
401,Who’s in charge?,0.08738856762647629
402,"Ranveer, Deepika reportedly seeking psychiatric help after shooting 'Padmavati'",0.9757044315338135
403,Lawmakers affected by IB 'terrorism list' demand clarification by government,0.0
404,Disqualification case: Imran submits more documents to Supreme Court,0.0
405,Na Maloom Afraad 2 banned in Punjab after 5 weeks of screening,0.2669926881790161
406,"Imran demands KP, Fata merger process kick off by 2018",0.0
407,"India gives away 27,000 tickets to avoid World Cup 'embarrassment'",0.057346515357494354
408,Pakistan genuinely concerned about India's role in new US strategy: Khawaja Asif,0.041212186217308044
409,Fast and Furious 9 movie release postponed,0.634100079536438
410,The powers that be,0.20381352305412292
411,Who are the members of the global nuclear club?,0.0
412,LHC extends stay on Turkish teachers' deportation,0.0
413,Woman burnt 'for giving birth to daughter' in critical condition,0.0
414,Karachi's Shia leaders offer voluntary arrest in protest against forced disappearances,0.0
415,"Important information uncovered in relation to Karachi knife attacks, says CM Sindh",0.0
416,Khaadi's new megastore in Lahore will launch with a 38-hour sale this weekend!,0.7375668883323669
417,Footprints: what happens in Vegas,0.2749687135219574
418,PIA to introduce new Lahore-Delhi flight,0.40981143712997437
419,Air China increases flights on Beijing-Islamabad sector,0.0
420,International Campaign to Abolish Nuclear Weapons wins 2017 Nobel Peace Prize,0.0
421,Japanese reporter died in 2013 after 159 hours of overtime,0.0
422,The Pakhtun Cultural Museum has only empty shelves,0.0
423,Sharmeen Obaid's 'A Girl in the River' wins best documentary at the Emmys,0.0
424,"Deadly tropical storm Nate kills 22 in Central America, heads for US",0.0
425,"With decision looming, Trump blasts Iran over nuke deal",0.15251894295215607
426,"While grievances of Iraqi Kurds are genuine, timing of the referendum is questionable",0.02253267541527748
427,"Weekend grub: If you think healthy food can't be delicious, Evergreen will prove you wrong",0.7488660216331482
428,"Indian Air Force helicopter crashes, killing all 7 on board",0.0
429,Another woman stabbed in Karachi despite police claim of ‘important arrest’ in knife attacks,0.0
430,At least 19 killed in train-bus collision in Russia,0.0
431,Brazil Olympic committee chief arrested on Rio 2016 corruption charges,0.0
432,Some 50 witnesses for Cardinal Pell sex abuse hearing,0.10686662048101425
433,"Ahsan Iqbal asks clerics, religious leaders to condemn 'jihad fatwas' posted on social media",0.0
434,Mahira Khan is in love in Verna's latest track 'Sambhal Sambhal Kay',0.7447685599327087
435,"Dr Asim Hussain returns to Karachi, warns Nawaz Sharif on 'warring' with military",0.0
436,Boeing-backed startup eyes hybrid electric plane in 2022,0.0
437,Renault wants half its cars to be electric or hybrid in 2022,0.2834054231643677
438,Rumman’s nine bowls UBL to second straight innings win,0.0
439,"Germany, England seal 2018 berths; Poland close",0.08084111660718918
440,Nadal sets up semi-final showdown with Dimitrov,0.0
441,Empty seats in second Sri Lanka Test an eyesore as Pakistan toil,0.8276079297065735
442,South Africa plunder 428-3 on first day,0.0
443,"Australians give up 51,000 illegal guns as govt stands by tough laws",0.0
444,12 held in MDCAT question paper leak scam,0.0
445,French woman jailed for 10 years for spurring on jihadist son,0.0
446,"Europe, Turkey and the  importance of reputations",0.0
447,Deal inked with Chinese company to lift garbage from two Karachi districts,0.36229798197746277
448,Gullu Butt goes looking for a cause and a life,0.23649807274341583
449,Man arrested for distributing Hizbut Tahrir literature,0.0
450,Indian state to inspect cultivation of unapproved Monsanto GM cotton,0.0
