date,text,link,heading
" May 01, 2018","ISLAMABAD: The accoun­ta­bility court on Monday allowed the investigation officer of the National Accountability Bureau (NAB) to submit only the material collected and referred to by the Joint Investigation Team on the basis of which the Avenfield properties reference had been filed.,Deciding an objection raised by Advocate Khawaja Haris Ahmed, the lead counsel for former prime minister Nawaz Sharif, Judge Mohammad Bashir ruled that the NAB investigation officer might “give at the most, statement to the extent of material collected and referred to by JIT in its report, on the basis of which reference in hand is filed”. ,Earlier, NAB investigation officer Mohammad Imran was produced before the court as the last prosecution witness in the Avenfield apartments reference. ,When Mr Imran said he had collected the JIT report from its head Wajid Zia to place it on record, the defence counsel pointed out that the investigation officer had neither authored the report nor was he a witness to the JIT investigation. ,He said the investigation officer could not produce the JIT report as evidence. The defence counsel, however, said the JIT head had already produced this report before the court. ,The prosecution and the defence counsel also arg­ued over what comprised “court-worthy evidence”. ,Advocate Haris argued that the National Accoun­tability Ordinance (NAO) defined a certain procedure to make evidence court-worthy. He said that an official had to certify in the seizure memo that he collected material from the possession of a person in the presence of an eyewitness to make it court-worthy evidence. ,He said that the JIT report was a separate investigation and it could not be used by the NAB investigation officer in this case. ,Advocate Sardar Muzaffar said the JIT prepared its report on the direction of the Supreme Court. He said it was not just an investigation report but sort of an inquiry conducted by a commission.",https://www.dawn.com/news/1404853/nab-allowed-to-file-material-collected-by-jit-in-avenfield-case,"NAB allowed to file material collected by JIT in Avenfield case
"
"May 01, 2018 10:13am","QUETTA: A suspected militant leader of the banned Lashkar-i-Jhangvi was killed during a search operation jointly launched by the police and Frontier Corps in the mountainous areas of Splingy and Qabu of Mastung district.,Addressing a press conference along with FC Sector Commander Brigadier Tasawar on Monday, Deputy Inspector General of Police, Quetta, Abdul Razzaq Cheema said the FC and police had conducted the search operation on information about the hideouts of the banned group three days ago.,He said when the security forces cordoned off the area and started searching, armed men hiding in the mountains opened fire on the FC vehicle. As a result, an FC man was injured and taken to the Combined Military Hospital in Quetta.,A heavy exchange of fire between the security forces and suspected militants continued for several hours. “One hardcore militant leader of the banned Lashkar-i-Jhangvi was killed in the gun battle,” Mr Cheema claimed and identified the militant as Maqsood Ahmed, a resident of the Manghopir area of Karachi.,He said a large quantity of arms and ammunition was seized from the militants’ hideout. He said Maqsood was involved in various terrorist attacks in Karachi and other areas.,“Suspected Lashkar-i-Jhangvi militant leader and others were trying to establish their hideout in the rugged Koh-i-Mehran area,” Mr Cheema said. The operation is continuing and “we will share more information after completing it”, he added.,In reply to a question, the DIG said the killing of three men in the Jan Mohammad Road area on Sunday night was a sectarian incident.,Responding to another question, he said that law enforcement agencies would protect the people from all walks of life.,Mr Cheema said that a number of security personnel belonging to police, Frontier Corps, Levies and other law enforcement agencies had sacrificed their lives to protect the people.,He said that a large number of security personnel had been deployed in Hazara Town, Jan Mohammad Road, the areas dominated by Christians and other sensitive places in Quetta and other parts of Balochistan.,He said 200 police personnel who had completed special training under the army would be deployed in the city. They would patrol different areas of the provincial capital on motorbikes. “We are deploying extra force at all sensitive places,” he added.,Mr Cheema said the country was facing a war-like situation and the government was making all-out efforts to restore peace in every town and city of Balochistan. “We have also provided security to the Christian community after holding consultation with their leaders,” he added.",https://www.dawn.com/news/1404852/suspected-lj-leader-killed-in-mastung-operation,"Suspected LJ leader killed in Mastung operation
"
"May 01, 2018 10:57am","WASHINGTON: Pakistan can persuade the two US diplomats involved in traffic accidents in Islamabad to cooperate with the investigation but it cannot detain them, diplomatic observers say.,In interviews to ,, diplomats at the Pakistan Embassy and other foreign mis­s­ions insist that once it is determined that the person invol­ved is entitled to diplomatic immunity, the host government cannot detain that person.,US Embassy’s Second Secretary Chad Rex Ausburn and the embassy’s military attaché, Col Joseph E. Hall, are involved in the road accidents that happened on April 7 and April 29.,“Pakistan cannot deny immunity to the two diplomats. They can only keep them in the country till investigations complete,” said a South Asian diplomat.,Diplomats in Washington say that in traffic accidents, the embassy has no legal obligation to pay compensation to the victims’ families.",https://www.dawn.com/news/1404849/diplomats-involved-in-accidents-have-immunity-experts,"Diplomats involved in accidents have immunity: experts
"
"May 01, 2018 07:49am","ISLAMABAD: Water shortage is exceeding official estimates amid Tarbela Dam hitting dead level for the second time in a fortnight. The development will be a serious challenge for Kharif crops in Sindh and Balochistan.,Officials said the existing water resource at Tarbela dam was heading towards dead level in two days and there were no immediate signs of improving river flows in the catchment of Northern parts of the country.,They said conservation level at two reservoirs — Tarbela and Mangla — had reached dead level almost a month ago and mostly remained so until mid-April.,They said current storage at Tarbela was around 4-feet that would exhaust within two days at the current rate of discharges of 40,000 cusec compared to 35,000 cusec of inflows. In fact, the discharges were reduced to 40,000 cusec on Monday from previous level of 45,000 cusec because of precarious circumstances.,The officials said the Indus River System Authority (Irsa) had estimated up to 40 per cent water shortage for early-Kharif period which is now being anticipated to go beyond 44pc if river flows do not improve in a day. As a consequence, the provincial inter-provincial bickering is emerging over discharges as provincial irrigation authorities seek greater control over limited resources.,The sources said Punjab on Monday asked the water regulator to reduce discharges from Mangla dam from 28,000 cusec to 25,000 cusec as flows in river Chenab had improved and would be suffice to meet its irrigation requirements. ,However, Irsa rejected the demand fearing it would create serious issues at Chashma barrage and may need closure of Taunsa-Panjnad (TP) Link Canal and hence releases from Mangla could not be reduced at this stage. Instead, the regulator said it was shifting 4200cusec from Taunsa-Panjnad to Jehlum-Chenab zone.,On the other hand, Sindh irrigation department warned that while storage at Tarbela was just 4-feet above 1,386-feet operating level, the storage at Mangla was 53-feet higher than operating level of 1,103-feet. It protested that despite this situation, discharges were still in progress from Tarbela against conservation at Mangla.,“Further transfer of water from Indus to Jhelum-Chenab System through CJ canal and TP Link Canal is being continued” despite the fact that water availability on Indus was on the lower side than Jhelum-Chenab zone,” Sindh government said.,Sindh feared that “acute water shortage crisis in the province will be further aggravated” within 1-2 days if the trend continued, forcing dam operations purely on run-of-the river basis and the Sindh would have no other option “except to defer operation of right bank canals of Guddu and Sukkur barrages, which will obviously affect the supplies to Balochistan canals of Pat Feeder and Kirthar also.,Therefore, Sindh demanded immediate end to transfer of water from Indus to Jhelum-Chenab system and requirements of Trimmu, Panjnad and Sindh canals be fulfilled by releasing more water from Mangla.,Kharif season starts from April 1 to November 30, and rice, sugarcane, cotton and maize are some of the key crops.,According to the latest data released by Irsa on Monday, the Tarbela dam was at 1390-feet against its dead level of 1,386-feet, with inflows of 34,900 cusecs and outflows of 45,000 cusecs. ,The Water level at the Mangla dam stood at 1,103-feet against its dead level of 1,040-feet. ,Inflows at Mangla were recorded at 33,200 cusecs against outflows of 28,000 cusecs. As a result, total inflows at rim stations were recorded at 112,600 cusecs against total outflows below rim stations at about 117,500 cusecs.",https://www.dawn.com/news/1404891/water-shortage-in-tarbela-dam-exceeds-official-estimates,"Water shortage in Tarbela dam exceeds official estimates
"
"May 01, 2018 04:22pm","KARACHI: Alarming situation has developed as all the major Kharif crops including cotton, sugarcane, rice and maize are looking at a possible acute shortage of irrigation water.,According to reports reaching from rural Sindh and Punjab, cotton sowing has been adversely hit by the water shortages. The agricultural economy has a 19 per cent share in GDP and engages 42.3pc of labour force.,Although the government has fixed higher cotton crop production target for 2018-19 season at 14.37 million bales, so far the sowing of cotton which starts early in April in lower Sindh has yet to commence.,The growers in lower areas of Sindh like Tando Adam, Shahdadpur and Hyderabad as usual started sowing cotton crop but after receiving no water their entire exercise went in vain.,Dr Jassumal Neemani former chairman Pakistan Cotton Ginners Association (PCGA) talking to Dawn from Hyderabad said that hardly 25 per cent of cotton sowing has been down so far in lower Sindh and 75 per cent has yet to be done because growers are waiting for irrigation water.,He feared that cotton from Sindh fields normally start reaching ginneries from June 15 each year but due to delay in sowing the crop would not be available before July 15, or may even go beyond this timeline.,Southern Sindh and Rahim Yar Khan cotton badly damaged, Kharif crops at stake,A farmer based in Badin, with lands in the tail end of Akram Wah canal originating from Kotri barrage, tells Dawn that the shortages have sparked a highly politicised allocation of water between the perennial and six month canals, adversely impacting those lands fed by canals that do not feed the lands of powerful individuals connected with the provincial government.,“Much of the sugarcane crop is burnt since it has not been getting water since January” he tells Dawn. “Red chilli, which is planted latest by April 15 is also gone. Cotton, which should be planted latest by first week of May is also a casualty, since the water was supposed to come on Monday but it has not come, and what is on the way is less than one foot, which will reduce to two inches by the time it reaches the watercourses. Its a disaster!” he exclaims.,In Khoski and Shadi Large also in southern Badin, scuffles have been reported among people gathered at filter plants for drinking water.,Similar situation exists in Punjab which normally has an advantage of being upper riparian and historically Sindh always complained of being deprived from its due share of irrigation water.,But today both the leading provinces in agriculture sector are faced with similar situation of acute shortage of irrigation water to the extent that all the Kharif crops are at stake. ,Talking to Dawn via telephone, Mian Mahmood Ahmed, a leading ginner and founder member of Rahimyar Khan Chamber, said that being member of district coordination committee, he attended a meeting in the Deputy Commissioner’s office on Monday in this regard. “The water situation is so grim that people were not interested in getting irrigation water but were asking for drinking water,” he said.  ,Mr Ahmed further said that due to no irrigation water, people complained that they even don’t have green fodder (chaara) for their animals. ,He said that since December last year, irrigation water was not available but at the government level it seems the policy makers are least worried and are leading normal life. The rivers are dry and people are running from pillar to post in search of drinking water, he said.,Responding to a question, he said, “We are in a situation where all development works should be stopped and country’s entire resources be diverted for the construction of dams particularly Kalabagh dam.”,Mian Ahmed pointed out that recently even the Indus River System Authority (Irsa) spokesman accepted a fact that after the flow of water to both Punjab and Sindh to 34,700 cusecs and 31,000 cusecs, respectively the former is still facing shortage of irrigation water up to 52pc and later by 35pc.",https://www.dawn.com/news/1404885/agri-lands-parched-large-crop-damage-cotton-sowing-disrupted,"Agri lands parched, large crop damage, cotton sowing disrupted
"
" May 01, 2018","ISLAMABAD: The revenue collection has posted a growth of 16 per cent in the first ten months of the current fiscal year. ,In absolute terms, revenue collection reached Rs2,922 billion during the July-April FY18 as against Rs2,513bn over the corresponding months of the last fiscal year. ,Federal Board of Revenue (FBR) has already revised downward the budgetary revenue target to Rs3,935bn from Rs4,013bn, reflecting a shortfall of Rs78bn. ,But even to achieve the revised target, FBR will have to collect Rs1,013bn in the next two months — May and June 2018. An official statement issued by the tax body said that the proceeds were recorded excluding collection on account of book adjustments. ,The growth in collection is despite issuing Rs68bn in tax refunds during July-April FY18 as compared to Rs53bn during the same period of FY17, recording an increase of 28pc. However, exporters are still blaming government for withholding due refunds of exporters. ,On a monthly basis, the provisional collection for April stood at Rs295bn excluding account of book adjustments versus Rs252bn during the corresponding month of 2016-17. ,FBR has registered a rise of more than 17pc over the revenue collected during the April 2017. The revenue collection trend during the reviewed period augurs well for the efforts of FBR towards achievement of the assigned revised annual revenue targets, added the announcement.",https://www.dawn.com/news/1404884/revenue-collection-posts-16pc-growth,"Revenue collection posts 16pc growth
"
" May 01, 2018","KARACHI: Outflow of profits and dividends on foreign investment rose to $1.6bn during July-March FY18 compared to $1.328bn in the same period of last fiscal, representing a growth of 20pc.,The largest outflows happened from oil and gas exploration, with $202 million outflow, followed by financial business with $194mn. Power sector investors repartriated $184.7 followed by investors in the food sector at $181mn and communications with $169mn, with most of that accounted for by telecoms.,Payments on FDI increased by 29 per cent to $1.277bn during the first 9 months of the current fiscal compared to $1.069bn in the corresponding period of last fiscal year. Pakistan is in the midst of a large boost in foreign investment, led by but not limited to Chinese investment under the China Pakistan Economic Corridor. ,The auto sector is preparing to receive another $800mn in new investment, among many other sectors.",https://www.dawn.com/news/1404883/profits-outflow-up-by-20pc-in-9-months,"Profits outflow up by 20pc in 9 months
"
"May 01, 2018 12:28pm","KARACHI: Some Chinese bike assemblers have increased prices by Rs ,000-2,000, citing devaluation of the rupee against the dollar which pushed up price of imported and locally made parts.,N.J. Auto Industries raised the price of various models by Rs1,000-2,000 in the second week of April.,D.S. Motors enhanced the price of various models of Unique bikes by Rs1,000 from May 1, 2018.,Sale of locally assembled bikes has been going brisk which is evident from rising imports of completely and semi knocked down kits (CKD/SKD). ,According to figures of Pakistan Bureau of Statistics (PBS), import of CKD/SKD for two-wheelers rose to $78.6 million in July-March 2017-2018 from $66m in same period last fiscal, up by 19 per cent.,Bike prices have been going up despite claims of achieving 92pc localisation by the assemblers.",https://www.dawn.com/news/1404882/bike-prices-up,"Bike prices up
"
" May 01, 2018","ISLAMABAD: The Secu­ri­ties and Exchange Comm­ission Pakistan (SECP) has included anti terror financing clauses in its new draft regulations on anti-money laundering that will be applicable for the insurance sector, capital markets and modaraba companies. ,The regulations termed as ‘Securities and Exchange Commission Anti Money Laundering and Countering Financing of Terrorism Reg­ul­ations, 2018’ have been formed in view of Financial Action Task Force (FATF) requirements for the country.,Under the current regulatory regime SECP has no jurisdiction over anti-terror laws. An official of the SECP said that there were anti-money laundering laws under the SECP but they were scattered for different sectors.,“SECP had issued circular regarding Non-Banking Financial Companies in 2009, regulation was issued for insurance sector in 2012 and guidelines were issued to the management of stock market in 2012,” the official added, “However, the current draft regulations have centralised all the relevant laws at one forum.”,The official added that the SECP has been empowered to regulate both the anti-money laundering as well as terror financing laws under its jurisdictions.,“Though there has not been any report of terror financing through the financial institutions falling under the SECP, but these regulations will help prevent and maintain checks in this regard,” the official added. ,‘Financial Institutions’ falling under the jurisdiction of SECP are brokers of capital markets including the commodity exchange, insurance sector, takaful operators, NBFCs and Modarabas.,The draft regulations also call upon the financial institutions to implement appropriate internal risk management systems and policies to determine if any of their customers is a politically exposed person (PEP) under anti-money laundering regime.,The draft regulations have been floated for public comments by the SECP and are expected to be implemented from June 2018.,The draft regulations have directed that a ‘Financial Institution’ will have to take appropriate steps to identify, assess and understand, its money laundering and terrorism financing risks in relation to its customers, the jurisdictions or countries its customers are from or in, the jurisdictions or countries the financial institution has operations or dealings in as well as the products, services, transactions and delivery channels of the financial institution.,The notification says that for launching ‘New Products, Practices and Technologies’ the financial institution will have to identify and assess the money laundering and terrorism financing risks that may arise in relation to the development of new products and new business practices, including new delivery mechanisms and the use of new or developing technologies for both new and pre-existing products.,The institutions need to undertake the risk assessments, prior to the launch or use of such products, practices and technologies, and shall take “appropriate measures” to manage and mitigate the risks.,The draft regulation also imposes penalty up to Rs10 million in case of any violation, extendable to Rs100,000 per day after the first penalty is imposed if such contravention continues.",https://www.dawn.com/news/1404879/aml-and-anti-terror-financing-enter-secps-writ,"AML and anti-terror financing enter SECP’s writ
"
" May 01, 2018","WASHINGTON: President Donald Trump hasn’t decided whether to extend relief for allied nations from US steel and aluminium tariffs, creating uncertainty in global metals markets with temporary exemptions set to expire in less than 24 hours. ,“The president has not made any decision yet,” Treasury Secretary Steven Mnuchin told Fox Business Network in an interview that aired Monday, when asked about extending exemptions to trading partners.,“We’ve been having lots of discussions internally, we’ve been having lots of discussions with our counterparts,” he said, adding: “We’re addressing these issues real time.”,Mnuchin’s comments were similar to those of Commerce Secretary Wilbur Ross, who said late Saturday that the White House will announce its decision on tariffs right before the May 1 deadline.,Trump last month imposed 25 per cent tariffs on steel imports and 10pc on aluminium. But he gave temporary reprieves to Aus­tralia, Argentina, Brazil, Canada, the European Union, Mexico and South Korea, and directed US Trade Representative Robert Ligh­t­­hizer to handle negotiations with countries seeking exemptions.,So far, South Korea is the only nation to be spared from the duties, though nations including France and Germany have been pushing for the EU to be excluded.,“The president gave us time to address these issues and the president is going to make a decision,” Mnuchin said. “I expect that there will be a decision quickly.”,Trump’s embrace of tariffs this year has roiled financial markets and sparked fears of a trade war that could undermine the broadest global upswing in years. The EU has threatened to retaliate with duties on iconic American goods such as Harley-Davidson motorcycles and Kentucky bourbon.,The steel decision comes days before Mnuchin and other senior members of Trump’s cabinet travel to China in search of a deal that would head off a brewing trade dispute between the world’s two-biggest economies. Trump has threatened to slap tariffs on as much as $150 billion in Chinese imports, while Beijing has vowed to respond with duties on everything from American soybeans to airplanes.,“We’re looking to have a very frank discussion on trade, on the issues of the trade imbalance,” Mnuchin said. “President Trump has been very clear for the last year that he’s very focused on the trade deficit, and we’re looking to correct that.”,The US had a $337bn trade deficit in goods and services with China last year. Trump has asked China to cut the gap by $100bn and open up the Asian nation’s markets to American products such as cars. But Chinese officials will refuse to discuss the $100bn demand at talks in Beijing this week, the New York Times reported, citing unidentified people.,In exchange for a permanent exemption from the metals tariffs, the Trump administration is pushing countries to accept quotas on the amount of steel and aluminium they export to the US. South Korea accepted a quota of 70pc of the average of its steel exports to the US between 2015 and 2017, which can come in tariff-free.,The US Aluminium Association last week sent a letter asking Trump to grant exemptions to all “responsible” trade partners. But over the weekend, Century Alumi­nium Co. Chief Executive Officer Mike Bless, leading the second-largest US aluminium producer, echoed the Commerce Department’s original recommendations to the president that said all imports must be subject to either quotas or tariffs.",https://www.dawn.com/news/1404875/trump-keeps-allies-guessing-on-steel-tariffs-as-deadline-looms,"Trump keeps allies guessing on steel tariffs as deadline looms
"
" May 01, 2018","NEW YORK: Oil prices rallied on Monday after Israel Prime Minister Benjamin Netanyahu said Iran had lied about pursuing nuclear weapons after signing a 2015 deal with global powers, while global stock indexes dipped with the S&P 500 led down by losses in technology. ,Netanyahu said Iran had continued to preserve and expand its nuclear weapons knowledge after the deal.,US President Donald Trump has until May 12 to decide whether to restore sanctions on Iran that were lifted after the 2015 agreement over its nuclear program.,US crude rose 0.87 per cent to $68.69 per barrel and Brent was last at $74.79, up 1.36pc.,MSCI’s all-country index of global equities shed 0.15pc, “The immediate worry would be that the Trump administration ditches the Iran deal, causing oil prices to go up... but the bigger (issue) is – would it lead to a larger confrontation militarily in the Mideast,” said Bruce Bittles, chief investment strategist at Robert W. Baird & Co in Sarasota, Florida.,In the US equity market, top tech names including Microsoft Corp were among the biggest weights on the S&P 500. Earnings and deal news provided some support. Starting off another busy week for first-quarter earnings, McDonald Corp’s reported a better-than-expected rise in sales and its shares jumped 4.3pc. Apple Inc is set to report on Tuesday.,Reports of big M&A deals included US-based Marathon Pet­roleum Corp’s agreement to buy Andeavor and a tie-up between British supermarket chains Sains­bury’s and Walmart Inc’s ASDA.,“The market doesn’t have a lot of upside momentum going. It rallies for a day or two but it just doesn’t follow through, and that’s been the case since the January-February correction,” Bittles said.,The Dow Jones Industrial Average fell 58.48 points, or 0.24pc, to 24,252.71, the S&P 500 lost 13.56 points, or 0.51pc, to 2,656.35 and the Nasdaq Composite dropped 41.56 points, or 0.58pc, to 7,078.24.,The pan-European FTSEurofirst 300 index rose 0.21pc. The MSCI global stock index was on track for a gain for April, its first positive month since January.,Friday’s seemingly successful summit between the leaders of North and South Korean added to positive market sentiment.",https://www.dawn.com/news/1404872/oil-prices-jump,"Oil prices jump
"
" May 01, 2018","KARACHI: Lacklustre conditions prevailed on the cotton market on Monday as buyers and sellers took to the sidelines. Overall, the undertone was easy and outlook uncertain.,A deal of 6,800 bales from Khanpur was reported to have transpired late in the evening at Rs8,000, though it was not officially reported. The lots offered were of good quality cotton for which the buyer readily paid higher price.,Dwindling stocks and shortage of quality lint is keeping buyers away from the proceedings. However, higher demand for polyester fibre has pushed prices up by Rs2 per kg. As the current season nears end, buyers and sellers are only engaged in day to day activities. ,The shortage of irrigation water is delaying cotton sowing in lower Sindh where growers have attempted to sow several times. Some reports now suggest that water has started to reach cotton fields.,Indian cotton  recorded fresh gains on higher demand from the export front and closed Rs100 higher at Rs41,400 per candy (356kg). ,The Karachi Cotton Association (KCA) spot rates closed firm at week-end level at Rs7,400 per maund.,According to the official report of KCA, only one deal of 400 bales from Khanpur was done at Rs7,400.",https://www.dawn.com/news/1404870/slow-day-on-cotton-market,"Slow day on cotton market
"
" May 01, 2018","LONDON: Gold fell to its lowest in nearly six weeks on Monday as the dollar strengthened and as easing tensions on the Korean peninsula helped boost appetite for assets seen as higher risk, such as stocks. ,The metal slid 1 per cent last week on the back of a stronger dollar and a rise in Treasury yields to above 3pc, which weighed on interest in non-interest bearing assets. Its retreat has left it on track to end April down 0.5pc, erasing all the previous month’s gains. ,Spot gold was down 0.8pc at $1,311.61 an ounce by 1330 GMT, off an earlier low of $1,311.11, its weakest since March 13. US gold futures for June delivery were 0.8pc lower at $1,312.60 an ounce. ,World stocks are on track to rise this month for the first time since January, lifted by positive earnings from US technology firms and a string of high-profile M&A deals. ,Among other precious metals, silver was down 1.6pc at $16.23 an ounce, off an earlier three-week low of $16.20. Platinum was down 1.1pc at $901 an ounce and palladium was 1.1pc lower at $963.72. On a monthly basis palladium is the biggest riser among the major precious metals in April, up 1.1pc after US sanctions on major producer Russia stoked concerns over supply. Platinum, down 2.5pc, is the biggest faller so far.",https://www.dawn.com/news/1404869/gold-near-six-week-low-as-dollar-firms,"Gold near six-week low as dollar firms
"
" May 01, 2018","LONDON: After bouncing up, falling down and keeping investors on the edges of their seats, bitcoin may be maturing into a period of relatively boring stability, experts say.,A worldwide wave of regulation has led to a collapse in trading volumes. Cryptocurrency advertisements are disappearing from top internet pages, and bitcoin no longer dominates Google searches.,As investors try to figure out what bitcoin wants to be when it grows up, the best-known cryptocurrency is going through somewhat of an existential crisis.,“It needs a new narrative,” said Nicholas Colas, New York-based founder of investment research firm DataTrek. “There is every chance that if there is some sort of institutional involvement, there could be a move higher.” Bitcoin rallied 25 per cent in April after crashing 70pc from a high near $20,000 late last year.,The cryptocurrency landscape has indeed changed. Mom-and-pop investors who drove bitcoin’s skyrocket rise in 2017 have been pushed aside by government bans on trading, and replaced by cryptocurrency funds, wealthy individuals and established financial firms.,The bigger players can make bigger moves, but their trades are often obscured by screens on over-the-counter (OTC) brokerages and matching platforms.,They are also less likely to chase sudden swings in bitcoin’s value, being more interested in the potential of unproven but promising blockchain technology.,Average daily traded volumes across cryptocurrency exchanges fell to $9.1 billion in March and to $7.4bn in the first half of April, compared with almost $17bn in December, according to data compiled by crypto analysis website CryptoCompare.,Several exchanges saw their daily trading volumes drop by more than half between December and March, including Bitfinex, Poloniex, Coinbase and Bitstamp, the data shows.,Cryptocurrencies’ biggest-ever trading day was Dec. 22, when volumes topped $30bn, according to CryptoCompare.,On April 8, volume sagged to $4.6bn, the weakest day since last October, according to the data.,The theory that bigger institutions will make bitcoin markets less volatile and more liquid has grown as new OTC exchanges and platforms spring up, carrying names such as Circle, Octagon Strategy, Cumberland and Kraken.,Digital exchange Gemini’s new block trading product allows high-volume trades that will be invisible to other traders until the orders are filled.,Cumberland, one of the biggest block traders, has counterparties in more than 35 countries and quotes two-way prices in about 35 crypto assets.,Gatecoin, a Hong Kong-based crypto exchange, saw retail volumes plunge from peaks of $100 million a day last September, said Aure­lien Menant, its founder and chief executive.,But, he said, as institutional players enter the market, OTC trades hidden from view have pushed up overall volumes in a way that doesn’t show up in data. Gatecoin also operates an OTC platform.,Few institutions have gone public about their plans to trade cryptocurrencies, and many asset managers say they still aren’t sure the digital currency is more than a fad.,But a , survey this week found one in five financial institutions is considering trading cryptocurrencies in the next 12 months. Of those, 70pc said they planned to start trading in the next three to six months.,In the meantime, the price of bitcoin may be stabilising, at least on paper. The futures market shows bitcoin staying nearly flat — between $8,900 and $9,050 — until September.,Gatecoin’s Menant, however, is considerably more bullish. He reckons the currency might end the year above $100,000, but acknowledges that’s a gamble.,Joe Duncan, founder of Singapore-based Fintech firm Duncan Capital, expects to see retail investors return to trading as governments slowly relax their cryptocurrency rules.,“But bitcoin could still lose some market dominance,” Duncan said.,Thomas Lee, managing partner and co-founder of Fundstrat Global Advisors in New York, said the bitcoin market is languishing in a “purgatory” phase somewhere between a bear and a bull market. He predicted that could continue until at least September.,One issue is that although many of the big institutions are curious about how bitcoin’s underlying blockchain technology could revolutionise the financial sector, bitcoin isn’t widely accepted as currency and has no intrinsic value.,That, and the currency’s intense volatility, make it challenging for investors to forecast a price.,Some analysts think bitcoin will retain a premium as a security, like gold, in the digital world, while other cryptocurrencies are used for commerce.,Others see it as just another asset.,“One of the reasons to own cryptocurrencies is because they are an effective hedge,” said Sam Doctor, a data analyst at New York-based Fundstrat, a research firm whose founder is a well-known bitcoin bull predicting large rises this year. “Until something happens to disprove that thesis, you aren’t looking to sell them so long as other asset classes are falling.”",https://www.dawn.com/news/1404862/bitcoin-frenzy-settles-down-as-big-players-muscle-into-market,"Bitcoin frenzy settles down as big players muscle into market
"
"May 02, 2018 11:56pm","ERBIL: As if the loss of oil-rich territory last year wasn’t painful enough, Iraq’s divided Kurds are bracing for a blow on the political front in the country’s May 12 elections.,Analysts estimate the Kurds’ loss of seats in Iraq’s parliament could reach double figures as their shrunken geographic footprint is compounded by a bitter feud between the two main political parties in semi-autonomous Kurdistan.,An independence referendum for the region held in September saw over , — but Baghdad was incensed, after long warning that any plebiscite would be “illegal”.,In response, federal troops in October pushed Kurdish forces out of Kirkuk and its oilfields, along with other disputed areas in Nineveh and Salaheddin provinces in northern Iraq.,Baghdad also imposed economic penalties.,With Iraqi Kurdistan licking its wounds, the region’s historically dominant parties are attempting to rally their demoralised supporters, while trading blame over a split between the two camps.,Posters in Erbil, Kurdistan’s capital and heartland of the Kurdistan Democratic Party (KDP), urge voters to turn out in force “to defend our referendum” from within the Iraqi parliament.,The rival Patriotic Union of Kurdistan (PUK) in the town of Sulaimaniyah has been calling on people to “vote for a strong future in favour of the right to self-determination”.,But for the KDP, the PUK’s “treachery” has made it impossible to cooperate.,“We think Kirkuk has been occupied [by Iraqi federal forces] because of the treason by certain members of the PUK,” Khosro Kuran, a KDP leader, said.,“We had no response when we proposed a unified Kurdish list for the whole country” ahead of the election, he added.,Quite the opposite, in the view of Saadi Bireh from the PUK’s political office; the KDP was the first to field its own candidates, after refusing several offers to agree on joint lists.,“What certain KDP leaders are saying reflects their political indecency, because instead of just considering us adversaries, they view us as enemies,” he said.,Alternative parties threaten to further split the Kurdish vote, such as Goran (Kurdish for change) and the newly created New Generation movement.,The result: 503 hopefuls on 77 candidate lists, competing for just 46 seats reserved in Iraq’s parliament for the provinces of Erbil, Sulaymaniyah and Dohuk, officially constituting the autonomous region.,In Iraq’s last election in 2014, Kurdish parties won 62 out of parliament’s 329 seats, which included Kirkuk, Nineveh, Diyala and Baghdad.,“The loss of Kirkuk is a big moment in the history of Iraq post-Saddam Hussein,” said Adel Bakawan, director general of the Kurdistan centre of sociology at Soran University near Erbil.,Since then, “the balance of power has shifted against the Kurds. It’s difficult to give an exact figure. It will depend, but the loss of some seats is certain,” said Bakawan.,“For the Kurds, the city of Kirkuk is not only a source of oil, but also a major population centre in the electoral sense,” Bakawan added.,The loss of Kirkuk is a blow, acknowledged the KDP’s Kuran.,“In contrast to the 2014 elections, there will be no participation in the Kurdish territories outside the autonomous region, in the absence of Kurdish security forces to protect our voters,” he said.,In yet another setback for Kurdish parties, this will be the first time Kurds appear on candidate lists fielded by other ethnic blocs in their home region.,The most striking example is Mustafa Sheikh Kawa, grandson of Sheikh Mahmud Hafid Barzinji, who fought British occupation and set up a Kurdish state between 1920 and 1922.,Kawa is running as a candidate for a bloc led by Shia chief Amar al-Hakim.,“It’s an Iraqi list,” said Saed Hisa Barzinji, an associate of Kawa. “Our aim is to serve the people of Kurdistan.”",https://www.dawn.com/news/1404914/divided-kurds-face-losses-in-iraqs-election,"Divided Kurds face losses in Iraq’s election
"
