date,text,date_actual,link,heading
"May 02, 2018","QUETTA: A suspected leader of the banned Lashkar-i-Jhangvi (LJ) has been arrested in a joint operation conducted by the police’s counter terrorism department (CTD) and other security agencies in Sariab area of the city. ,This was said by Deputy Inspector General (DIG) of the CTD Atizaz Ahmed Goraya at a press conference on Tuesday. He was accompanied by Sector Commander of Frontier Corps Brig Tasawar Sattar. ,This was the second success of security forces in a few days as another suspected leader of the LJ, Maqsood Ahmed, was recently killed in an operation in the mountainous area of Mastung district. ,“LJ leader Abdul Rahim Muhammad Shahi was arrested in the Village Aid area. A hand grenade and a pistol were found from his possession,” DIG Goraya said. “Shahi was involved in suicide bombings, target killings and other subversive activities. He carried a head money of Rs2 million.” ,The DIG said during interrogation the suspect had confessed that he was involved in the suicide bombing in Hazara Town’s Vegetable Market, the truck blast at the official residence of the inspector general of Balochistan, suicide attacks on Bahadur Khan Women University and Hazar Ganji, a firing incident in the Bolan Medical College hospital and many incidents of target killings in Quetta. ,The suspect was involved in around 200 incidents of target killings, the DIG said, adding that he had been using different aliases, including Babul, captain and doctor, to hide his identity. His name had been placed in the Red Book. ,The CDT chief said the suspect had disclosed names of his group’s members, adding that efforts were under way to arrest them. ,A video was shown during the press conference in which the suspect confessed to his involvement in many target killings and arrangements for suicide bombings in Quetta. ,The DIG said after the killing of many members of his terrorist group, Rahim had not taken part in any terrorist activity since 2015. ,He said the suspect had also disclosed the names of a terrorists group’s members operating in Khuzdar and Larkana. “We have sent teams to those areas to arrest them. ,Answering a question about the rise in the killings of Shia Hazara community’s members, he said: “We have obtained certain leads and we are working on them.” ,“A single group of terrorists is involved in the target killings of Hazaras and Christians in Quetta,” Mr Goraya said.",2018-05-02,https://www.dawn.com/news/1405123/l-j-leader-arrested-in-quetta,"‘L J leader’ arrested in Quetta
"
"May 02, 2018","KARACHI: The import of dollars from Dubai witnessed a drastic drop of almost 50 per cent during April and was a major reason behind the recent dollar price hike in the open market.,Currency dealers said the import of dollars has been falling for the last three months but April saw a much sharper decline as third currencies (other than dollars) were either short in supply or available at a higher price. ,The dealers buy third currencies from local market, sell them in Dubai and bring the same amount in dollars to the country – a legal process.,“The import from Dubai has dropped by 50pc in April since the currencies other than dollar are hardly available,” said Forex Association of Pakistan’s President Malik Bostan. According to him, the monthly import of dollars from Dubai used to be about $300 million which provided great support for the exchange rate in the open market. Currently that figure ranges between $150m and $200m.,Zafar Paracha of Exchange Companies Association of Pakistan said last week that third currencies were grossly used by smugglers and those having billions of undeclared rupees. The ill-gotten money is then whitened with these currencies and taken away from the country.,The short supply and high demand for the dollar has pushed its rate to Rs118.70. The State Bank of Pakistan (SBP) held a meeting with the representatives of the currency dealers last week asking them to bring down the dollar prices and assuring them the supply of the currency.,However, market sources said the SBP did not release the greenback on Monday as it continued to trade at Rs118.70 – the second highest price within a week.,Despite assurances by the currency dealers to bring down the dollar rates, the greenback kept its rate intact. Currently, the dollar gets a 2.68pc higher value in the open market compared to the inter-bank which has remained unchanged at Rs115.60 since the 4.5pc deprecation in March.,This gap between the two rates attracts illegal transactions of money and poses risk to remittances from the banking channel.",2018-05-02,https://www.dawn.com/news/1405103/dollar-import-from-dubai-falls-by-50pc,"Dollar import from Dubai falls by 50pc
"
"May 02, 2018","ISLAMABAD: With a delay of more than 10 months, the government through Finance Bill 2018 has provided a legal cover to the criminal prosecution against tax evaders in pursuance of sales tax statutory regulatory order (SRO).,The SRO116, which empowered the Directorate General Intelligence & Investigation for exercising power and functions of investigation into sales tax evasion, was declared as illegal in a Lahore high Court judgement in July 2017.,In the wake of this judgment the FIRs registered and the criminal prosecution set in motion in light of SRO116 were also set aside and quashed.,Through the Finance Bill 2018, a section 30A was proposed in the Sales Tax Act 1990 where the powers are conferred to Directorate General Investigation to exercise power and function of investigation into sales tax evasion.,As a result, the finance bill has provided a legal cover to the actions of Directorate General Intelligence and Investigation.,Regarding the past cases including lodging of FIRs, a validation section 74 was proposed to the Sales Tax Act 1990. As per amendments, the validation section provides a legal cover to orders of Directorate General (Intelligence and Investigation) as if these powers were conferred before the commencement of Finance Act 2018.,For curtailing the powers of finance minister, the government took away power of making changes to the Sales Tax Act and allows the federal government to make any amendments to the Sales Tax Act, 1990. This amendment has been made in the light of recent court judgment of Mustafa Impex vs Federation of Pakistan.,Through another amendment, the finance bill proposed to insert new section sub-section for empowering the commissioner or the officer Inland Revenue to issue order of assessment of tax to any registered person, giving effect to any finding or direction in order made by the Commissioner Appeals, Appellate Tribunal, High Court or Supreme Court.,Furthermore, if an order is made by Appellate Tribunal, High Court or Supreme Court where an order of assessment is set aside wholly or partially the commissioner, the commissioner (Appeals) or cfficer of Inland Revenue is directed to pass new order of assessment within one year from the end a financial year in which the order is served.,This amendment will facilitate taxpayers by removing unnecessary disputes in quantification of tax liability pursuant to appeal order by commissioner (Appeals) , Appellate Tribunal, High Court or Supreme Court. ,It is proposed that the powers of chief commissioner are curtailed regarding posting of officer on premises of tax payers. Because of numerous complaints where the chief commissioners were found to misusing the powers conferred under Section 40B. Through such amendment only the board has powers to post officer at the premises of taxpayers.",2018-05-02,https://www.dawn.com/news/1405102/govt-extends-legal-cover-for-criminal-investigation-into-sales-tax-evasion,"Govt extends legal cover for criminal investigation into sales tax evasion
"
"May 02, 2018","KARACHI: The small and medium enterprises (SMEs) have been totally ignored in the budget 2018-19, said SMEA President Zafar Iqbal on Tuesday. ,The sector’s genuine demands including the removal of conditions for getting bank loans and ease of doing business were not accepted, said Mr Iqbal, the leader of Small and Medium Enterprises Alliance (SMEA). ,The budget carries a number of good incentives and tax concessions for super rich segment but it has totally ignored a sector which constitutes up to 96 per cent of trade and industry, he said.,“All over the world SMEs are the driving force behind economic activities as they provide up to 80pc jobs and are spread all over the country. The SMEs contribution is up to 40pc in GDP but the proposed budget has not even mentioned the sector’s name,” he said.,Mr Iqbal said that SMEA has been urging the government to remove the condition of collateral for getting bank loans by SMEs because it is too harsh and enterprises with meagre resources cannot meet this condition.,Similarly, he said, the demand for ease of doing of business by reducing number of government agencies engaged in collecting different levies such social security and old age benefits should also be abolished was also not met.,The rules governing SMEs, he said, are also complex and SMEA has demanded to relax and ease these rules for micro enterprises which are not that much equipped with modern tools and skills.,Mr Iqbal said that no worthy incentives were proposed in budget 2018-19 for the growth of the largest sector of the economy which provides jobs and skills across the broad spectrum from grass root level. ,He urged the government that before passing the budget 2018-19 in the National Assembly, a review should be made for including some incentives for the growth of SMEs.",2018-05-02,https://www.dawn.com/news/1405101/sme-sector-ignored-in-budget,"‘SME sector ignored in budget’
"
"May 02, 2018","BRUSSELS: The European Union’s executive arm demanded a permanent exemption on Tuesday from US steel and aluminium tariffs, saying US President Donald Trump’s decision not to impose such barriers for now prolonged business uncertainty.,The White House announced on Monday that Trump had extended a temporary reprieve from the tariffs for the EU, Canada and Mexico until June 1, just hours before they were due to come into force. He also reached agreements for permanent exemptions for Argentina, Australia and Brazil, it said.,On Tuesday, Trump tweeted on trade: ”...it will all get done. Great Potential for USA!” The European Commission, which coordinates trade policy for the 28 EU members, acknowledged Trump’s decision but said the bloc should be permanently exempted from the tariffs since it was not the cause of overcapacity in steel and aluminium.,“The US decision prolongs market uncertainty, which is already affecting business decisions,” the Commission said.,Trump has invoked a 1962 trade law to erect protections for US steel and aluminium producers on national security grounds, amid a worldwide glut of both metals that is largely blamed on excess production in China.,Germany, whose trade surplus has attracted criticism from Trump, said it expected a permanent exemption.,“I am firmly convinced that in the interests of jobs in Germany, in Europe and in the USA, we need a long-term provision and that raising tariffs is the wrong way,” German Economy Minister Peter Altmaier said, urging more talks with Washington.,“We need fewer, not more duties in global trade,” he said.,France said it agreed there was overcapacity in the steel and aluminium industries but said the EU was not to blame and should be exempted permanently from the tariffs so the overcapacity issue could be addressed in talks.,“We are ready to work with the USA and other partners to deal with those issues, and to develop fast and appropriate solutions,” the French finance and foreign ministries said.,EU business federation BusinessEurope called the extended respite positive, but said companies needed predictability.,Germany’s DIHK Chambers of Commerce and Industry said the delay did offer the opportunity to defuse the trade conflict., Britain’s trade minister Liam Fox said he was delighted that Trump had decided to extend the temporary exemption, saying hitting British imports made no sense.,The tariffs, which have increased frictions with US trading partners worldwide and prompted several challenges before the World Trade Organisation, are aimed at allowing the two US metals industries to increase their capacity utilisation rates above 80pc for the first time in years.,European steel association Eurofer said the US decision was welcome, albeit temporary, but said it was concerned a surge in imports already seen in the past few months could increase as countries redirected exports to the open EU market.,The European Union had consistently shown it was willing to discuss concerns about the openness of each other’s markets, but would not negotiate under threat, the Commission said.,“Any future transatlantic work programme has to be balanced and mutually beneficial,” it said in the statement.,EU Trade Commissioner Cecilia Malmstrom would continue talks with U.S counterparts, Commerce Secretary Wilbur Ross and Trade Representative Robert Lighthizer, the Commission said.,The Commission has said the EU will set duties on 2.8bn euros ($3.4bn) of US exports, including peanut butter and denim jeans, if its metals exports to the United States worth 6.4bn euros are subject to tariffs.,Economists say the stand-off could tip towards a trade war if Trump responds with further tariffs, such as on EU cars.,Trump has complained about the EU import duty of 10pc on cars, compared with the US rate of 2.5pc. The EU has stressed that for other products, such as trucks, the United States has a higher tariff.",2018-05-02,https://www.dawn.com/news/1405097/eu-demands-permanent-waiver-from-us-steel-aluminium-tariffs,"EU demands permanent waiver from US steel, aluminium tariffs
"
"May 02, 2018","KARACHI: The Pakistan Cricket Board (PCB) has requested the Australian and New Zealand boards to send their teams to Pakistan to play the T20 matches instead of the United Arab Emirates.,An official source in the PCB told Press Trust of India news agency that during the International Cricket Council (ICC) meeting in Kolkata late last month, PCB chairman Najam Sethi and chief operating officer Subhan Ahmed had held talks with the Australian and New Zealand officials.,“The two boards have been requested to play the T20 matches of their series in Pakistan to help support the PCB in bringing back international cricket to the country,” the official is quoted as saying.,Pakistan will host Australia for three Test matches and a T20 match in the UAE in October followed by a series of three Tests, five ODIs and three T20 Internationals in November against New Zealand.,Last year, also the PCB managed to convince the Sri Lanka Cricket (SLC) to send its team to Lahore to play the final T20 match of a series in the UAE, which went off successfully.,Before the Sri Lankan’s visit in late October, the PCB also hosted the ICC World XI team -- which featured top-level international players including South Africa’s Hashim Amla, Quinton de Kock, Faf du Plessis, Morne Morkel, David Miller, Imran Tahir, Thisara Perera of Sri Lanka, West Indies’ Darren Sammy, Samuel Badree and Australia’s Tim Paine -- for a three-match T20 series in Lahore while last month Pakistan played three T20 International matches in Karachi against the West Indies.,All these matches were staged smoothly without any untoward incident which strengthened PCB’s efforts for international cricket revival in Pakistan.,“The PCB is trying to follow a slow and steady process to bring back international cricket fully to Pakistan,” the official said.,He said the Australian and New Zealand boards were reluctant because of security concerns but would look into the Pakistan request.,Giles Clarke, who heads the ICC’s special task force on Pakistan cricket submitted a positive report about international cricket returning to the country at the ICC board meeting in Kolkata.,Pakistan’s security arrangements for the matches with the ICC World XI, Sri Lanka, and West Indies and for the Pakistan Super League matches held in Lahore and Karachi earned praise from the board members and from independent reports of security experts.,Pakistan has lined up a total of 29 ODIs before next year’s World Cup in England and is keen to few of them being played at home.,PCB officials are also due to meet with the Emirates Cricket Board officials in Dubai this week to discuss Pakistan’s concern over having the T10 league in November or the planned Afghan league, when Pakistan will be playing its home series in the UAE.,The PCB has signalled moving its home series from the UAE to Malaysia if the ECB didn’t accept their demands but an insider said there was zero chance of this happening since when PCB officials visited Kuala Lumpur in March they realised that while T20 or ODIs could be held there but having a Test match was not possible due to the rains and hot weather and other facilities.,“Most likely the series against Australia and New Zealand will be held in the UAE,” he said.",2018-05-02,https://www.dawn.com/news/1405036/pcb-requests-australia-nz-to-send-teams-to-pakistan-for-t20s,"‘PCB requests Australia, NZ to send teams to Pakistan for T20s’
"
"May 02, 2018","			,ROME: Liverpool return to the scene of two of their most famous European triumphs amid tight security ahead of Wednesday’s Champions League semi-final, second leg clash in Rome.,Jurgen Klopp’s side are on the brink of reaching the final of Europe’s elite club competition for the first time since 2007 as they look to defend a three-goal advantage against AS Roma in the Italian capital.,But off-pitch tensions are high as Liverpool supporter Sean Cox lies in a coma after being attacked before last week’s first leg in Anfield.,Two Roma supporters were arrested on suspicion of attempted murder and club legend Francesco Totti has appealed for “fair play, hospitality and respect for our opponents”.,Former Roma striker Mohamed Salah scored two brilliant goals and set up two more as Liverpool went five up at Anfield before two late goals gave Roma hope of a potential fightback.,Klopp’s side are bidding for a sixth European title having won two, in 1977 and 1984, at the Stadio Olimpico — the latter on penalties against Roma.,Both teams are third in their domestic leagues and in the running for Champions League football next season.,But Liverpool have suffered serious disruption in the buildup after Klopp’s right-hand man, Zeljko Buvac, dubbed “the brain” by the German, stepped aside for personal reasons this week.,Buvac, who was on the bench with Klopp for Saturday’s goalless draw against Stoke City, has been the German’s trusted right-hand man for the last 17 years.,Added to the distractions is star striker Salah’s image-rights dispute with the Egyptian football association.,The Roma game also comes days before Liverpool clash with Chelsea in the Premier League.,“Liverpool always has to take the slightly more difficult way and it’s again like this,” said Klopp. “We created a basis and now we have to finish it.”,It’s a clash between two sides who have not won the domestic title in years.,Liverpool won the last of their 18 Premier League titles 28 years ago.,Since then the Reds lifted the Champions league trophy in 2005, when they fought back to stun AC Milan on penalties after conceding three-first goals in Istanbul, and two years later when they lost to the Italians in Athens.,“Nothing is won so far,” warned Brazilian forward Roberto Firmino, looking towards the May 26 final against either Real Madrid or Bayern Munich in Kiev.,“There is a possibility of winning the Champions League — but we have a semi-final to finish first. It would be a rare thing to do, a unique moment in our lives, in mine. It’s my first Champions League season.”,Klopp will be without midfielder Alex Oxlade-Chamberlain, out for the season with a knee injury, with Georginio Wijnaldum likely to be the only change from the first leg.,Emre Can (back) and Adam Lallana (hamstring) are also struggling with injuries.,Eusebio Di Francesco looks set to be without Kevin Strootman as Roma target just their second final — 34 years after that fateful defeat to Liverpool. The 28-year-old midfielder suffered a leg injury in the first leg and he still hasn’t been cleared to be fully fit. Di Francesco is likely to play a 4-3-3 formation, which will see Lorenzo Pellegrini replace the Dutch player.,Roma, who won the last of their three Serie A titles in 2001, warmed up for Liverpool with a 4-1 win over Chievo in which Edin Dzeko bagged a brace.,Having earned their place in the last four after overcoming a 3-0 first-leg deficit to Barcelona in the quarter-finals, Di Francesco believes he can mastermind what would be another spectacular comeback.,“We’ve done something extraordinary in the Champions League this season,” said Di Francesco.,“This team has had a great journey and we don’t want to stop now. We want to believe in this comeback.”,And Czech forward Patrik Schick warned they had spotted Liverpool’s weaknesses.,“We saw that they’re not as strong at the back as in attack, we have the chance to score three goals at home.,“In my opinion we have to go on the pitch without fear, with great determination and great courage.”",2018-05-02,https://www.dawn.com/news/1405035/liverpool-on-brink-of-final-as-tensions-mount-in-rome,"Liverpool on brink of final as tensions mount  in Rome
"
"May 02, 2018","LONDON: Wimbledon chiefs have admitted they will hold an internal debate to clarify if seven-time champion Serena Williams can be seeded at Wimbledon.,Serena is currently 449th in the WTA rankings after taking time off to get married and have her first child last year.,Following the difficult birth of daughter Alexis Olympia, Serena has played only two singles events.,She lost to her sister Venus in the last 32 at Indian Wells and was beaten by Naomi Osaka in the first round in Miami.,However, Miami Open tournament director James Blake said recently that the 23-time Grand Slam winner had been “punished” for wanting to start a family.,The WTA provides players returning from injury lay-offs or pregnancy with a ‘protected ranking’ that can be used to enter tournaments, but not for seeding at those tournaments.,Players can enter eight events using the ranking they had when they left, including for two Premier Mandatory events and two Grand Slams.,But players who hold the protected ranking for any reason, on both the men’s and women’s tours, can’t be see­ded even if their protected ranking merits it.",2018-05-02,https://www.dawn.com/news/1405034/serena-made-to-wait-over-wimbledon-seeding,"Serena made to wait over Wimbledon seeding
"
"May 02, 2018","MANCHESTER: Liverpool’s Egyptian forward Mohamed Salah has been voted Footballer of the Year by the Football Writers’ Association (FWA), the latest accolade for the English Premier League’s top scorer. ,The award comes a week after Salah was chosen as Player of the Year by the Professional Footballers Association (PFA) after an outstanding season in which he has scored 43 goals in all competitions. ,The 25-year-old is the first African player to win the FWA award which began in 1948. ,Salah narrowly beat Manchester City midfielder Kevin De Bruyne in a ballot of over 400 FWA members, with the winning margin less than 20 votes. Tottenham Hotspur striker Harry Kane was placed third. ,“What a race it has been between two players who, in a relatively short time, have reached genuine world class. But Mo Salah is the worthiest of winners. He is also the first African to receive the award and we congratulate him on a magnificent season,” FWA Chairman Patrick Barclay said. ,Between them, Salah, signed by the Reds from AS Roma last summer, and De Bruyne, who helped City claim the Premier League title with five games remaining, collected more than 90 per cent of the journalists’ votes. ,“It has been the tightest call since 1968/69, when there was a dead heat between Tony Book of Manchester City and Derby’s Dave Mackay,” added Barclay.,“Right up to the last week or so we thought it might happen again, so strong was the support for Kevin De Bruyne, but Mo Salah’s relentless match-winning form, exemplified by his two great goals against Roma, seems to have swung the vote by a very narrow margin.” ,Salah, who struggled to make an impact during his first spell in England at Chelsea, has helped Liverpool, who are third in the Premier League, into the Champions League semi-finals for the first time in 10 years. ,The Merseyside club face Roma in the second leg in the Italian capital on Wednesday and lead 5-2 from the opening game at Anfield in which Salah scored twice and set up two other goals. ,Salah will head to the World Cup in Russia in June to play for Egypt who have been drawn with the hosts, Saudi Arabia and Uruguay in Group ‘A’. ,Other players to receive votes from FWA members were Sergio Aguero (Manchester City), Christian Eriksen (Tottenham), Roberto Firmino (Liverpool), Nick Pope (Burnley), David Silva (Manchester City), Raheem Sterling (Manchester City) and Jan Vertonghen (Tottenham). ,The inaugural FWA Women’s Footballer of the Year Award was won by Chelsea and England forward Fran Kirby who was also crowned PFA Women’s Player of the Year last month.",2018-05-02,https://www.dawn.com/news/1405031/salah-voted-englands-footballer-of-the-year,"Salah voted England’s Footballer of the Year
"
"May 02, 2018","LONDON: Tottenham Hotspur’s England duo Harry Kane and Dele Alli fired them to a comfortable 2-0 win over mid-table Watford that cemented their place in the top four at Wembley on Monday. ,The win put fourth-placed Spurs five points clear of Chelsea with three games remaining and within a point of Liverpool, who have two matches left, in the race for Champions League spots. ,Tottenham took the lead after 16 minutes when Watford keeper Orestis Karnezis spilled a cross from Kieran Trippier and Christian Eriksen scooped the ball to Alli who had the simple task of stroking the ball home from near the penalty spot. ,Kane put Spurs two goals ahead in the 48th when he tucked away a cross from the right by Trippier and they almost had a third when Jan Vertonghen hit the post with a late header. ,“Maybe it wasn’t the greatest performance but the aim is to win... it will be a successful season if we finish in the top four. To be in the Champions League will be a massive thing,” Spurs manager Mauricio Pochettino told a news conference. ,Tottenham have 71 points ahead of London rivals Chelsea on 66, both from 35 games, while third-placed Liverpool have 72 from 36. Liverpool play Chelsea at Stamford Bridge on Sunday. ,Chelsea looked like they would not be qualifying for the Champions League after losing to Tottenham at home on April 1, but have won their last three games to stay in contention in fifth place. ,“They were creeping up on our backs so now we can look forward,” Kane said. “It was important just to get the job done and ease that pressure.” ,Although Spurs ran out comfortable winners against Watford in front of England manager Gareth Southgate, they had France goalkeeper Hugo Lloris to thank for some fine first-half saves. ,After taking the early lead through Alli, the home side were almost made to pay for a sloppy pass by Eric Dier after 26 minutes that was intercepted by Etienne Capoue who fed Andre Gray but his low drive was saved by the diving Lloris. ,The Spurs keeper was called on again twice before halftime when he made a fine save to deny Richarlison and came rushing out of goal to make a well-timed tackle on Abdoulaye Doucoure. ,“We conceded a few chances but Hugo Lloris showed fantastic skill and that’s why he’s one of the best keepers in the world,” added Pochettino whose side kept a clean sheet for the first time in six league games thanks mainly to the France international. ,Tottenham, whose play had been untidy at times in the opening period, tightened up after the break and it was their talisman Kane who eased any remaining jitters with his 27th league goal of the season behind Liverpool’s Mo Salah on 31. ,Overhauling Salah looks a tough job, but Kane finished last season with eight goals in his final three games and he is hoping for a repeat, despite looking sluggish in recent performances. ,“I would have liked to play better over the last few games but the whole team would have liked to do that,” Kane said. “I feel good, I feel sharp. I probably could have scored a couple more today. I’m looking forward to the last three games. ,“Last year was an unbelievable end, but we’ll see what happens. In my mind, I’m just trying to get to that 30-goal mark.”, ,(Tabulated under played, won, drawn, lost, goals for, goals against, total):  ,Manchester City 35  30  3   2   102 26  93,Manchester United   35  24  5   6   67  27  77,Liverpool   36  20  12  4   80  37  72,Tottenham Hotspur   35  21  8   6   68  31  71,Chelsea 35  20  6   9   60  34  66,Arsenal 35  17  6   12  67  48  57,Burnley 36  14  12  10  35  32  54,Everton 36  13  9   14  42  54  48,Leicester City  35  11  11  13  49  52  44,Newcastle United    35  11  8   16  35  44  41,Crystal Palace  36  9   11  16  41  54  38,AFC Bournemouth 36  9   11  16  42  60  38,Watford 36  10  8   18  42  62  38,Brighton Hove   35  8   13  14  32  47  37,West Ham United 35  8   11  16  43  67  35,Huddersfield Town   35  9   8   18  27  56  35,Swansea City    35  8   9   18  27  52  33,Southampton 35  6   14  15  35  54  32,Stoke City  36  6   12  18  32  65  30,West Bromwich   36  5   13  18  30  54  28",2018-05-02,https://www.dawn.com/news/1405030/alli-kane-on-target-as-spurs-boost-champions-league-hopes,"Alli, Kane on target as Spurs boost Champions League hopes
"
"May 02, 2018","			,NAYPYIDAW: Myanmar must hold a “proper investigation” into alleged atrocities against the Rohingya, a UN Security Council envoy said on Tuesday, after the highest-level diplomatic visit to an area from which 700,000 members of the Muslim minority have been driven out.,Refugees and rights groups say Myanmar’s army and vigilantes systematically raped and murdered civilians and torched villages during “clearance operations” in Rakhine state ostensibly targeting Rohingya militants.,That campaign launched last August in the mainly Buddhist nation sparked the exodus of Rohingya into Bangladesh.,During the two-day trip to Myanmar, UN delegates travelled to Rakhine and also met both civilian leader Aung San Suu Kyi and Senior General Min Aung Hlaing, who heads an army accused by the UN of “ethnic cleansing”.,“In order to have accountability there must be a proper investigation,” Britain’s UN ambassador Karen Pierce told reporters, after envoys had visited the Rohingya refugee camps in Bangladesh and also Rakhine.,There were two ways to establish a full probe, “one is an ICC (International Criminal Court) referral”, she said. The other was for Myanmar’s government to hold its own comprehensive inquiry.,Last month the chief prosecutor for the ICC asked judges to consider whether the court’s jurisdiction extends to Myanmar, which is not a member of the panel.,Suu Kyi, pilloried outside her country for failing to speak up for the Rohingya, promised to “undertake a proper investigation” where evidence of atrocities was found, Pierce said.,“It doesn’t matter whether it [a probe] is international or domestic, as long as it’s credible,” she added.,During his meeting late Monday with the UN envoys, Myanmar’s army chief denied his forces had committed rape and other sexual abuses during the crackdown which he ordered.,“The Tatmadaw [army] is always disciplined ... and takes action against anyone who breaks the law,” he told the delegates, according to a posting late Monday on his official Facebook page.,Rohingya women and girls in Bangladesh have provided consistent accounts of sexual violence — reports verified by conflict monitors — but Min Aung Hlaing said his forces have “no such history of sexual abuse”. “It is unacceptable according to the culture and religion of our country,” he said, adding anyone found guilty of crimes would be punished.,Min Aung Hlaing also repeated the official line that Myanmar was ready to take back those refugees who could be verified as residents, as per a repatriation deal with Bangladesh.,Several months after the deal was signed, no refugees have returned. They demand guarantees of safety, the right to return to their original villages and the granting of citizenship.,Another UN diplomat warned it would take “two or three years” for the refugees to be repatriated as the current timeframe to implement the deal continues to slip.,“There is a need to speed up the process,” said Mansour Ayyad Al-Otaibi, the Kuwaiti ambassador to the UN, adding conditions must be “safe and dignified” for return.,Bangladeshi accuses Myanmar of buying time by pretending to cooperate over repatriation for the benefit of the international community.,Myanmar says its neighbour has only handed back 8,000 repatriation forms so far, many of them incomplete, delaying the return process.,Myanmar denies the Rohingya citizenship and accompanying rights.,Since 2012 it has driven out two-thirds of its roughly 1.5 million Rohingya population.",2018-05-02,https://www.dawn.com/news/1405121/myanmar-urged-to-hold-proper-probe-into-alleged-atrocities-against-rohingya,"Myanmar urged to hold ‘proper’ probe into alleged atrocities against Rohingya
"
"May 02, 2018","AL TANAK: A US-backed Kurdish-led alliance announced on Tuesday it is launching the final stage of its battle to expel the IS from its desert holdouts in eastern Syria. The United States confirmed the start of the military operation.,Backed by the US-led coalition, the Syrian Democratic Forces have driven the jihadists out of large parts of the country. But IS fighters have retained a presence in a few areas of the country, including in the eastern oil-rich province of Deir Ezzor near the border with Iraq.,The SDF’s Deir Ezzor Military Council on Tuesday said it would press its efforts to oust IS from remaining areas. “Our forces with the forces of the international coalition have started the last stage” of the anti-IS campaign, it said in a statement.,The US State Department said later that the coalition and its “partners, including the Syrian Democratic Forces, are launching operations to liberate the final ISIS strongholds in Syria”. “The fighting will be difficult, but we and our partners will prevail... The days of ISIS controlling territory and terrorising the people of Syria are coming to an end,” it said in a statement., ,Air strikes killed at least 23 civilians including 10 children in a village held by the IS in northeastern Syria on Tuesday, the Syrian Observatory for Human Rights monitor said.  “We don’t know for the moment if the US-led international coalition or Iraqi forces carried out the strike” on the village of Al-Qasr in Hasakeh province, the Observatory said.,The Britain-based monitor relies on a network of sources on the ground for its information. The US-led coalition is backing a Kurdish-Arab alliance that has been fighting IS in eastern Syria near the border with Iraq. Iraq has also previously carried out strikes against IS jihadists in Syria, including a raid last month in the eastern province of Deir Ezzor.,Dozens of jihadists arrived in northern Syria on Tuesday under a deal with the regime for them to leave their enclave in southern Damascus, an AFP correspondent said. The fighters from Syria’s former Al Qaeda affiliate were transferred out of the Yarmuk district late Monday under a deal announced the previous day.,Early Tuesday, the Hayat Tahrir al-Sham fighters and civilians arrived in the northern province of Aleppo ahead of their transfer to the neighbouring province of Idlib.,State news agency SANA said 200 people had left Yarmuk late Monday, but an official from Hayat Tahrir al-Sham said the convoy that arrived in Al-Eis included just 108 fighters, 17 women and 16 children. In parallel under the same deal, SANA said dozens of civilians had arrived in Al-Eis from various Shia-majority areas in Idlib.",2018-05-02,https://www.dawn.com/news/1405120/us-backed-alliance-launches-final-battle-against-is-in-syria,"US-backed alliance launches ‘final’ battle against IS in Syria
"
